rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
178015,67.5,-46.5,2041-2050,ssp126,-13.98,-5.37,-4.71,1.74,4.65,Kerguelen Islands,NA
178019,67.5,-45.5,2041-2050,ssp126,-13.98,-5.27,-4.11,0.57,4.14,Kerguelen Islands,NA
178711,68.5,-52.5,2041-2050,ssp126,-21.32,-5.95,-4.6,2.5,6.14,Kerguelen Islands,NA
178715,68.5,-51.5,2041-2050,ssp126,-18.19,-5.04,-5.35,5.92,7.57,Kerguelen Islands,NA
178719,68.5,-50.5,2041-2050,ssp126,-14.89,-3.73,-3.16,3.2,5.71,Kerguelen Islands,NA
178723,68.5,-49.5,2041-2050,ssp126,-13.51,-3.14,-1.19,6.3,6.52,Kerguelen Islands,NA
178727,68.5,-48.5,2041-2050,ssp126,-14.43,-4.33,-3.39,6.95,6.1,Kerguelen Islands,NA
178731,68.5,-47.5,2041-2050,ssp126,-13.24,-4.48,-2.98,0.87,5.05,Kerguelen Islands,NA
178735,68.5,-46.5,2041-2050,ssp126,-13.33,-4.86,-4.65,2.23,4.94,Kerguelen Islands,NA
178739,68.5,-45.5,2041-2050,ssp126,-13.8,-4.52,-3.09,0.35,4.17,Kerguelen Islands,NA
179435,69.5,-51.5,2041-2050,ssp126,-17.83,-5.64,-4.52,4.87,6.67,Kerguelen Islands,NA
179439,69.5,-50.5,2041-2050,ssp126,-14.36,-1.95,-3.18,12.22,7.41,Kerguelen Islands,NA
179443,69.5,-49.5,2041-2050,ssp126,-9.93,-2.45,-0.07,2.64,6.62,Kerguelen Islands,NA
179447,69.5,-48.5,2041-2050,ssp126,-13.68,-4.78,-3.33,1.93,5.07,Kerguelen Islands,NA
179451,69.5,-47.5,2041-2050,ssp126,-13.62,-4.29,-4.01,1.92,5.53,Kerguelen Islands,NA
179455,69.5,-46.5,2041-2050,ssp126,-12.76,-5.26,-4.54,0.43,4.26,Kerguelen Islands,NA
179459,69.5,-45.5,2041-2050,ssp126,-12.63,-4.1,-3.48,2.47,4.28,Kerguelen Islands,NA
180155,70.5,-51.5,2041-2050,ssp126,-15.27,-5.84,-5,2.1,5.41,Kerguelen Islands,NA
180159,70.5,-50.5,2041-2050,ssp126,-14.29,-2.56,-2.99,6.84,6.27,Kerguelen Islands,NA
180163,70.5,-49.5,2041-2050,ssp126,-7.26,-1.27,-2.9,6.34,6.94,Kerguelen Islands,NA
180167,70.5,-48.5,2041-2050,ssp126,-14.77,-5.39,-4.27,-0.41,4.78,Kerguelen Islands,NA
180171,70.5,-47.5,2041-2050,ssp126,-13.83,-5.15,-3.75,-0.79,4.37,Kerguelen Islands,NA
180175,70.5,-46.5,2041-2050,ssp126,-12.21,-5.34,-4.33,-0.24,3.81,Kerguelen Islands,NA
180179,70.5,-45.5,2041-2050,ssp126,-11.62,-4.05,-2.92,-0.14,3.71,Kerguelen Islands,NA
180879,71.5,-50.5,2041-2050,ssp126,-13.35,-2.74,-3.5,14.15,7.85,Kerguelen Islands,NA
180883,71.5,-49.5,2041-2050,ssp126,-13.9,-3.55,-3.51,3.94,4.67,Kerguelen Islands,NA
180887,71.5,-48.5,2041-2050,ssp126,-14.5,-3.51,-3.9,1.88,4.97,Kerguelen Islands,NA
180891,71.5,-47.5,2041-2050,ssp126,-14.24,-3.61,-3.42,2.24,4.98,Kerguelen Islands,NA
180895,71.5,-46.5,2041-2050,ssp126,-11.46,-4.23,-4.17,3.92,4.6,Kerguelen Islands,NA
181599,72.5,-50.5,2041-2050,ssp126,-12.62,-4.02,-3.9,6.51,5.64,Kerguelen Islands,NA
181603,72.5,-49.5,2041-2050,ssp126,-12.13,-3.77,-3.88,6.21,5.29,Kerguelen Islands,NA
181607,72.5,-48.5,2041-2050,ssp126,-13.34,-3.65,-4.41,9.13,6.19,Kerguelen Islands,NA
181611,72.5,-47.5,2041-2050,ssp126,-12.36,-4.21,-4.06,2.61,4.54,Kerguelen Islands,NA
181615,72.5,-46.5,2041-2050,ssp126,-11.03,-4.41,-3.92,1.07,3.62,Kerguelen Islands,NA
182319,73.5,-50.5,2041-2050,ssp126,-12.44,-4.16,-3.35,8.65,5.92,Kerguelen Islands,NA
182323,73.5,-49.5,2041-2050,ssp126,-13.47,-4.88,-4.39,6.51,6.1,Kerguelen Islands,NA
182327,73.5,-48.5,2041-2050,ssp126,-13.12,-4.19,-4.65,13.26,7.34,Kerguelen Islands,NA
182331,73.5,-47.5,2041-2050,ssp126,-11.64,-4.1,-4.44,5.2,4.95,Kerguelen Islands,NA
182335,73.5,-46.5,2041-2050,ssp126,-10.71,-4.02,-3.56,-0.21,3.27,Kerguelen Islands,NA
183043,74.5,-49.5,2041-2050,ssp126,-14.49,-5.42,-4.18,4.01,5.91,Kerguelen Islands,NA
183047,74.5,-48.5,2041-2050,ssp126,-13.37,-5.37,-4.98,1.57,4.67,Kerguelen Islands,NA
183051,74.5,-47.5,2041-2050,ssp126,-12.21,-4.59,-4.03,1.62,3.98,Kerguelen Islands,NA
183763,75.5,-49.5,2041-2050,ssp126,-13.97,-4.5,-4.5,11.07,7.43,Kerguelen Islands,NA
