rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
184476,76.5,-51.5,2041-2050,ssp585,-8.57,-5.09,-5.27,0.74,2.41,Heard Island and McDonald Islands,NA
184480,76.5,-50.5,2041-2050,ssp585,-18.45,-5.57,-5.21,8.23,7.57,Heard Island and McDonald Islands,NA
185180,77.5,-55.5,2041-2050,ssp585,-6.44,-1.1,-1.73,6.07,3.49,Heard Island and McDonald Islands,NA
185184,77.5,-54.5,2041-2050,ssp585,-7.87,-2.75,-3.45,1.35,3.12,Heard Island and McDonald Islands,NA
185188,77.5,-53.5,2041-2050,ssp585,-8.41,-3.32,-4.67,4.47,3.95,Heard Island and McDonald Islands,NA
185192,77.5,-52.5,2041-2050,ssp585,-8.68,-3.52,-3.88,0.92,3.04,Heard Island and McDonald Islands,NA
185196,77.5,-51.5,2041-2050,ssp585,-9.22,-4.1,-5.8,6.92,5.11,Heard Island and McDonald Islands,NA
185904,78.5,-54.5,2041-2050,ssp585,-7.5,-1.94,-2.65,7.65,3.83,Heard Island and McDonald Islands,NA
185908,78.5,-53.5,2041-2050,ssp585,-9.08,-3.11,-3.51,2.16,3.5,Heard Island and McDonald Islands,NA
185912,78.5,-52.5,2041-2050,ssp585,-9.11,-3.01,-4.07,4.93,4.22,Heard Island and McDonald Islands,NA
185916,78.5,-51.5,2041-2050,ssp585,-18.36,-6.24,-5.81,3.27,5.47,Heard Island and McDonald Islands,NA
