year,scenario,mpa,min_change,mean_change,median_change,max_change,sd_change,tooltip
2072,ssp126,SOSS,-34.41,-8.17,-8.22,22.58,16.74,"Year: 2072
Mean change: -8.2%
SD: ±16.7%"
2072,ssp126,SRZ,-40.64,-11.74,-12.53,24.48,19.78,"Year: 2072
Mean change: -11.7%
SD: ±19.8%"
2072,ssp585,GPZi,-20.7,-2.9,-3.12,14.71,11.66,"Year: 2072
Mean change: -2.9%
SD: ±11.7%"
2072,ssp585,GPZii,-19.03,-6.06,-7.31,8.25,7.86,"Year: 2072
Mean change: -6.1%
SD: ±7.9%"
2072,ssp585,GPZiii,-61.94,-16.6,-11.2,11.3,20.89,"Year: 2072
Mean change: -16.6%
SD: ±20.9%"
2072,ssp585,KRZ,-34.66,-6.19,-7.06,8.35,12.83,"Year: 2072
Mean change: -6.2%
SD: ±12.8%"
2072,ssp585,SOSS,-31.17,1.55,0.99,29,17.25,"Year: 2072
Mean change: 1.6%
SD: ±17.2%"
2072,ssp585,SRZ,-23.01,13.76,10.16,50.89,24.18,"Year: 2072
Mean change: 13.8%
SD: ±24.2%"
2073,ssp126,GPZi,-26.19,-7.56,-7.45,8.18,10.18,"Year: 2073
Mean change: -7.6%
SD: ±10.2%"
2073,ssp126,GPZii,-11.4,-1.86,-4.53,13.78,7.57,"Year: 2073
Mean change: -1.9%
SD: ±7.6%"
2073,ssp126,GPZiii,-66.13,-17.47,-17.17,11.63,21.21,"Year: 2073
Mean change: -17.5%
SD: ±21.2%"
2073,ssp126,KRZ,-36.88,-5.11,-5.17,20.38,14.16,"Year: 2073
Mean change: -5.1%
SD: ±14.2%"
2073,ssp126,SOSS,-25.75,-11.75,-12.26,11.54,12.11,"Year: 2073
Mean change: -11.8%
SD: ±12.1%"
2073,ssp126,SRZ,-26.37,0.35,0.31,22.77,16.55,"Year: 2073
Mean change: 0.3%
SD: ±16.6%"
2073,ssp585,GPZi,-20.66,-5.03,-6.67,16.7,11.95,"Year: 2073
Mean change: -5%
SD: ±11.9%"
2073,ssp585,GPZii,-19.33,-2.98,-5.29,18.1,10.48,"Year: 2073
Mean change: -3%
SD: ±10.5%"
2073,ssp585,GPZiii,-62.34,-16.72,-7.49,1.63,18.88,"Year: 2073
Mean change: -16.7%
SD: ±18.9%"
2073,ssp585,KRZ,-34.62,1.38,-5.24,46.5,23.02,"Year: 2073
Mean change: 1.4%
SD: ±23%"
2073,ssp585,SOSS,-30.84,1.02,2.11,37.03,18.74,"Year: 2073
Mean change: 1%
SD: ±18.7%"
2073,ssp585,SRZ,-50.62,-10.12,-13.32,35.65,27.45,"Year: 2073
Mean change: -10.1%
SD: ±27.4%"
2074,ssp126,GPZi,-26.1,-9.53,-10.35,13.35,10.29,"Year: 2074
Mean change: -9.5%
SD: ±10.3%"
2074,ssp126,GPZii,-8.55,-0.44,-1.45,9.48,6.93,"Year: 2074
Mean change: -0.4%
SD: ±6.9%"
2074,ssp126,GPZiii,-66.31,-22.81,-18.44,-4.54,18.04,"Year: 2074
Mean change: -22.8%
SD: ±18%"
2074,ssp126,KRZ,-37,-11.48,-10.87,9.98,12.53,"Year: 2074
Mean change: -11.5%
SD: ±12.5%"
2074,ssp126,SOSS,-24.69,2.67,0.41,40.67,23.07,"Year: 2074
Mean change: 2.7%
SD: ±23.1%"
2074,ssp126,SRZ,-26.62,2.35,2.59,39.69,18.01,"Year: 2074
Mean change: 2.4%
SD: ±18%"
2074,ssp585,GPZi,-20.64,-1.46,-2.84,13.73,12.09,"Year: 2074
Mean change: -1.5%
SD: ±12.1%"
2074,ssp585,GPZii,-20.26,-5.01,-6.74,17.61,12.7,"Year: 2074
Mean change: -5%
SD: ±12.7%"
2074,ssp585,GPZiii,-62.71,-12.25,-4.83,6.78,21.43,"Year: 2074
Mean change: -12.2%
SD: ±21.4%"
2074,ssp585,KRZ,-34.62,0.31,2.64,20.16,15.31,"Year: 2074
Mean change: 0.3%
SD: ±15.3%"
2074,ssp585,SOSS,-30.3,-7.68,-7.03,15.44,15.34,"Year: 2074
Mean change: -7.7%
SD: ±15.3%"
2074,ssp585,SRZ,-23.56,4.22,1.89,27.2,15.82,"Year: 2074
Mean change: 4.2%
SD: ±15.8%"
2075,ssp126,GPZi,-25.9,-6.76,-8.2,23.37,13.15,"Year: 2075
Mean change: -6.8%
SD: ±13.2%"
2075,ssp126,GPZii,-7.75,-1.13,-1.51,6.57,6.06,"Year: 2075
Mean change: -1.1%
SD: ±6.1%"
2075,ssp126,GPZiii,-66.46,-13.29,-13.68,34.68,26.83,"Year: 2075
Mean change: -13.3%
SD: ±26.8%"
2075,ssp126,KRZ,-37.16,-11.02,-8.61,3.2,11.39,"Year: 2075
Mean change: -11%
SD: ±11.4%"
2075,ssp126,SOSS,-24.42,-8.35,-5.98,7.65,10.44,"Year: 2075
Mean change: -8.3%
SD: ±10.4%"
2075,ssp126,SRZ,-26.68,3.9,3.31,42.36,19.59,"Year: 2075
Mean change: 3.9%
SD: ±19.6%"
2075,ssp585,GPZi,-20.59,-0.15,-1.64,15.03,12.59,"Year: 2075
Mean change: -0.1%
SD: ±12.6%"
2075,ssp585,GPZii,-21.59,-6.47,-4.8,8.12,8.56,"Year: 2075
Mean change: -6.5%
SD: ±8.6%"
2075,ssp585,GPZiii,-63.07,-13.84,-8.83,16.35,22.04,"Year: 2075
Mean change: -13.8%
SD: ±22%"
2075,ssp585,KRZ,-34.75,-0.93,-0.7,23.47,16.11,"Year: 2075
Mean change: -0.9%
SD: ±16.1%"
2075,ssp585,SOSS,-30.04,5.7,6.42,39.13,20.39,"Year: 2075
Mean change: 5.7%
SD: ±20.4%"
2075,ssp585,SRZ,-23.71,1.8,2.51,21.23,13.63,"Year: 2075
Mean change: 1.8%
SD: ±13.6%"
2076,ssp126,GPZi,-25.41,-7.57,-8.69,18.31,12.23,"Year: 2076
Mean change: -7.6%
SD: ±12.2%"
2076,ssp126,GPZii,-12.35,-1.72,-5.04,7.79,7.56,"Year: 2076
Mean change: -1.7%
SD: ±7.6%"
2076,ssp126,GPZiii,-66.5,-21.77,-17.23,-6.13,17.49,"Year: 2076
Mean change: -21.8%
SD: ±17.5%"
2076,ssp126,KRZ,-37.19,-12.09,-10.05,4.79,10.99,"Year: 2076
Mean change: -12.1%
SD: ±11%"
2076,ssp126,SOSS,-26.97,-2.94,-5.05,28.11,19.11,"Year: 2076
Mean change: -2.9%
SD: ±19.1%"
2076,ssp126,SRZ,-26.5,-1.11,-5.64,29.99,16.57,"Year: 2076
Mean change: -1.1%
SD: ±16.6%"
2076,ssp585,GPZi,-20.52,-2.91,-5.63,12.97,11.53,"Year: 2076
Mean change: -2.9%
SD: ±11.5%"
2076,ssp585,GPZii,-22.63,-7.56,-6.06,13.13,9.94,"Year: 2076
Mean change: -7.6%
SD: ±9.9%"
2076,ssp585,GPZiii,-63.4,-15.5,-10.12,10.89,21.14,"Year: 2076
Mean change: -15.5%
SD: ±21.1%"
2076,ssp585,KRZ,-34.94,0.69,5.28,20.72,15.51,"Year: 2076
Mean change: 0.7%
SD: ±15.5%"
2076,ssp585,SOSS,-29.64,-4.19,-1.15,23.59,18.18,"Year: 2076
Mean change: -4.2%
SD: ±18.2%"
2076,ssp585,SRZ,-26.39,-0.53,-0.25,37.71,20.5,"Year: 2076
Mean change: -0.5%
SD: ±20.5%"
2077,ssp126,GPZi,-24.69,-5.88,-6.44,8.3,10.59,"Year: 2077
Mean change: -5.9%
SD: ±10.6%"
2077,ssp126,GPZii,-11.11,-0.61,-3.09,13.04,8.79,"Year: 2077
Mean change: -0.6%
SD: ±8.8%"
2077,ssp126,GPZiii,-66.46,-11.18,-4.12,20.64,23.38,"Year: 2077
Mean change: -11.2%
SD: ±23.4%"
2077,ssp126,KRZ,-37.01,-11.99,-10.97,2.83,10.03,"Year: 2077
Mean change: -12%
SD: ±10%"
2077,ssp126,SOSS,-24.76,-8.79,-8.28,14.92,13.03,"Year: 2077
Mean change: -8.8%
SD: ±13%"
2077,ssp126,SRZ,-26.16,1.06,2.62,20.95,17.89,"Year: 2077
Mean change: 1.1%
SD: ±17.9%"
2077,ssp585,GPZi,-20.48,-3.92,-4.62,8.92,9.35,"Year: 2077
Mean change: -3.9%
SD: ±9.3%"
2077,ssp585,GPZii,-23.25,-5.8,-6.38,10.01,10.1,"Year: 2077
Mean change: -5.8%
SD: ±10.1%"
2077,ssp585,GPZiii,-63.73,-14.65,-10.22,2.34,19.92,"Year: 2077
Mean change: -14.7%
SD: ±19.9%"
2077,ssp585,KRZ,-35.22,-0.92,4.28,15.77,14.23,"Year: 2077
Mean change: -0.9%
SD: ±14.2%"
2077,ssp585,SOSS,-29.39,4.18,3.66,30.65,20.06,"Year: 2077
Mean change: 4.2%
SD: ±20.1%"
2077,ssp585,SRZ,-23.7,1.16,2.69,23.65,15.57,"Year: 2077
Mean change: 1.2%
SD: ±15.6%"
2078,ssp126,GPZi,-24.08,-6.21,-4.73,14.73,10.97,"Year: 2078
Mean change: -6.2%
SD: ±11%"
2078,ssp126,GPZii,-10.31,-1.74,-4.35,9.16,6.87,"Year: 2078
Mean change: -1.7%
SD: ±6.9%"
2078,ssp126,GPZiii,-66.36,-12.39,-6.78,27.84,26.75,"Year: 2078
Mean change: -12.4%
SD: ±26.8%"
2078,ssp126,KRZ,-36.61,-3.49,-7.69,23.97,17.5,"Year: 2078
Mean change: -3.5%
SD: ±17.5%"
2078,ssp126,SOSS,-23.03,-3.62,-4.5,40.11,18.99,"Year: 2078
Mean change: -3.6%
SD: ±19%"
2078,ssp126,SRZ,-28.23,-4.67,-9.99,32.91,21.97,"Year: 2078
Mean change: -4.7%
SD: ±22%"
2078,ssp585,GPZi,-20.41,-0.24,-1.46,23.52,13.98,"Year: 2078
Mean change: -0.2%
SD: ±14%"
2078,ssp585,GPZii,-23.27,-7.54,-10.02,7.57,8.33,"Year: 2078
Mean change: -7.5%
SD: ±8.3%"
2078,ssp585,GPZiii,-64.08,-13.38,-7.94,22.99,23.96,"Year: 2078
Mean change: -13.4%
SD: ±24%"
2078,ssp585,KRZ,-35.7,0.17,2.83,18.22,15.73,"Year: 2078
Mean change: 0.2%
SD: ±15.7%"
2078,ssp585,SOSS,-38.33,-8.58,-5.38,37.05,22.42,"Year: 2078
Mean change: -8.6%
SD: ±22.4%"
2078,ssp585,SRZ,-33.73,9.69,13.51,57.92,28.62,"Year: 2078
Mean change: 9.7%
SD: ±28.6%"
2079,ssp126,GPZi,-23.48,-6.03,-5.27,13.41,10.8,"Year: 2079
Mean change: -6%
SD: ±10.8%"
2079,ssp126,GPZii,-16.52,-5.86,-5.63,3.76,6.27,"Year: 2079
Mean change: -5.9%
SD: ±6.3%"
2079,ssp126,GPZiii,-66.07,-15.38,-5.01,8.73,23.22,"Year: 2079
Mean change: -15.4%
SD: ±23.2%"
2079,ssp126,KRZ,-35.87,-8.73,-6.79,9.33,11.65,"Year: 2079
Mean change: -8.7%
SD: ±11.7%"
2079,ssp126,SOSS,-28.18,-6.8,-4.07,16.08,15.32,"Year: 2079
Mean change: -6.8%
SD: ±15.3%"
2079,ssp126,SRZ,-32.05,-6.8,-15.29,22.87,20.55,"Year: 2079
Mean change: -6.8%
SD: ±20.6%"
2079,ssp585,GPZi,-20.42,-0.41,-0.61,19.84,13.61,"Year: 2079
Mean change: -0.4%
SD: ±13.6%"
2079,ssp585,GPZii,-22.81,-6.82,-8.73,16.43,10.51,"Year: 2079
Mean change: -6.8%
SD: ±10.5%"
2079,ssp585,GPZiii,-64.41,-13.96,-7.85,20.7,25.66,"Year: 2079
Mean change: -14%
SD: ±25.7%"
2079,ssp585,KRZ,-36.08,0.46,2.43,30.24,17.72,"Year: 2079
Mean change: 0.5%
SD: ±17.7%"
2079,ssp585,SOSS,-29.76,-0.95,0.89,28.76,17.99,"Year: 2079
Mean change: -0.9%
SD: ±18%"
2079,ssp585,SRZ,-22.9,11.21,12.72,49.77,22.43,"Year: 2079
Mean change: 11.2%
SD: ±22.4%"
2080,ssp126,GPZi,-22.75,-2.72,-2.39,15.34,11.91,"Year: 2080
Mean change: -2.7%
SD: ±11.9%"
2080,ssp126,GPZii,-17.15,-7.11,-7.26,3.1,7.67,"Year: 2080
Mean change: -7.1%
SD: ±7.7%"
2080,ssp126,GPZiii,-65.74,-20.88,-16.52,0.09,19.83,"Year: 2080
Mean change: -20.9%
SD: ±19.8%"
2080,ssp126,KRZ,-34.93,-5.81,-3.58,17.05,15.85,"Year: 2080
Mean change: -5.8%
SD: ±15.8%"
2080,ssp126,SOSS,-32.13,-9.73,-8.67,7.34,14.12,"Year: 2080
Mean change: -9.7%
SD: ±14.1%"
2080,ssp126,SRZ,-25.15,11.76,13.37,44.04,22.74,"Year: 2080
Mean change: 11.8%
SD: ±22.7%"
2080,ssp585,GPZi,-20.49,-2.79,-1.24,11.92,10.08,"Year: 2080
Mean change: -2.8%
SD: ±10.1%"
2080,ssp585,GPZii,-22.33,-8.56,-10.22,15.54,10.88,"Year: 2080
Mean change: -8.6%
SD: ±10.9%"
2080,ssp585,GPZiii,-64.7,-13.76,-6.32,18.79,24.9,"Year: 2080
Mean change: -13.8%
SD: ±24.9%"
2080,ssp585,KRZ,-36.23,-2,-1.4,19.79,15.65,"Year: 2080
Mean change: -2%
SD: ±15.7%"
2080,ssp585,SOSS,-30.49,-2.53,-0.36,34.77,21.29,"Year: 2080
Mean change: -2.5%
SD: ±21.3%"
2080,ssp585,SRZ,-22.41,8.36,11.38,31.89,16.25,"Year: 2080
Mean change: 8.4%
SD: ±16.2%"
2081,ssp126,GPZi,-21.99,-4.36,-4.16,18.89,13.31,"Year: 2081
Mean change: -4.4%
SD: ±13.3%"
2081,ssp126,GPZii,-14.93,-2.43,-1.59,10.42,8.88,"Year: 2081
Mean change: -2.4%
SD: ±8.9%"
2081,ssp126,GPZiii,-65.43,-15.47,-10.25,13.22,21.78,"Year: 2081
Mean change: -15.5%
SD: ±21.8%"
2081,ssp126,KRZ,-33.9,-2.53,-1.63,16.53,15.71,"Year: 2081
Mean change: -2.5%
SD: ±15.7%"
2081,ssp126,SOSS,-26.27,0.16,-3.23,44.96,25.26,"Year: 2081
Mean change: 0.2%
SD: ±25.3%"
2081,ssp126,SRZ,-29.86,-0.42,-4.14,41.77,24.06,"Year: 2081
Mean change: -0.4%
SD: ±24.1%"
2081,ssp585,GPZi,-20.43,-0.99,0.15,15.68,12.53,"Year: 2081
Mean change: -1%
SD: ±12.5%"
2081,ssp585,GPZii,-22.48,-4.48,-6.94,20.57,12.14,"Year: 2081
Mean change: -4.5%
SD: ±12.1%"
2081,ssp585,GPZiii,-64.98,-17.65,-13.83,3.54,21.74,"Year: 2081
Mean change: -17.6%
SD: ±21.7%"
2081,ssp585,KRZ,-36.54,-4.09,-5.13,13.62,14.81,"Year: 2081
Mean change: -4.1%
SD: ±14.8%"
2081,ssp585,SOSS,-31.13,6.34,2.26,42.66,25.19,"Year: 2081
Mean change: 6.3%
SD: ±25.2%"
2081,ssp585,SRZ,-21.81,20.17,12.71,65.14,29.98,"Year: 2081
Mean change: 20.2%
SD: ±30%"
2082,ssp126,GPZi,-21.85,-6.18,-5.92,16.36,12.56,"Year: 2082
Mean change: -6.2%
SD: ±12.6%"
2082,ssp126,GPZii,-20.25,-9.51,-12.79,7.25,9.38,"Year: 2082
Mean change: -9.5%
SD: ±9.4%"
2082,ssp126,GPZiii,-65.07,-11.32,-4.75,19.28,24.06,"Year: 2082
Mean change: -11.3%
SD: ±24.1%"
2082,ssp126,KRZ,-32.84,-1.7,0.91,14.57,14.34,"Year: 2082
Mean change: -1.7%
SD: ±14.3%"
2082,ssp126,SOSS,-23.48,-9.58,-11.88,6.38,9.79,"Year: 2082
Mean change: -9.6%
SD: ±9.8%"
2082,ssp126,SRZ,-24.82,5.83,1.62,56.35,28.57,"Year: 2082
Mean change: 5.8%
SD: ±28.6%"
2082,ssp585,GPZi,-20.19,0.33,2.88,20.04,13.25,"Year: 2082
Mean change: 0.3%
SD: ±13.2%"
2082,ssp585,GPZii,-22.58,-4.45,-4.68,20.54,12.91,"Year: 2082
Mean change: -4.4%
SD: ±12.9%"
2082,ssp585,GPZiii,-65.28,-17.71,-10.92,4.69,21.59,"Year: 2082
Mean change: -17.7%
SD: ±21.6%"
2082,ssp585,KRZ,-36.69,-0.6,-0.66,21.4,18.15,"Year: 2082
Mean change: -0.6%
SD: ±18.1%"
2082,ssp585,SOSS,-31.4,6.54,4.33,50.55,24.87,"Year: 2082
Mean change: 6.5%
SD: ±24.9%"
2082,ssp585,SRZ,-21.15,15.98,14.42,78.86,28.85,"Year: 2082
Mean change: 16%
SD: ±28.9%"
2083,ssp126,GPZi,-22.13,-3.04,-0.57,17.9,12.55,"Year: 2083
Mean change: -3%
SD: ±12.6%"
2083,ssp126,GPZii,-18.95,-7.58,-8.82,5.4,8.9,"Year: 2083
Mean change: -7.6%
SD: ±8.9%"
2083,ssp126,GPZiii,-64.63,-15.45,-10.86,13.06,21.74,"Year: 2083
Mean change: -15.4%
SD: ±21.7%"
2083,ssp126,KRZ,-31.93,-6.79,-7.74,7.88,12.45,"Year: 2083
Mean change: -6.8%
SD: ±12.4%"
2083,ssp126,SOSS,-23.94,10.97,0.77,52.88,24.89,"Year: 2083
Mean change: 11%
SD: ±24.9%"
2083,ssp126,SRZ,-25.1,4.71,-2.99,60.63,26.03,"Year: 2083
Mean change: 4.7%
SD: ±26%"
2083,ssp585,GPZi,-20.12,0.16,0.83,19.41,12.59,"Year: 2083
Mean change: 0.2%
SD: ±12.6%"
2083,ssp585,GPZii,-22.35,-6.26,-6.18,15.45,9.67,"Year: 2083
Mean change: -6.3%
SD: ±9.7%"
2083,ssp585,GPZiii,-65.61,-15.27,-7.94,20.53,25.54,"Year: 2083
Mean change: -15.3%
SD: ±25.5%"
2083,ssp585,KRZ,-36.6,-2.51,-0.4,18.71,15.35,"Year: 2083
Mean change: -2.5%
SD: ±15.3%"
2083,ssp585,SOSS,-31.11,-1.47,4.44,12.46,14.85,"Year: 2083
Mean change: -1.5%
SD: ±14.8%"
2083,ssp585,SRZ,-20.92,21.79,20.97,93.48,33.23,"Year: 2083
Mean change: 21.8%
SD: ±33.2%"
2084,ssp126,GPZi,-20.88,-2,-0.29,12.74,10.88,"Year: 2084
Mean change: -2%
SD: ±10.9%"
2084,ssp126,GPZii,-26.72,-3.88,-4.57,15.18,13.91,"Year: 2084
Mean change: -3.9%
SD: ±13.9%"
2084,ssp126,GPZiii,-64.25,-17.27,-13.34,0.31,19.71,"Year: 2084
Mean change: -17.3%
SD: ±19.7%"
2084,ssp126,KRZ,-31.32,-4.33,-1.74,8.02,11.61,"Year: 2084
Mean change: -4.3%
SD: ±11.6%"
2084,ssp126,SOSS,-24.8,2.8,1.28,33.78,16.05,"Year: 2084
Mean change: 2.8%
SD: ±16%"
2084,ssp126,SRZ,-25.54,15.92,16.12,63.29,28.1,"Year: 2084
Mean change: 15.9%
SD: ±28.1%"
2084,ssp585,GPZi,-20.39,1.75,4.13,22.03,13.54,"Year: 2084
Mean change: 1.8%
SD: ±13.5%"
2084,ssp585,GPZii,-22.31,-5.32,-6.52,22.81,11.97,"Year: 2084
Mean change: -5.3%
SD: ±12%"
2084,ssp585,GPZiii,-65.93,-21.92,-19.09,1.61,19.16,"Year: 2084
Mean change: -21.9%
SD: ±19.2%"
2084,ssp585,KRZ,-36.35,2.41,1.93,27.17,18.07,"Year: 2084
Mean change: 2.4%
SD: ±18.1%"
2084,ssp585,SOSS,-31.15,-7.46,-4.38,19.83,17.61,"Year: 2084
Mean change: -7.5%
SD: ±17.6%"
2084,ssp585,SRZ,-21.19,19.91,15.93,78.52,28.39,"Year: 2084
Mean change: 19.9%
SD: ±28.4%"
2085,ssp126,GPZi,-21.75,-11.28,-12.08,2.26,8.53,"Year: 2085
Mean change: -11.3%
SD: ±8.5%"
2085,ssp126,GPZii,-23.04,2.79,1.19,30.83,17.11,"Year: 2085
Mean change: 2.8%
SD: ±17.1%"
2085,ssp126,GPZiii,-64.01,-22.77,-19.14,-1.41,17.12,"Year: 2085
Mean change: -22.8%
SD: ±17.1%"
2085,ssp126,KRZ,-30.91,-2.42,-5.13,16.87,14.3,"Year: 2085
Mean change: -2.4%
SD: ±14.3%"
2085,ssp126,SOSS,-25.65,-5.6,-1.39,3.21,10.84,"Year: 2085
Mean change: -5.6%
SD: ±10.8%"
2085,ssp126,SRZ,-58.25,-14.91,-20.47,63.2,34.05,"Year: 2085
Mean change: -14.9%
SD: ±34%"
2085,ssp585,GPZi,-20.89,-0.28,-1.64,22.49,12.9,"Year: 2085
Mean change: -0.3%
SD: ±12.9%"
2085,ssp585,GPZii,-22.28,-6.73,-7.66,5.78,8.07,"Year: 2085
Mean change: -6.7%
SD: ±8.1%"
2085,ssp585,GPZiii,-66.27,-18.2,-10.76,15,23.14,"Year: 2085
Mean change: -18.2%
SD: ±23.1%"
2085,ssp585,KRZ,-36.11,-2.99,-3.16,14.66,14.23,"Year: 2085
Mean change: -3%
SD: ±14.2%"
2085,ssp585,SOSS,-30.87,-2.71,-0.09,18.16,14.7,"Year: 2085
Mean change: -2.7%
SD: ±14.7%"
2085,ssp585,SRZ,-21.78,12.79,11.72,59.32,22.45,"Year: 2085
Mean change: 12.8%
SD: ±22.4%"
2086,ssp126,GPZi,-20.9,-5.95,-8.19,13.71,11.91,"Year: 2086
Mean change: -6%
SD: ±11.9%"
2086,ssp126,GPZii,-16.29,-1.65,-2.29,12.58,10.38,"Year: 2086
Mean change: -1.6%
SD: ±10.4%"
2086,ssp126,GPZiii,-63.81,-9.89,-9.51,36.99,29.41,"Year: 2086
Mean change: -9.9%
SD: ±29.4%"
2086,ssp126,KRZ,-30.49,-6.56,-7.05,21.45,15.03,"Year: 2086
Mean change: -6.6%
SD: ±15%"
2086,ssp126,SOSS,-26.67,-9.47,-7.71,5.25,11.23,"Year: 2086
Mean change: -9.5%
SD: ±11.2%"
2086,ssp126,SRZ,-27.07,-0.51,-7.49,35.99,21.31,"Year: 2086
Mean change: -0.5%
SD: ±21.3%"
2086,ssp585,GPZi,-21.55,0.72,-1.63,29.85,15.94,"Year: 2086
Mean change: 0.7%
SD: ±15.9%"
2086,ssp585,GPZii,-22.06,-6.3,-7.54,15.69,10.13,"Year: 2086
Mean change: -6.3%
SD: ±10.1%"
2086,ssp585,GPZiii,-66.6,-18.91,-12.65,0.79,20.52,"Year: 2086
Mean change: -18.9%
SD: ±20.5%"
2086,ssp585,KRZ,-35.84,2.75,1.51,47.15,21.78,"Year: 2086
Mean change: 2.8%
SD: ±21.8%"
2086,ssp585,SOSS,-31.09,0.69,3.87,20.99,16.32,"Year: 2086
Mean change: 0.7%
SD: ±16.3%"
2086,ssp585,SRZ,-22.51,14.66,9.16,64.66,28.4,"Year: 2086
Mean change: 14.7%
SD: ±28.4%"
2087,ssp126,GPZi,-21.13,-6.58,-4.85,9.08,11.03,"Year: 2087
Mean change: -6.6%
SD: ±11%"
2087,ssp126,GPZii,-14.79,-1.19,0.29,14.88,9.58,"Year: 2087
Mean change: -1.2%
SD: ±9.6%"
2087,ssp126,GPZiii,-63.62,-16.84,-15.6,9.34,21,"Year: 2087
Mean change: -16.8%
SD: ±21%"
2087,ssp126,KRZ,-30.19,-5.1,-4.44,17.75,12.32,"Year: 2087
Mean change: -5.1%
SD: ±12.3%"
2087,ssp126,SOSS,-27.78,-12.16,-14.46,7.12,12.5,"Year: 2087
Mean change: -12.2%
SD: ±12.5%"
2087,ssp126,SRZ,-53.11,-10.29,-15.61,36.31,28.07,"Year: 2087
Mean change: -10.3%
SD: ±28.1%"
2087,ssp585,GPZi,-22.33,-0.28,-0.38,19.2,14.44,"Year: 2087
Mean change: -0.3%
SD: ±14.4%"
2087,ssp585,GPZii,-22.09,-9.41,-10.29,12.35,9.53,"Year: 2087
Mean change: -9.4%
SD: ±9.5%"
2087,ssp585,GPZiii,-66.89,-12.21,-12.46,36.88,30.76,"Year: 2087
Mean change: -12.2%
SD: ±30.8%"
2087,ssp585,KRZ,-35.59,-8.48,-7.31,13.8,16.8,"Year: 2087
Mean change: -8.5%
SD: ±16.8%"
2087,ssp585,SOSS,-31.41,-6.49,-2.15,14.7,15.64,"Year: 2087
Mean change: -6.5%
SD: ±15.6%"
2087,ssp585,SRZ,-23.53,13.75,11.44,58.42,24.62,"Year: 2087
Mean change: 13.8%
SD: ±24.6%"
2088,ssp126,GPZi,-21.58,-8.6,-8.73,4.12,8.45,"Year: 2088
Mean change: -8.6%
SD: ±8.4%"
2088,ssp126,GPZii,-14.49,-3.65,-5.74,21.22,9.87,"Year: 2088
Mean change: -3.6%
SD: ±9.9%"
2088,ssp126,GPZiii,-63.45,-16.14,-13.69,12.05,22.12,"Year: 2088
Mean change: -16.1%
SD: ±22.1%"
2088,ssp126,KRZ,-30.29,-6.92,-7.43,16.31,12.65,"Year: 2088
Mean change: -6.9%
SD: ±12.7%"
2088,ssp126,SOSS,-29,-12.11,-10.23,0.13,10.48,"Year: 2088
Mean change: -12.1%
SD: ±10.5%"
2088,ssp126,SRZ,-28.55,-2.84,-0.41,12.98,12.44,"Year: 2088
Mean change: -2.8%
SD: ±12.4%"
2088,ssp585,GPZi,-23.07,0.83,-0.12,24.22,15.01,"Year: 2088
Mean change: 0.8%
SD: ±15%"
2088,ssp585,GPZii,-22.62,-9.42,-12.07,14.08,11.21,"Year: 2088
Mean change: -9.4%
SD: ±11.2%"
2088,ssp585,GPZiii,-67.14,-18.17,-13.33,6.22,22.41,"Year: 2088
Mean change: -18.2%
SD: ±22.4%"
2088,ssp585,KRZ,-35.33,4.37,0.58,39.07,22.73,"Year: 2088
Mean change: 4.4%
SD: ±22.7%"
2088,ssp585,SOSS,-31.83,-2.52,1.79,18.46,16.23,"Year: 2088
Mean change: -2.5%
SD: ±16.2%"
2088,ssp585,SRZ,-24.63,12.43,11.88,49.23,23.03,"Year: 2088
Mean change: 12.4%
SD: ±23%"
2089,ssp126,GPZi,-27.51,-10.72,-8.47,5.7,12.04,"Year: 2089
Mean change: -10.7%
SD: ±12%"
2089,ssp126,GPZii,-15.39,-1.12,-1.9,16.14,10.04,"Year: 2089
Mean change: -1.1%
SD: ±10%"
2089,ssp126,GPZiii,-63.36,-21.23,-17.45,-0.53,18.44,"Year: 2089
Mean change: -21.2%
SD: ±18.4%"
2089,ssp126,KRZ,-30.68,-6.8,-8.09,18.75,13.56,"Year: 2089
Mean change: -6.8%
SD: ±13.6%"
2089,ssp126,SOSS,-44.1,-16.85,-11.95,-0.78,14.41,"Year: 2089
Mean change: -16.9%
SD: ±14.4%"
2089,ssp126,SRZ,-45.02,-13.28,-12.76,25.89,20.95,"Year: 2089
Mean change: -13.3%
SD: ±21%"
2089,ssp585,GPZi,-23.57,4.61,-1.81,50.81,22.07,"Year: 2089
Mean change: 4.6%
SD: ±22.1%"
2089,ssp585,GPZii,-26.64,-14.25,-14.19,3.5,9.43,"Year: 2089
Mean change: -14.2%
SD: ±9.4%"
2089,ssp585,GPZiii,-67.24,-3.18,-9.9,62.24,40.29,"Year: 2089
Mean change: -3.2%
SD: ±40.3%"
2089,ssp585,KRZ,-34.96,2.98,1,27.87,18.96,"Year: 2089
Mean change: 3%
SD: ±19%"
2089,ssp585,SOSS,-33.44,-14.45,-16.98,5.32,14.11,"Year: 2089
Mean change: -14.4%
SD: ±14.1%"
2089,ssp585,SRZ,-25.62,16.25,23.98,59.03,31.23,"Year: 2089
Mean change: 16.2%
SD: ±31.2%"
2090,ssp126,GPZi,-23.67,-9.55,-11.48,10.98,12.49,"Year: 2090
Mean change: -9.6%
SD: ±12.5%"
2090,ssp126,GPZii,-16.8,-0.76,-1.3,25.26,12.21,"Year: 2090
Mean change: -0.8%
SD: ±12.2%"
