rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
155706,36.5,-43.5,2091-2100,ssp585,-38.3,-15.13,-13.88,1.73,13.95,Prince Edward Island,NA
156402,37.5,-49.5,2091-2100,ssp585,-40.55,-15.25,-17.25,7.71,16.45,Prince Edward Island,NA
156406,37.5,-48.5,2091-2100,ssp585,-43.35,-17.18,-15.02,0.54,14.74,Prince Edward Island,NA
156410,37.5,-47.5,2091-2100,ssp585,-44.42,-16.46,-15.73,4.69,16.25,Prince Edward Island,NA
156414,37.5,-46.5,2091-2100,ssp585,-42.73,-16.25,-16.34,3.49,16.33,Prince Edward Island,NA
156418,37.5,-45.5,2091-2100,ssp585,-40.5,-15.1,-15.86,2.13,15.13,Prince Edward Island,NA
156422,37.5,-44.5,2091-2100,ssp585,-38.89,-11.81,-13.3,9.17,16.43,Prince Edward Island,NA
156426,37.5,-43.5,2091-2100,ssp585,-38.09,-14.77,-14.63,2.2,13.93,Prince Edward Island,NA
157122,38.5,-49.5,2091-2100,ssp585,-39.08,-15.51,-17.15,6.46,15.27,Prince Edward Island,NA
157126,38.5,-48.5,2091-2100,ssp585,-42.02,-16.52,-15.75,1.63,15.14,Prince Edward Island,NA
157130,38.5,-47.5,2091-2100,ssp585,-43.59,-18.22,-17.17,1.04,15.12,Prince Edward Island,NA
157134,38.5,-46.5,2091-2100,ssp585,-41.51,-17.22,-17.09,2.9,15.64,Prince Edward Island,NA
157138,38.5,-45.5,2091-2100,ssp585,-41.44,-16.79,-18.41,7.4,16.07,Prince Edward Island,NA
157142,38.5,-44.5,2091-2100,ssp585,-36.95,-12.7,-13.97,5.28,14.86,Prince Edward Island,NA
157146,38.5,-43.5,2091-2100,ssp585,-39.07,-14.77,-14.94,3,14.25,Prince Edward Island,NA
157842,39.5,-49.5,2091-2100,ssp585,-36.18,-15.47,-16.76,2.97,13.79,Prince Edward Island,NA
157846,39.5,-48.5,2091-2100,ssp585,-39.27,-16.71,-16.37,1.64,14.03,Prince Edward Island,NA
157850,39.5,-47.5,2091-2100,ssp585,-41.91,-17.28,-18.26,6.39,16.34,Prince Edward Island,NA
157854,39.5,-46.5,2091-2100,ssp585,-41.22,-16.88,-17.63,1.33,15.4,Prince Edward Island,NA
157858,39.5,-45.5,2091-2100,ssp585,-43.1,-17.39,-19.57,12.37,16.92,Prince Edward Island,NA
157862,39.5,-44.5,2091-2100,ssp585,-34.32,-12.62,-14.39,14.63,15.74,Prince Edward Island,NA
157866,39.5,-43.5,2091-2100,ssp585,-41.32,-14.18,-15.16,10.77,16.11,Prince Edward Island,NA
158562,40.5,-49.5,2091-2100,ssp585,-36.36,-14.62,-16.75,6.17,14.76,Prince Edward Island,NA
158566,40.5,-48.5,2091-2100,ssp585,-38.51,-16.75,-17.1,0.4,14.21,Prince Edward Island,NA
158570,40.5,-47.5,2091-2100,ssp585,-41.64,-18.13,-17.86,0.62,15.16,Prince Edward Island,NA
158574,40.5,-46.5,2091-2100,ssp585,-40.56,-16.24,-17.68,4.2,15.64,Prince Edward Island,NA
158578,40.5,-45.5,2091-2100,ssp585,-42.01,-16.76,-19.47,13.45,16.64,Prince Edward Island,NA
158582,40.5,-44.5,2091-2100,ssp585,-35.35,-14.87,-16.47,15.29,15.83,Prince Edward Island,NA
159286,41.5,-48.5,2091-2100,ssp585,-39.69,-16.71,-17.81,4.77,15.54,Prince Edward Island,NA
159290,41.5,-47.5,2091-2100,ssp585,-41.47,-18.02,-17.93,0.58,15.12,Prince Edward Island,NA
159294,41.5,-46.5,2091-2100,ssp585,-38.1,-15.6,-17.08,8.95,15.49,Prince Edward Island,NA
159298,41.5,-45.5,2091-2100,ssp585,-40.18,-16.73,-18.1,11.18,15.78,Prince Edward Island,NA
159302,41.5,-44.5,2091-2100,ssp585,-37.93,-17.09,-19.02,6.84,15.01,Prince Edward Island,NA
160010,42.5,-47.5,2091-2100,ssp585,-41.01,-18.02,-18.15,0.82,14.89,Prince Edward Island,NA
160014,42.5,-46.5,2091-2100,ssp585,-38.43,-15.31,-16.67,4.89,15.51,Prince Edward Island,NA
160018,42.5,-45.5,2091-2100,ssp585,-38.47,-15.97,-18.52,8.65,15.82,Prince Edward Island,NA
