rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name
152004,31.5,-69.5,2041-2050,ssp585,-7.64,3.83,7.09,12.04,10.24,"Indian Ocean, Antarctic"
152008,31.5,-68.5,2041-2050,ssp585,-16.02,4.16,-0.72,41.21,17.38,"Indian Ocean, Antarctic"
152012,31.5,-67.5,2041-2050,ssp585,-7.62,6.35,5.27,28.67,11.43,"Indian Ocean, Antarctic"
152016,31.5,-66.5,2041-2050,ssp585,-17.84,7.67,5.48,29.69,15.25,"Indian Ocean, Antarctic"
152020,31.5,-65.5,2041-2050,ssp585,-15.89,7.51,3.56,37.63,16.98,"Indian Ocean, Antarctic"
152024,31.5,-64.5,2041-2050,ssp585,-11.59,5.8,3.99,37.32,14.86,"Indian Ocean, Antarctic"
152028,31.5,-63.5,2041-2050,ssp585,-20.55,4.36,8.81,18.85,13.74,"Indian Ocean, Antarctic"
152032,31.5,-62.5,2041-2050,ssp585,-11.42,8.6,10.1,32.65,13.6,"Indian Ocean, Antarctic"
152036,31.5,-61.5,2041-2050,ssp585,-15.21,8.65,9.91,33,13.36,"Indian Ocean, Antarctic"
152040,31.5,-60.5,2041-2050,ssp585,-13.29,6.18,4.38,29.94,11.43,"Indian Ocean, Antarctic"
152044,31.5,-59.5,2041-2050,ssp585,-11.97,4.15,1.6,39.34,14.01,"Indian Ocean, Antarctic"
152048,31.5,-58.5,2041-2050,ssp585,-22.23,-2.72,-3.9,19.59,11.37,"Indian Ocean, Antarctic"
152052,31.5,-57.5,2041-2050,ssp585,-23.69,-5.22,-4.33,8.63,9.36,"Indian Ocean, Antarctic"
152056,31.5,-56.5,2041-2050,ssp585,-20.04,-5.67,-6.31,8.71,8.68,"Indian Ocean, Antarctic"
152060,31.5,-55.5,2041-2050,ssp585,-18.51,-4.74,-5.95,8.7,8.36,"Indian Ocean, Antarctic"
152064,31.5,-54.5,2041-2050,ssp585,-17.56,-4.82,-5.04,8.16,6.65,"Indian Ocean, Antarctic"
152068,31.5,-53.5,2041-2050,ssp585,-17.19,-4.51,-4.06,7.3,5.9,"Indian Ocean, Antarctic"
152072,31.5,-52.5,2041-2050,ssp585,-17.75,-3.72,-2.85,6.39,6.06,"Indian Ocean, Antarctic"
152076,31.5,-51.5,2041-2050,ssp585,-17.97,-3.57,-3.07,5.66,6.24,"Indian Ocean, Antarctic"
152080,31.5,-50.5,2041-2050,ssp585,-18.28,-5.03,-4.45,5.1,6.54,"Indian Ocean, Antarctic"
152084,31.5,-49.5,2041-2050,ssp585,-18.24,-6.4,-5.07,5.73,8.17,"Indian Ocean, Antarctic"
152088,31.5,-48.5,2041-2050,ssp585,-15.97,-6.7,-5.08,4.28,6.94,"Indian Ocean, Antarctic"
152092,31.5,-47.5,2041-2050,ssp585,-16.38,-5.87,-5.1,6.1,7.26,"Indian Ocean, Antarctic"
152096,31.5,-46.5,2041-2050,ssp585,-12.96,-5.69,-4.71,3.77,5.32,"Indian Ocean, Antarctic"
152100,31.5,-45.5,2041-2050,ssp585,-12.27,-4.92,-4.15,3.49,4.16,"Indian Ocean, Antarctic"
152724,32.5,-69.5,2041-2050,ssp585,2.38,5.41,3.49,10.36,4.32,"Indian Ocean, Antarctic"
152728,32.5,-68.5,2041-2050,ssp585,-13.67,7.9,0.65,47.18,19.35,"Indian Ocean, Antarctic"
152732,32.5,-67.5,2041-2050,ssp585,-4.4,12.02,6.76,33.84,13.44,"Indian Ocean, Antarctic"
152736,32.5,-66.5,2041-2050,ssp585,-11.37,9.13,7.85,30.8,14.65,"Indian Ocean, Antarctic"
152740,32.5,-65.5,2041-2050,ssp585,-18.97,7.63,6.85,44.15,18.38,"Indian Ocean, Antarctic"
152744,32.5,-64.5,2041-2050,ssp585,-11.36,6.04,2.86,42.92,16.12,"Indian Ocean, Antarctic"
152748,32.5,-63.5,2041-2050,ssp585,-14.83,4.73,8.68,19.71,12.74,"Indian Ocean, Antarctic"
152752,32.5,-62.5,2041-2050,ssp585,-13.35,8.2,9.78,31.74,13.69,"Indian Ocean, Antarctic"
152756,32.5,-61.5,2041-2050,ssp585,-13.27,9.1,8.53,33.03,13.45,"Indian Ocean, Antarctic"
152760,32.5,-60.5,2041-2050,ssp585,-10.47,6.22,4.09,31.02,11.3,"Indian Ocean, Antarctic"
152764,32.5,-59.5,2041-2050,ssp585,-13.92,3.5,1.41,39.22,14.28,"Indian Ocean, Antarctic"
152768,32.5,-58.5,2041-2050,ssp585,-23.08,-3.32,-3.5,17.52,11.16,"Indian Ocean, Antarctic"
152772,32.5,-57.5,2041-2050,ssp585,-24.12,-5.57,-4.62,8.23,9.32,"Indian Ocean, Antarctic"
152776,32.5,-56.5,2041-2050,ssp585,-20.15,-6.13,-5.27,8.27,7.88,"Indian Ocean, Antarctic"
152780,32.5,-55.5,2041-2050,ssp585,-18.39,-5.21,-5.96,8.25,7.64,"Indian Ocean, Antarctic"
152784,32.5,-54.5,2041-2050,ssp585,-17.39,-4.84,-5.09,7.75,6.37,"Indian Ocean, Antarctic"
152788,32.5,-53.5,2041-2050,ssp585,-17.1,-3.95,-3.95,6.92,6.08,"Indian Ocean, Antarctic"
152792,32.5,-52.5,2041-2050,ssp585,-17.35,-3.6,-2.87,6.06,5.93,"Indian Ocean, Antarctic"
152796,32.5,-51.5,2041-2050,ssp585,-17.79,-3.53,-3.31,5.4,6.33,"Indian Ocean, Antarctic"
152800,32.5,-50.5,2041-2050,ssp585,-18.25,-5.16,-4.8,4.94,5.92,"Indian Ocean, Antarctic"
152804,32.5,-49.5,2041-2050,ssp585,-18.55,-5.41,-5.11,4.86,8.45,"Indian Ocean, Antarctic"
152808,32.5,-48.5,2041-2050,ssp585,-16.96,-6.42,-4.81,4.29,6.96,"Indian Ocean, Antarctic"
152812,32.5,-47.5,2041-2050,ssp585,-15.35,-5.41,-4.73,4.27,6.97,"Indian Ocean, Antarctic"
152816,32.5,-46.5,2041-2050,ssp585,-13.56,-5.48,-5.75,4.34,6.08,"Indian Ocean, Antarctic"
152820,32.5,-45.5,2041-2050,ssp585,-11.6,-5.51,-4.46,3.52,4.37,"Indian Ocean, Antarctic"
153448,33.5,-68.5,2041-2050,ssp585,9.41,37.53,39.71,63.48,27.1,"Indian Ocean, Antarctic"
153452,33.5,-67.5,2041-2050,ssp585,-2.01,19.59,16.49,54.31,20.1,"Indian Ocean, Antarctic"
153456,33.5,-66.5,2041-2050,ssp585,-13.74,12.17,12.58,38.47,16.39,"Indian Ocean, Antarctic"
153460,33.5,-65.5,2041-2050,ssp585,-15.47,9.04,9.26,50.39,19.48,"Indian Ocean, Antarctic"
153464,33.5,-64.5,2041-2050,ssp585,-11.3,5.58,-1.64,44.72,16.7,"Indian Ocean, Antarctic"
153468,33.5,-63.5,2041-2050,ssp585,-15.42,4.79,9.67,21.3,12.95,"Indian Ocean, Antarctic"
153472,33.5,-62.5,2041-2050,ssp585,-17.36,7.36,7.99,30.36,14.1,"Indian Ocean, Antarctic"
153476,33.5,-61.5,2041-2050,ssp585,-12.35,9.38,7.88,32.6,13.24,"Indian Ocean, Antarctic"
153480,33.5,-60.5,2041-2050,ssp585,-12.31,5.84,4.89,32.23,12.25,"Indian Ocean, Antarctic"
153484,33.5,-59.5,2041-2050,ssp585,-10.62,3.45,1.19,39.09,13.89,"Indian Ocean, Antarctic"
153488,33.5,-58.5,2041-2050,ssp585,-23.75,-3.54,-1.1,16.02,11.53,"Indian Ocean, Antarctic"
153492,33.5,-57.5,2041-2050,ssp585,-24.44,-6.49,-4.77,7.78,8.98,"Indian Ocean, Antarctic"
153496,33.5,-56.5,2041-2050,ssp585,-20.22,-5.89,-5.34,7.82,8.21,"Indian Ocean, Antarctic"
153500,33.5,-55.5,2041-2050,ssp585,-18.27,-5.13,-6.15,7.81,7.66,"Indian Ocean, Antarctic"
153504,33.5,-54.5,2041-2050,ssp585,-17.19,-4.49,-5.02,7.35,6.41,"Indian Ocean, Antarctic"
153508,33.5,-53.5,2041-2050,ssp585,-16.95,-4.17,-3.99,6.53,5.74,"Indian Ocean, Antarctic"
153512,33.5,-52.5,2041-2050,ssp585,-17.35,-3.19,-3.01,5.73,6.12,"Indian Ocean, Antarctic"
153516,33.5,-51.5,2041-2050,ssp585,-17.89,-4.56,-4.4,5.16,5.72,"Indian Ocean, Antarctic"
153520,33.5,-50.5,2041-2050,ssp585,-18.19,-4.37,-3.58,4.75,6.24,"Indian Ocean, Antarctic"
153524,33.5,-49.5,2041-2050,ssp585,-18.09,-5.34,-4.9,5.36,7.7,"Indian Ocean, Antarctic"
153528,33.5,-48.5,2041-2050,ssp585,-17.45,-6.45,-4.64,4.22,6.85,"Indian Ocean, Antarctic"
153532,33.5,-47.5,2041-2050,ssp585,-14.86,-6.07,-4.19,4,6.09,"Indian Ocean, Antarctic"
153536,33.5,-46.5,2041-2050,ssp585,-14.38,-5.18,-4.35,3.75,5.85,"Indian Ocean, Antarctic"
153540,33.5,-45.5,2041-2050,ssp585,-13.27,-5.37,-5.66,3.5,5.3,"Indian Ocean, Antarctic"
154168,34.5,-68.5,2041-2050,ssp585,3.12,32.42,40.33,53.81,26.25,"Indian Ocean, Antarctic"
154172,34.5,-67.5,2041-2050,ssp585,-5.05,22.65,19.16,56.86,22.37,"Indian Ocean, Antarctic"
154176,34.5,-66.5,2041-2050,ssp585,-7.53,16.06,16.46,49.3,18.01,"Indian Ocean, Antarctic"
154180,34.5,-65.5,2041-2050,ssp585,-13.96,10.52,11.39,54.46,19.92,"Indian Ocean, Antarctic"
154184,34.5,-64.5,2041-2050,ssp585,-14.18,5.53,-0.24,41.48,15.95,"Indian Ocean, Antarctic"
154188,34.5,-63.5,2041-2050,ssp585,-14.56,5.11,9.64,22.93,12.96,"Indian Ocean, Antarctic"
154192,34.5,-62.5,2041-2050,ssp585,-13.66,7.95,8.12,29.03,13.24,"Indian Ocean, Antarctic"
154196,34.5,-61.5,2041-2050,ssp585,-14.64,9.01,7.47,31.65,13.34,"Indian Ocean, Antarctic"
154200,34.5,-60.5,2041-2050,ssp585,-12.35,6.25,5.01,33.55,12.08,"Indian Ocean, Antarctic"
154204,34.5,-59.5,2041-2050,ssp585,-11.39,3.41,0.99,39.22,14.1,"Indian Ocean, Antarctic"
154208,34.5,-58.5,2041-2050,ssp585,-24.13,-3.09,-1.18,14.99,11.21,"Indian Ocean, Antarctic"
154212,34.5,-57.5,2041-2050,ssp585,-24.57,-5.67,-5.26,10.56,10.14,"Indian Ocean, Antarctic"
154216,34.5,-56.5,2041-2050,ssp585,-20.27,-5.86,-5.01,7.37,8.31,"Indian Ocean, Antarctic"
154220,34.5,-55.5,2041-2050,ssp585,-18.12,-4.53,-6.13,8.23,8.31,"Indian Ocean, Antarctic"
154224,34.5,-54.5,2041-2050,ssp585,-17,-4.47,-5.02,6.94,6.39,"Indian Ocean, Antarctic"
154228,34.5,-53.5,2041-2050,ssp585,-16.75,-4.34,-3.87,6.17,5.6,"Indian Ocean, Antarctic"
154232,34.5,-52.5,2041-2050,ssp585,-17.24,-3.36,-3.24,5.42,5.95,"Indian Ocean, Antarctic"
154236,34.5,-51.5,2041-2050,ssp585,-17.96,-4.06,-2.8,4.93,5.83,"Indian Ocean, Antarctic"
154240,34.5,-50.5,2041-2050,ssp585,-18.05,-3.82,-3.39,4.57,6.26,"Indian Ocean, Antarctic"
154244,34.5,-49.5,2041-2050,ssp585,-17.85,-5.55,-4.66,4.3,7.31,"Indian Ocean, Antarctic"
154248,34.5,-48.5,2041-2050,ssp585,-17.04,-6.47,-4.52,4.07,6.84,"Indian Ocean, Antarctic"
154252,34.5,-47.5,2041-2050,ssp585,-15.21,-5.15,-4.06,6.25,7.39,"Indian Ocean, Antarctic"
154256,34.5,-46.5,2041-2050,ssp585,-14.8,-5.05,-4.31,4.15,6.25,"Indian Ocean, Antarctic"
154260,34.5,-45.5,2041-2050,ssp585,-12.75,-4.82,-5.25,3.44,5.27,"Indian Ocean, Antarctic"
154884,35.5,-69.5,2041-2050,ssp585,-5.86,7.72,9.48,19.54,12.79,"Indian Ocean, Antarctic"
154888,35.5,-68.5,2041-2050,ssp585,-6.92,14.35,2.72,57.83,22.9,"Indian Ocean, Antarctic"
154892,35.5,-67.5,2041-2050,ssp585,-7.13,19.85,18.6,47.06,18.23,"Indian Ocean, Antarctic"
154896,35.5,-66.5,2041-2050,ssp585,-7.03,14.83,15.86,40.37,13.97,"Indian Ocean, Antarctic"
154900,35.5,-65.5,2041-2050,ssp585,-12.37,9.49,7.66,50.19,17.78,"Indian Ocean, Antarctic"
154904,35.5,-64.5,2041-2050,ssp585,-12.89,5.37,0.05,35.34,14.18,"Indian Ocean, Antarctic"
154908,35.5,-63.5,2041-2050,ssp585,-13.63,5.17,7.66,23.98,12.91,"Indian Ocean, Antarctic"
154912,35.5,-62.5,2041-2050,ssp585,-13.79,8.52,9.4,27.98,13.22,"Indian Ocean, Antarctic"
154916,35.5,-61.5,2041-2050,ssp585,-15.5,8.62,6.95,29.94,13.3,"Indian Ocean, Antarctic"
154920,35.5,-60.5,2041-2050,ssp585,-10.9,5.93,4.79,34.73,12.07,"Indian Ocean, Antarctic"
154924,35.5,-59.5,2041-2050,ssp585,-11.68,2.53,-0.11,39.11,14.17,"Indian Ocean, Antarctic"
154928,35.5,-58.5,2041-2050,ssp585,-24.35,-3.3,-1.59,13.93,10.88,"Indian Ocean, Antarctic"
154932,35.5,-57.5,2041-2050,ssp585,-24.52,-6.34,-5.78,6.7,9.25,"Indian Ocean, Antarctic"
154936,35.5,-56.5,2041-2050,ssp585,-20.24,-5.5,-5.06,9.67,8.93,"Indian Ocean, Antarctic"
154940,35.5,-55.5,2041-2050,ssp585,-17.91,-4.76,-5.76,7,7.57,"Indian Ocean, Antarctic"
154944,35.5,-54.5,2041-2050,ssp585,-16.76,-4.62,-5.2,6.53,6.07,"Indian Ocean, Antarctic"
154948,35.5,-53.5,2041-2050,ssp585,-16.74,-3.8,-4.06,5.81,6.1,"Indian Ocean, Antarctic"
154952,35.5,-52.5,2041-2050,ssp585,-17.41,-3.31,-3.32,5.12,6.22,"Indian Ocean, Antarctic"
154956,35.5,-51.5,2041-2050,ssp585,-18.1,-4,-2.83,4.68,5.86,"Indian Ocean, Antarctic"
154960,35.5,-50.5,2041-2050,ssp585,-18.09,-4.28,-3.62,4.35,5.9,"Indian Ocean, Antarctic"
154964,35.5,-49.5,2041-2050,ssp585,-17.95,-5.76,-4.65,4.11,6.89,"Indian Ocean, Antarctic"
154968,35.5,-48.5,2041-2050,ssp585,-16.96,-6.2,-4.63,3.9,6.87,"Indian Ocean, Antarctic"
154972,35.5,-47.5,2041-2050,ssp585,-14.89,-5.47,-5.3,8.6,7.6,"Indian Ocean, Antarctic"
154976,35.5,-46.5,2041-2050,ssp585,-14.42,-5.26,-4.49,3.54,5.81,"Indian Ocean, Antarctic"
154980,35.5,-45.5,2041-2050,ssp585,-13.08,-4.4,-4.87,4.77,5.77,"Indian Ocean, Antarctic"
155604,36.5,-69.5,2041-2050,ssp585,-4.56,10.24,13.43,21.85,13.49,"Indian Ocean, Antarctic"
155608,36.5,-68.5,2041-2050,ssp585,-5.18,18.96,8.38,72.69,25.74,"Indian Ocean, Antarctic"
155612,36.5,-67.5,2041-2050,ssp585,-3,17.03,17.87,38.85,14.31,"Indian Ocean, Antarctic"
155616,36.5,-66.5,2041-2050,ssp585,-8.23,9.96,10.62,25.32,10.42,"Indian Ocean, Antarctic"
155620,36.5,-65.5,2041-2050,ssp585,-16.56,7.3,4.77,35.38,14.14,"Indian Ocean, Antarctic"
155624,36.5,-64.5,2041-2050,ssp585,-16.16,4.75,1.47,27.22,13.12,"Indian Ocean, Antarctic"
155628,36.5,-63.5,2041-2050,ssp585,-17.89,5.01,7.94,24.19,13.7,"Indian Ocean, Antarctic"
155632,36.5,-62.5,2041-2050,ssp585,-13.52,8.08,8.34,27.11,13.02,"Indian Ocean, Antarctic"
155636,36.5,-61.5,2041-2050,ssp585,-14.34,8.44,6.43,27.14,12.96,"Indian Ocean, Antarctic"
155640,36.5,-60.5,2041-2050,ssp585,-7.58,6.19,5.32,36.04,11.88,"Indian Ocean, Antarctic"
155644,36.5,-59.5,2041-2050,ssp585,-10.4,2.29,-0.16,38.37,13.65,"Indian Ocean, Antarctic"
155648,36.5,-58.5,2041-2050,ssp585,-24.64,-3.32,-2,12.33,10.65,"Indian Ocean, Antarctic"
155652,36.5,-57.5,2041-2050,ssp585,-24.34,-6.3,-5.62,6.12,8.92,"Indian Ocean, Antarctic"
155656,36.5,-56.5,2041-2050,ssp585,-20.06,-5.51,-4.25,7.06,8.34,"Indian Ocean, Antarctic"
155660,36.5,-55.5,2041-2050,ssp585,-17.6,-4.82,-5.45,6.63,7.11,"Indian Ocean, Antarctic"
155664,36.5,-54.5,2041-2050,ssp585,-16.5,-4.68,-5.14,6.15,5.81,"Indian Ocean, Antarctic"
155668,36.5,-53.5,2041-2050,ssp585,-16.49,-4.15,-4.14,5.46,5.6,"Indian Ocean, Antarctic"
155672,36.5,-52.5,2041-2050,ssp585,-17.37,-2.8,-3.22,6.74,6.91,"Indian Ocean, Antarctic"
155676,36.5,-51.5,2041-2050,ssp585,-18.29,-4.86,-4.38,4.43,5.69,"Indian Ocean, Antarctic"
155680,36.5,-50.5,2041-2050,ssp585,-18.38,-3.46,-3.65,4.84,7,"Indian Ocean, Antarctic"
155684,36.5,-49.5,2041-2050,ssp585,-17.98,-5.13,-4.8,4.65,7.56,"Indian Ocean, Antarctic"
155688,36.5,-48.5,2041-2050,ssp585,-16.56,-6.18,-4.84,3.74,6.68,"Indian Ocean, Antarctic"
155692,36.5,-47.5,2041-2050,ssp585,-14.65,-5.63,-4.87,4.45,6.76,"Indian Ocean, Antarctic"
155696,36.5,-46.5,2041-2050,ssp585,-14.12,-5.02,-5.01,3.85,6.11,"Indian Ocean, Antarctic"
155700,36.5,-45.5,2041-2050,ssp585,-13.67,-4.7,-4.98,3.29,5.43,"Indian Ocean, Antarctic"
156324,37.5,-69.5,2041-2050,ssp585,2.74,19.1,24.27,30.29,14.49,"Indian Ocean, Antarctic"
156328,37.5,-68.5,2041-2050,ssp585,-3.23,19.08,4.99,66.79,24.04,"Indian Ocean, Antarctic"
156332,37.5,-67.5,2041-2050,ssp585,-2.46,13.03,13.11,31.94,12.94,"Indian Ocean, Antarctic"
156336,37.5,-66.5,2041-2050,ssp585,-8.41,7.55,8.23,25.57,10.04,"Indian Ocean, Antarctic"
156340,37.5,-65.5,2041-2050,ssp585,-18.66,5.72,2.91,23.93,12.62,"Indian Ocean, Antarctic"
156344,37.5,-64.5,2041-2050,ssp585,-18.12,4.61,3.71,22.65,13,"Indian Ocean, Antarctic"
156348,37.5,-63.5,2041-2050,ssp585,-18.87,5.06,7.09,24.63,14.01,"Indian Ocean, Antarctic"
156352,37.5,-62.5,2041-2050,ssp585,-15.02,8.11,7.88,26.04,12.95,"Indian Ocean, Antarctic"
156356,37.5,-61.5,2041-2050,ssp585,-14.84,7.68,6.05,28.62,13.29,"Indian Ocean, Antarctic"
156360,37.5,-60.5,2041-2050,ssp585,-5.69,6.31,4.14,36.91,11.86,"Indian Ocean, Antarctic"
156364,37.5,-59.5,2041-2050,ssp585,-11.55,2.84,-0.05,37.52,13.13,"Indian Ocean, Antarctic"
156368,37.5,-58.5,2041-2050,ssp585,-25.03,-4.1,-2.65,10.41,9.91,"Indian Ocean, Antarctic"
156372,37.5,-57.5,2041-2050,ssp585,-24.16,-6.93,-6.24,5.52,8.29,"Indian Ocean, Antarctic"
156376,37.5,-56.5,2041-2050,ssp585,-19.87,-5.89,-4.86,6.02,7.55,"Indian Ocean, Antarctic"
156380,37.5,-55.5,2041-2050,ssp585,-17.53,-4.92,-5.17,6.21,6.77,"Indian Ocean, Antarctic"
156384,37.5,-54.5,2041-2050,ssp585,-16.41,-4.25,-5.38,5.76,6.24,"Indian Ocean, Antarctic"
156388,37.5,-53.5,2041-2050,ssp585,-16.25,-4.61,-4.42,5.12,5.4,"Indian Ocean, Antarctic"
156392,37.5,-52.5,2041-2050,ssp585,-17.25,-3.62,-3.01,4.57,5.91,"Indian Ocean, Antarctic"
156396,37.5,-51.5,2041-2050,ssp585,-18.41,-4.33,-3.04,4.2,5.7,"Indian Ocean, Antarctic"
156400,37.5,-50.5,2041-2050,ssp585,-18.81,-3.73,-3.7,7.39,7.24,"Indian Ocean, Antarctic"
156404,37.5,-49.5,2041-2050,ssp585,-17.89,-5.5,-4.82,3.76,7.44,"Indian Ocean, Antarctic"
156408,37.5,-48.5,2041-2050,ssp585,-16.11,-6.08,-4.76,3.57,6.68,"Indian Ocean, Antarctic"
156412,37.5,-47.5,2041-2050,ssp585,-14.41,-5.95,-5.07,3.43,6.15,"Indian Ocean, Antarctic"
156416,37.5,-46.5,2041-2050,ssp585,-14.06,-4.89,-4.66,4.06,6.24,"Indian Ocean, Antarctic"
156420,37.5,-45.5,2041-2050,ssp585,-12.86,-5.44,-5.21,3.2,4.7,"Indian Ocean, Antarctic"
157044,38.5,-69.5,2041-2050,ssp585,0.43,21.78,23.21,41.69,20.66,"Indian Ocean, Antarctic"
157048,38.5,-68.5,2041-2050,ssp585,-3.1,16.21,4.83,59.16,21.49,"Indian Ocean, Antarctic"
157052,38.5,-67.5,2041-2050,ssp585,-4.83,10.21,11.86,28.61,12.01,"Indian Ocean, Antarctic"
157056,38.5,-66.5,2041-2050,ssp585,-8.59,6.69,5.6,25.23,10.25,"Indian Ocean, Antarctic"
157060,38.5,-65.5,2041-2050,ssp585,-13.77,5.73,2.05,20.68,11.57,"Indian Ocean, Antarctic"
157064,38.5,-64.5,2041-2050,ssp585,-16.37,5.31,6.32,24.66,13.24,"Indian Ocean, Antarctic"
157068,38.5,-63.5,2041-2050,ssp585,-22.54,5.07,6.78,25.38,15.14,"Indian Ocean, Antarctic"
157072,38.5,-62.5,2041-2050,ssp585,-19.25,7.49,7.34,24.42,13.63,"Indian Ocean, Antarctic"
157076,38.5,-61.5,2041-2050,ssp585,-9.49,8.24,5.49,32.6,12.44,"Indian Ocean, Antarctic"
157080,38.5,-60.5,2041-2050,ssp585,-10.39,5.38,3,38.01,13.06,"Indian Ocean, Antarctic"
157084,38.5,-59.5,2041-2050,ssp585,-12.9,2.6,-0.18,36.95,13.19,"Indian Ocean, Antarctic"
157088,38.5,-58.5,2041-2050,ssp585,-25.45,-4.07,-3.27,10.42,10.57,"Indian Ocean, Antarctic"
157092,38.5,-57.5,2041-2050,ssp585,-23.83,-7.21,-6.26,4.89,7.85,"Indian Ocean, Antarctic"
157096,38.5,-56.5,2041-2050,ssp585,-19.53,-5.75,-4.71,5.48,7.47,"Indian Ocean, Antarctic"
157100,38.5,-55.5,2041-2050,ssp585,-17.46,-4.71,-5.18,5.71,6.99,"Indian Ocean, Antarctic"
157104,38.5,-54.5,2041-2050,ssp585,-16.57,-4.3,-5.75,5.54,6.46,"Indian Ocean, Antarctic"
157108,38.5,-53.5,2041-2050,ssp585,-16.36,-4.92,-4.97,4.76,5.67,"Indian Ocean, Antarctic"
157112,38.5,-52.5,2041-2050,ssp585,-17.06,-3.86,-3.1,4.32,5.66,"Indian Ocean, Antarctic"
157116,38.5,-51.5,2041-2050,ssp585,-18.42,-4.04,-3.56,3.99,5.93,"Indian Ocean, Antarctic"
157120,38.5,-50.5,2041-2050,ssp585,-18.98,-3.92,-3.73,7.23,7.18,"Indian Ocean, Antarctic"
157124,38.5,-49.5,2041-2050,ssp585,-17.96,-5.79,-4.63,3.97,7.36,"Indian Ocean, Antarctic"
157128,38.5,-48.5,2041-2050,ssp585,-15.53,-5.8,-4.62,3.4,6.75,"Indian Ocean, Antarctic"
157132,38.5,-47.5,2041-2050,ssp585,-14.71,-5.71,-4.83,3.23,6.28,"Indian Ocean, Antarctic"
157136,38.5,-46.5,2041-2050,ssp585,-13.82,-4.58,-4.84,4.16,6.21,"Indian Ocean, Antarctic"
157140,38.5,-45.5,2041-2050,ssp585,-13.12,-4.95,-4.91,3.11,5.08,"Indian Ocean, Antarctic"
157764,39.5,-69.5,2041-2050,ssp585,1.93,16.8,13.79,34.67,16.58,"Indian Ocean, Antarctic"
157768,39.5,-68.5,2041-2050,ssp585,3.02,17.35,13.93,41.85,16.18,"Indian Ocean, Antarctic"
157772,39.5,-67.5,2041-2050,ssp585,-5.96,8.62,10.73,27.21,11.5,"Indian Ocean, Antarctic"
157776,39.5,-66.5,2041-2050,ssp585,-6.98,5.87,3.7,24.47,10.11,"Indian Ocean, Antarctic"
