rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
155685,36.5,-48.5,2091-2100,ssp126,-19.09,-7.66,-6.3,-2.37,5.26,Prince Edward Island,NA
155689,36.5,-47.5,2091-2100,ssp126,-22.13,-8.15,-6.94,-0.91,6.4,Prince Edward Island,NA
155693,36.5,-46.5,2091-2100,ssp126,-22.2,-7.42,-6.76,1.3,7.23,Prince Edward Island,NA
155697,36.5,-45.5,2091-2100,ssp126,-22.81,-7.12,-6.5,1.35,7.64,Prince Edward Island,NA
155701,36.5,-44.5,2091-2100,ssp126,-22.08,-7.78,-7.36,1.17,6.82,Prince Edward Island,NA
155705,36.5,-43.5,2091-2100,ssp126,-21.63,-7.69,-6.55,2.27,7.03,Prince Edward Island,NA
156401,37.5,-49.5,2091-2100,ssp126,-15.54,-5.67,-5.56,7.18,6.08,Prince Edward Island,NA
156405,37.5,-48.5,2091-2100,ssp126,-18.53,-8.11,-7.49,-2.7,4.85,Prince Edward Island,NA
156409,37.5,-47.5,2091-2100,ssp126,-21.79,-8.31,-6.79,-0.88,6.2,Prince Edward Island,NA
156413,37.5,-46.5,2091-2100,ssp126,-19.88,-8.26,-8.22,-1.39,5.6,Prince Edward Island,NA
156417,37.5,-45.5,2091-2100,ssp126,-17.43,-8.02,-7.06,-0.14,4.8,Prince Edward Island,NA
156421,37.5,-44.5,2091-2100,ssp126,-16.89,-5.83,-5.81,2.88,5.8,Prince Edward Island,NA
156425,37.5,-43.5,2091-2100,ssp126,-19.84,-7.13,-6.52,2.17,6.74,Prince Edward Island,NA
157121,38.5,-49.5,2091-2100,ssp126,-15.32,-5.8,-5.73,7.25,6.03,Prince Edward Island,NA
157125,38.5,-48.5,2091-2100,ssp126,-16.55,-7.58,-6.02,-2.79,4.22,Prince Edward Island,NA
157129,38.5,-47.5,2091-2100,ssp126,-19.53,-9.02,-8.37,-2.43,4.71,Prince Edward Island,NA
157133,38.5,-46.5,2091-2100,ssp126,-17.18,-8.64,-9.16,-0.62,5.56,Prince Edward Island,NA
157137,38.5,-45.5,2091-2100,ssp126,-15.44,-8.05,-8.15,0.71,6.01,Prince Edward Island,NA
157141,38.5,-44.5,2091-2100,ssp126,-12.28,-5.01,-6.28,7.63,5.93,Prince Edward Island,NA
157145,38.5,-43.5,2091-2100,ssp126,-18.64,-6.71,-5.33,2.02,6.19,Prince Edward Island,NA
157841,39.5,-49.5,2091-2100,ssp126,-12.78,-5.92,-5.66,3.81,4.62,Prince Edward Island,NA
157845,39.5,-48.5,2091-2100,ssp126,-13.73,-7.11,-6.03,-2.91,3.61,Prince Edward Island,NA
157849,39.5,-47.5,2091-2100,ssp126,-16.7,-8.4,-8.6,-1.69,4.66,Prince Edward Island,NA
157853,39.5,-46.5,2091-2100,ssp126,-16.38,-8.8,-8.45,-1.8,5.2,Prince Edward Island,NA
157857,39.5,-45.5,2091-2100,ssp126,-20.5,-7.98,-9.6,1.81,7.05,Prince Edward Island,NA
157861,39.5,-44.5,2091-2100,ssp126,-12.89,-5.2,-7.01,10.91,7.15,Prince Edward Island,NA
157865,39.5,-43.5,2091-2100,ssp126,-15.02,-6.01,-5.67,4.13,5.87,Prince Edward Island,NA
158561,40.5,-49.5,2091-2100,ssp126,-11.41,-5.69,-5.84,4.33,4.59,Prince Edward Island,NA
158565,40.5,-48.5,2091-2100,ssp126,-13.36,-6.98,-6.42,1.08,4.25,Prince Edward Island,NA
158569,40.5,-47.5,2091-2100,ssp126,-16.27,-7.95,-8.41,1.75,5.28,Prince Edward Island,NA
158573,40.5,-46.5,2091-2100,ssp126,-15.6,-8.08,-7.94,-1.23,4.84,Prince Edward Island,NA
158577,40.5,-45.5,2091-2100,ssp126,-19.12,-7.23,-8.71,5.14,6.67,Prince Edward Island,NA
158581,40.5,-44.5,2091-2100,ssp126,-18.22,-7.94,-8.52,3.01,6.31,Prince Edward Island,NA
159285,41.5,-48.5,2091-2100,ssp126,-14.69,-7.54,-7.14,0.24,4.44,Prince Edward Island,NA
159289,41.5,-47.5,2091-2100,ssp126,-16.77,-7.91,-8.08,1.41,5.26,Prince Edward Island,NA
159293,41.5,-46.5,2091-2100,ssp126,-13.08,-6.77,-7.22,3.26,4.87,Prince Edward Island,NA
159297,41.5,-45.5,2091-2100,ssp126,-16.08,-7.42,-7.8,1.76,5.13,Prince Edward Island,NA
159301,41.5,-44.5,2091-2100,ssp126,-21.03,-8.58,-7.83,2.86,7.16,Prince Edward Island,NA
160009,42.5,-47.5,2091-2100,ssp126,-16.09,-7.91,-7.88,-0.44,4.63,Prince Edward Island,NA
160013,42.5,-46.5,2091-2100,ssp126,-13.24,-5.83,-7.31,4.06,5.06,Prince Edward Island,NA
160017,42.5,-45.5,2091-2100,ssp126,-13.91,-6.57,-7.04,1.07,4.86,Prince Edward Island,NA
