rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name
117,-179.5,-60.5,2091-2100,ssp126,-23.27,-1.08,1.98,13.92,11.48,"Pacific, Antarctic"
769,-178.5,-77.5,2091-2100,ssp126,-34.85,-6.5,-7.36,28.18,17.42,"Pacific, Antarctic"
773,-178.5,-76.5,2091-2100,ssp126,-17.77,-0.12,-1.88,27.76,12.2,"Pacific, Antarctic"
777,-178.5,-75.5,2091-2100,ssp126,-15.14,-0.31,0.04,21.04,11.75,"Pacific, Antarctic"
781,-178.5,-74.5,2091-2100,ssp126,-24.06,0.08,-0.55,23.87,14.32,"Pacific, Antarctic"
785,-178.5,-73.5,2091-2100,ssp126,-50.29,-6.27,-2.67,27,24.53,"Pacific, Antarctic"
789,-178.5,-72.5,2091-2100,ssp126,-33.03,-2.07,-1.44,23.81,14.64,"Pacific, Antarctic"
793,-178.5,-71.5,2091-2100,ssp126,-28.86,-3.04,0.61,28.82,17.47,"Pacific, Antarctic"
797,-178.5,-70.5,2091-2100,ssp126,-50.16,-11.65,-9.48,11.69,18.65,"Pacific, Antarctic"
801,-178.5,-69.5,2091-2100,ssp126,-51.96,-10.14,-9.12,18.42,20.5,"Pacific, Antarctic"
805,-178.5,-68.5,2091-2100,ssp126,-54.1,-12.42,-4.8,10.5,18.37,"Pacific, Antarctic"
809,-178.5,-67.5,2091-2100,ssp126,-57.82,-15.82,-12.72,7.19,19.08,"Pacific, Antarctic"
813,-178.5,-66.5,2091-2100,ssp126,-52.29,-15.43,-13.24,0.14,15.97,"Pacific, Antarctic"
817,-178.5,-65.5,2091-2100,ssp126,-32.12,-10.78,-7.76,3.28,11.31,"Pacific, Antarctic"
821,-178.5,-64.5,2091-2100,ssp126,-34.33,-8.21,-5.96,6.94,12.06,"Pacific, Antarctic"
825,-178.5,-63.5,2091-2100,ssp126,-33.24,-4.92,-2,9.81,13.86,"Pacific, Antarctic"
829,-178.5,-62.5,2091-2100,ssp126,-28.96,0.3,1.54,22.1,16.64,"Pacific, Antarctic"
833,-178.5,-61.5,2091-2100,ssp126,-23.66,0.4,2.39,19,14.68,"Pacific, Antarctic"
837,-178.5,-60.5,2091-2100,ssp126,-23.62,-0.13,3.81,13.57,12.44,"Pacific, Antarctic"
1489,-177.5,-77.5,2091-2100,ssp126,-33.98,-6.72,-7.6,29.9,16.69,"Pacific, Antarctic"
1493,-177.5,-76.5,2091-2100,ssp126,-27.11,-1.58,-1.66,30.04,14.88,"Pacific, Antarctic"
1497,-177.5,-75.5,2091-2100,ssp126,-13.93,0.81,-0.02,26.26,13.6,"Pacific, Antarctic"
1501,-177.5,-74.5,2091-2100,ssp126,-19.51,0.47,-0.73,18.25,13.39,"Pacific, Antarctic"
1505,-177.5,-73.5,2091-2100,ssp126,-29.51,-2.53,-3.4,22.96,18.24,"Pacific, Antarctic"
1509,-177.5,-72.5,2091-2100,ssp126,-34.03,-2.96,-2.46,22.16,14.4,"Pacific, Antarctic"
1513,-177.5,-71.5,2091-2100,ssp126,-27.94,-7.59,-2.63,5.29,12.82,"Pacific, Antarctic"
1517,-177.5,-70.5,2091-2100,ssp126,-51.79,-13.68,-12.53,14.35,18.47,"Pacific, Antarctic"
1521,-177.5,-69.5,2091-2100,ssp126,-50.52,-9.81,-9.22,24.49,20.98,"Pacific, Antarctic"
1525,-177.5,-68.5,2091-2100,ssp126,-51.88,-12.67,-5.91,13.38,18.12,"Pacific, Antarctic"
1529,-177.5,-67.5,2091-2100,ssp126,-65.13,-16.29,-11.65,7.73,20.47,"Pacific, Antarctic"
1533,-177.5,-66.5,2091-2100,ssp126,-46.62,-14.71,-11.45,-0.99,14.08,"Pacific, Antarctic"
1537,-177.5,-65.5,2091-2100,ssp126,-32.14,-10.86,-7.05,4.24,10.92,"Pacific, Antarctic"
1541,-177.5,-64.5,2091-2100,ssp126,-34.91,-8.11,-5.57,7.19,12.56,"Pacific, Antarctic"
1545,-177.5,-63.5,2091-2100,ssp126,-32.53,-3.67,-0.63,12.61,14.7,"Pacific, Antarctic"
1549,-177.5,-62.5,2091-2100,ssp126,-28.71,0.03,2.31,20.22,16.27,"Pacific, Antarctic"
1553,-177.5,-61.5,2091-2100,ssp126,-24.25,0.36,2.91,19.78,14.92,"Pacific, Antarctic"
1557,-177.5,-60.5,2091-2100,ssp126,-23.91,0.73,3.86,16.49,13.64,"Pacific, Antarctic"
2209,-176.5,-77.5,2091-2100,ssp126,-35.02,-5.14,-7.25,32.9,17.75,"Pacific, Antarctic"
2213,-176.5,-76.5,2091-2100,ssp126,-25.44,-1.26,0.33,32.49,15.59,"Pacific, Antarctic"
2217,-176.5,-75.5,2091-2100,ssp126,-17.89,2.04,0.55,28.65,17.32,"Pacific, Antarctic"
2221,-176.5,-74.5,2091-2100,ssp126,-26.54,-1.61,-0.73,13.68,13.4,"Pacific, Antarctic"
2225,-176.5,-73.5,2091-2100,ssp126,-30.01,-0.31,2.78,13.66,13.81,"Pacific, Antarctic"
2229,-176.5,-72.5,2091-2100,ssp126,-22.59,0.43,2.28,21.53,14.31,"Pacific, Antarctic"
2233,-176.5,-71.5,2091-2100,ssp126,-30.07,-10.48,-7.16,6.97,13.08,"Pacific, Antarctic"
2237,-176.5,-70.5,2091-2100,ssp126,-57.34,-14.06,-13.18,7.74,19.11,"Pacific, Antarctic"
2241,-176.5,-69.5,2091-2100,ssp126,-53.38,-11.2,-8.47,17.31,19.96,"Pacific, Antarctic"
2245,-176.5,-68.5,2091-2100,ssp126,-57.77,-14,-7.34,12.81,19.32,"Pacific, Antarctic"
2249,-176.5,-67.5,2091-2100,ssp126,-65.82,-15.99,-10.54,8.84,20.79,"Pacific, Antarctic"
2253,-176.5,-66.5,2091-2100,ssp126,-47.34,-14.42,-10.38,-0.84,14.65,"Pacific, Antarctic"
2257,-176.5,-65.5,2091-2100,ssp126,-33.71,-10.93,-7.1,8.15,12.16,"Pacific, Antarctic"
2261,-176.5,-64.5,2091-2100,ssp126,-34.51,-7.74,-3.19,4.09,12.76,"Pacific, Antarctic"
2265,-176.5,-63.5,2091-2100,ssp126,-31.8,-3.55,-0.36,16.56,15.02,"Pacific, Antarctic"
2269,-176.5,-62.5,2091-2100,ssp126,-27.74,-1.13,2.54,16.83,14.98,"Pacific, Antarctic"
2273,-176.5,-61.5,2091-2100,ssp126,-24.78,-0.12,3.08,20.4,14.97,"Pacific, Antarctic"
2277,-176.5,-60.5,2091-2100,ssp126,-24.16,0.76,3.4,19.23,14.1,"Pacific, Antarctic"
2929,-175.5,-77.5,2091-2100,ssp126,-34.23,-3.59,-6.11,35.27,18.33,"Pacific, Antarctic"
2933,-175.5,-76.5,2091-2100,ssp126,-23.91,0.15,3.17,34.57,17.33,"Pacific, Antarctic"
2937,-175.5,-75.5,2091-2100,ssp126,-27.93,1.03,2.77,29.64,17.55,"Pacific, Antarctic"
2941,-175.5,-74.5,2091-2100,ssp126,-41.49,-3.61,-4.7,28.81,19.1,"Pacific, Antarctic"
2945,-175.5,-73.5,2091-2100,ssp126,-51.35,-5.46,-1.18,17.74,19.1,"Pacific, Antarctic"
2949,-175.5,-72.5,2091-2100,ssp126,-25.69,-5.01,-4.65,10.52,12.8,"Pacific, Antarctic"
2953,-175.5,-71.5,2091-2100,ssp126,-36.13,-11.52,-9.41,9.82,14.28,"Pacific, Antarctic"
2957,-175.5,-70.5,2091-2100,ssp126,-59.74,-13.39,-9.81,13.69,19.74,"Pacific, Antarctic"
2961,-175.5,-69.5,2091-2100,ssp126,-54.15,-11.54,-8.34,14.32,20.11,"Pacific, Antarctic"
2965,-175.5,-68.5,2091-2100,ssp126,-58.38,-13.46,-8.83,25.3,21.62,"Pacific, Antarctic"
2969,-175.5,-67.5,2091-2100,ssp126,-64.86,-16.24,-9.53,8.81,20.44,"Pacific, Antarctic"
2973,-175.5,-66.5,2091-2100,ssp126,-50.08,-14.66,-10.19,4.11,16.07,"Pacific, Antarctic"
2977,-175.5,-65.5,2091-2100,ssp126,-36.8,-12.7,-8.44,2.63,12.37,"Pacific, Antarctic"
2981,-175.5,-64.5,2091-2100,ssp126,-33.45,-8.86,-4.44,3.46,12.28,"Pacific, Antarctic"
2985,-175.5,-63.5,2091-2100,ssp126,-30.69,-3.96,0.01,11.75,14.33,"Pacific, Antarctic"
2989,-175.5,-62.5,2091-2100,ssp126,-27.66,-2.03,2.7,16.18,14.55,"Pacific, Antarctic"
2993,-175.5,-61.5,2091-2100,ssp126,-25.26,-1.24,2.74,17.07,14.45,"Pacific, Antarctic"
2997,-175.5,-60.5,2091-2100,ssp126,-24.34,-1.03,2.52,13.53,12.74,"Pacific, Antarctic"
3649,-174.5,-77.5,2091-2100,ssp126,-27.45,-2.68,-3.98,37.21,17.26,"Pacific, Antarctic"
3653,-174.5,-76.5,2091-2100,ssp126,-25.07,0.15,5.04,36.22,18.57,"Pacific, Antarctic"
3657,-174.5,-75.5,2091-2100,ssp126,-31.01,0.69,2.23,30.5,20.03,"Pacific, Antarctic"
3661,-174.5,-74.5,2091-2100,ssp126,-59.38,-5.74,-6.71,32.35,24.29,"Pacific, Antarctic"
3665,-174.5,-73.5,2091-2100,ssp126,-61.2,-9.44,-5.5,11.59,20.88,"Pacific, Antarctic"
3669,-174.5,-72.5,2091-2100,ssp126,-38.78,-11.84,-9,4.19,13.83,"Pacific, Antarctic"
3673,-174.5,-71.5,2091-2100,ssp126,-52.84,-12.96,-9.52,8.6,17.29,"Pacific, Antarctic"
3677,-174.5,-70.5,2091-2100,ssp126,-60.85,-12.83,-9.57,15.66,20.57,"Pacific, Antarctic"
3681,-174.5,-69.5,2091-2100,ssp126,-55.22,-12.75,-9.84,11.52,19.08,"Pacific, Antarctic"
3685,-174.5,-68.5,2091-2100,ssp126,-57.94,-15.06,-10.76,17.27,19.92,"Pacific, Antarctic"
3689,-174.5,-67.5,2091-2100,ssp126,-62.44,-16.4,-9.79,8.02,19.92,"Pacific, Antarctic"
3693,-174.5,-66.5,2091-2100,ssp126,-51.37,-15.42,-10.08,2.97,16.49,"Pacific, Antarctic"
3697,-174.5,-65.5,2091-2100,ssp126,-37.2,-13.3,-8.95,2.76,12.78,"Pacific, Antarctic"
3701,-174.5,-64.5,2091-2100,ssp126,-32.77,-9.68,-6.91,6.41,12.33,"Pacific, Antarctic"
3705,-174.5,-63.5,2091-2100,ssp126,-30.32,-4.12,0.08,11,14.44,"Pacific, Antarctic"
3709,-174.5,-62.5,2091-2100,ssp126,-27.53,-1.27,2.86,24.48,16.05,"Pacific, Antarctic"
3713,-174.5,-61.5,2091-2100,ssp126,-25.68,-1.17,1.95,18.43,15.09,"Pacific, Antarctic"
3717,-174.5,-60.5,2091-2100,ssp126,-24.49,-2.77,1.55,12.21,11.86,"Pacific, Antarctic"
4369,-173.5,-77.5,2091-2100,ssp126,-30.57,-2.9,-3.79,38.64,18.43,"Pacific, Antarctic"
4373,-173.5,-76.5,2091-2100,ssp126,-32.95,-1.51,0.42,36.76,20.25,"Pacific, Antarctic"
4377,-173.5,-75.5,2091-2100,ssp126,-34.81,-1.69,-1.63,33.85,21.59,"Pacific, Antarctic"
4381,-173.5,-74.5,2091-2100,ssp126,-61.06,-8.16,-7.81,24.55,23.92,"Pacific, Antarctic"
4385,-173.5,-73.5,2091-2100,ssp126,-61.71,-6.44,-3.36,31.26,24.4,"Pacific, Antarctic"
4389,-173.5,-72.5,2091-2100,ssp126,-58.75,-10.33,-9.02,7.2,19.58,"Pacific, Antarctic"
4393,-173.5,-71.5,2091-2100,ssp126,-59.89,-11.46,-8.03,9.75,19.42,"Pacific, Antarctic"
4397,-173.5,-70.5,2091-2100,ssp126,-60.89,-13.66,-11.07,8.35,19.19,"Pacific, Antarctic"
4401,-173.5,-69.5,2091-2100,ssp126,-56.69,-14.16,-11.41,9.94,18.56,"Pacific, Antarctic"
4405,-173.5,-68.5,2091-2100,ssp126,-58.85,-15.81,-12.37,17.8,20.18,"Pacific, Antarctic"
4409,-173.5,-67.5,2091-2100,ssp126,-60.23,-16.8,-10.61,10.78,19.64,"Pacific, Antarctic"
4413,-173.5,-66.5,2091-2100,ssp126,-54.17,-15.87,-9.68,1.75,17.23,"Pacific, Antarctic"
4417,-173.5,-65.5,2091-2100,ssp126,-38.9,-13.1,-10.08,6.15,14.57,"Pacific, Antarctic"
4421,-173.5,-64.5,2091-2100,ssp126,-33.51,-10.11,-8.29,4.73,12.98,"Pacific, Antarctic"
4425,-173.5,-63.5,2091-2100,ssp126,-30.45,-4.69,-0.51,10.52,14.58,"Pacific, Antarctic"
4429,-173.5,-62.5,2091-2100,ssp126,-27.49,-0.71,2.98,24.9,16.64,"Pacific, Antarctic"
4433,-173.5,-61.5,2091-2100,ssp126,-26.07,-2.21,1.65,16.85,14.16,"Pacific, Antarctic"
4437,-173.5,-60.5,2091-2100,ssp126,-24.59,-3.13,0.86,14.49,12.27,"Pacific, Antarctic"
5089,-172.5,-77.5,2091-2100,ssp126,-37.04,-3.94,-4.15,39.73,19.87,"Pacific, Antarctic"
5093,-172.5,-76.5,2091-2100,ssp126,-34.95,-3.75,-2.19,36.02,20.3,"Pacific, Antarctic"
5097,-172.5,-75.5,2091-2100,ssp126,-43.24,-5.35,-3.1,29.59,21.23,"Pacific, Antarctic"
5101,-172.5,-74.5,2091-2100,ssp126,-56.87,-6.48,-7.4,35.72,25.29,"Pacific, Antarctic"
5105,-172.5,-73.5,2091-2100,ssp126,-59.35,-5.74,-3.1,36.82,25.22,"Pacific, Antarctic"
5109,-172.5,-72.5,2091-2100,ssp126,-59.16,-10.02,-3.96,10.21,19.39,"Pacific, Antarctic"
5113,-172.5,-71.5,2091-2100,ssp126,-58.91,-11.01,-5.6,9.99,18.86,"Pacific, Antarctic"
5117,-172.5,-70.5,2091-2100,ssp126,-60.36,-14.89,-12.32,5.47,17.91,"Pacific, Antarctic"
5121,-172.5,-69.5,2091-2100,ssp126,-57.42,-16.3,-12.95,9.74,17.98,"Pacific, Antarctic"
5125,-172.5,-68.5,2091-2100,ssp126,-59.76,-16.11,-12.73,19.65,20.85,"Pacific, Antarctic"
5129,-172.5,-67.5,2091-2100,ssp126,-59.73,-17.09,-12.23,11.53,19.67,"Pacific, Antarctic"
5133,-172.5,-66.5,2091-2100,ssp126,-56.88,-16.81,-10.88,4.49,17.7,"Pacific, Antarctic"
5137,-172.5,-65.5,2091-2100,ssp126,-42.18,-14.02,-11.18,6.33,15.22,"Pacific, Antarctic"
5141,-172.5,-64.5,2091-2100,ssp126,-34.66,-11.32,-8.8,2.87,12.91,"Pacific, Antarctic"
5145,-172.5,-63.5,2091-2100,ssp126,-30.58,-6.14,-1.81,7.39,13.94,"Pacific, Antarctic"
5149,-172.5,-62.5,2091-2100,ssp126,-28.19,-0.32,3.05,22.27,17.03,"Pacific, Antarctic"
5153,-172.5,-61.5,2091-2100,ssp126,-26.4,-1.96,1.83,20.01,14.77,"Pacific, Antarctic"
5157,-172.5,-60.5,2091-2100,ssp126,-24.64,-3.01,0.25,18.39,13.01,"Pacific, Antarctic"
5809,-171.5,-77.5,2091-2100,ssp126,-33.9,-4.7,-4.47,38.35,18.93,"Pacific, Antarctic"
5813,-171.5,-76.5,2091-2100,ssp126,-38.64,-5.13,-0.3,34.43,20.58,"Pacific, Antarctic"
5817,-171.5,-75.5,2091-2100,ssp126,-50.16,-6.63,-3.58,30.08,24.17,"Pacific, Antarctic"
5821,-171.5,-74.5,2091-2100,ssp126,-53.1,-5.82,-7.05,34.29,24.4,"Pacific, Antarctic"
5825,-171.5,-73.5,2091-2100,ssp126,-54.45,-7.21,-2.12,18.17,20.46,"Pacific, Antarctic"
5829,-171.5,-72.5,2091-2100,ssp126,-55.51,-10.37,-8.27,10.85,17.96,"Pacific, Antarctic"
5833,-171.5,-71.5,2091-2100,ssp126,-56.18,-11.91,-8.05,12.5,17.87,"Pacific, Antarctic"
5837,-171.5,-70.5,2091-2100,ssp126,-58.53,-15.9,-13.41,8.28,17.16,"Pacific, Antarctic"
5841,-171.5,-69.5,2091-2100,ssp126,-57.5,-16.89,-13.77,14.42,18.51,"Pacific, Antarctic"
5845,-171.5,-68.5,2091-2100,ssp126,-58.03,-16.87,-13.09,15.59,19.66,"Pacific, Antarctic"
5849,-171.5,-67.5,2091-2100,ssp126,-61.71,-17.01,-10.77,9.58,20.02,"Pacific, Antarctic"
5853,-171.5,-66.5,2091-2100,ssp126,-59.15,-16.92,-10.52,3.91,18.25,"Pacific, Antarctic"
5857,-171.5,-65.5,2091-2100,ssp126,-45.74,-14.69,-11.23,7.74,15.91,"Pacific, Antarctic"
5861,-171.5,-64.5,2091-2100,ssp126,-36.24,-11.83,-9.19,4.51,13.74,"Pacific, Antarctic"
5865,-171.5,-63.5,2091-2100,ssp126,-31.64,-7.05,-2.55,6.51,14.03,"Pacific, Antarctic"
5869,-171.5,-62.5,2091-2100,ssp126,-28.8,-0.82,2.52,23.37,17.25,"Pacific, Antarctic"
5873,-171.5,-61.5,2091-2100,ssp126,-26.73,-2.81,1.77,16.73,14.18,"Pacific, Antarctic"
5877,-171.5,-60.5,2091-2100,ssp126,-25.06,-3.1,-0.12,19.17,13.4,"Pacific, Antarctic"
6529,-170.5,-77.5,2091-2100,ssp126,-30.23,-6.16,-5.71,36.27,18.49,"Pacific, Antarctic"
6533,-170.5,-76.5,2091-2100,ssp126,-42.17,-6.94,-2.77,32.82,22.02,"Pacific, Antarctic"
6537,-170.5,-75.5,2091-2100,ssp126,-53.03,-5.32,-5.86,41.71,27.31,"Pacific, Antarctic"
6541,-170.5,-74.5,2091-2100,ssp126,-49.61,-4.98,-5.79,36.35,24.1,"Pacific, Antarctic"
6545,-170.5,-73.5,2091-2100,ssp126,-49.06,-7.57,-2.04,17.85,17.97,"Pacific, Antarctic"
6549,-170.5,-72.5,2091-2100,ssp126,-50.67,-9.39,-11.28,15.96,18.12,"Pacific, Antarctic"
6553,-170.5,-71.5,2091-2100,ssp126,-52.44,-13.45,-9.79,3.22,15.33,"Pacific, Antarctic"
6557,-170.5,-70.5,2091-2100,ssp126,-55.66,-17.03,-14.42,5.04,15.53,"Pacific, Antarctic"
6561,-170.5,-69.5,2091-2100,ssp126,-57.02,-16.68,-14.08,14.58,18.47,"Pacific, Antarctic"
6565,-170.5,-68.5,2091-2100,ssp126,-57.32,-16.99,-13.72,18.34,19.93,"Pacific, Antarctic"
6569,-170.5,-67.5,2091-2100,ssp126,-59.51,-15.66,-10.47,14.15,20.42,"Pacific, Antarctic"
6573,-170.5,-66.5,2091-2100,ssp126,-59.66,-16.68,-10.37,0.74,18.45,"Pacific, Antarctic"
6577,-170.5,-65.5,2091-2100,ssp126,-48.4,-15.98,-11,-0.67,15.47,"Pacific, Antarctic"
6581,-170.5,-64.5,2091-2100,ssp126,-38.74,-13.64,-9.67,3.09,13.07,"Pacific, Antarctic"
6585,-170.5,-63.5,2091-2100,ssp126,-33.3,-8.2,-3.71,10.82,14.46,"Pacific, Antarctic"
6589,-170.5,-62.5,2091-2100,ssp126,-29.27,-2.31,1.01,18.88,16.29,"Pacific, Antarctic"
6593,-170.5,-61.5,2091-2100,ssp126,-26.82,-2.23,1.54,17.81,14.74,"Pacific, Antarctic"
6597,-170.5,-60.5,2091-2100,ssp126,-26.05,-3.73,-0.67,11.08,12.59,"Pacific, Antarctic"
7249,-169.5,-77.5,2091-2100,ssp126,-32.9,-6.31,-6.72,35.79,19.51,"Pacific, Antarctic"
7253,-169.5,-76.5,2091-2100,ssp126,-48.1,-9.18,-6.45,33.34,25.38,"Pacific, Antarctic"
7257,-169.5,-75.5,2091-2100,ssp126,-52.81,-5.17,-10.09,52.57,30.06,"Pacific, Antarctic"
7261,-169.5,-74.5,2091-2100,ssp126,-46.32,-6.83,-5.38,24.68,21.42,"Pacific, Antarctic"
7265,-169.5,-73.5,2091-2100,ssp126,-43.44,-6.3,-3.66,16.63,17.03,"Pacific, Antarctic"
7269,-169.5,-72.5,2091-2100,ssp126,-45.57,-8.5,-9.55,23.57,17.96,"Pacific, Antarctic"
7273,-169.5,-71.5,2091-2100,ssp126,-47.58,-14.74,-11.72,-3.18,12.79,"Pacific, Antarctic"
7277,-169.5,-70.5,2091-2100,ssp126,-51.74,-16.67,-15.04,3.85,14.51,"Pacific, Antarctic"
7281,-169.5,-69.5,2091-2100,ssp126,-56.17,-16.12,-14.52,13.72,18.46,"Pacific, Antarctic"
7285,-169.5,-68.5,2091-2100,ssp126,-56.43,-17.27,-13.99,16.19,19.29,"Pacific, Antarctic"
7289,-169.5,-67.5,2091-2100,ssp126,-57.89,-14.45,-10.54,17.21,20.96,"Pacific, Antarctic"
7293,-169.5,-66.5,2091-2100,ssp126,-59.59,-16.08,-11.31,3.69,19.15,"Pacific, Antarctic"
7297,-169.5,-65.5,2091-2100,ssp126,-51.67,-17.48,-10.81,-4.41,15.48,"Pacific, Antarctic"
7301,-169.5,-64.5,2091-2100,ssp126,-40.75,-14.15,-10.65,1.28,13.71,"Pacific, Antarctic"
7305,-169.5,-63.5,2091-2100,ssp126,-35.23,-10.74,-7.22,4.95,13.45,"Pacific, Antarctic"
7309,-169.5,-62.5,2091-2100,ssp126,-29.65,-3.67,0.02,18.43,15.84,"Pacific, Antarctic"
7313,-169.5,-61.5,2091-2100,ssp126,-26.91,-2.75,1.19,18.76,14.3,"Pacific, Antarctic"
7317,-169.5,-60.5,2091-2100,ssp126,-26.82,-3.49,-0.89,13.39,13.15,"Pacific, Antarctic"
7969,-168.5,-77.5,2091-2100,ssp126,-38.27,-7.59,-9.04,35.89,20.63,"Pacific, Antarctic"
7973,-168.5,-76.5,2091-2100,ssp126,-49.57,-10.21,-10.63,34.22,26.18,"Pacific, Antarctic"
7977,-168.5,-75.5,2091-2100,ssp126,-51.78,-7.74,-15.28,42.38,28.32,"Pacific, Antarctic"
7981,-168.5,-74.5,2091-2100,ssp126,-42.34,-7.29,-4.92,23.26,19.98,"Pacific, Antarctic"
7985,-168.5,-73.5,2091-2100,ssp126,-38.08,-6.77,-5.67,15.44,14.62,"Pacific, Antarctic"
7989,-168.5,-72.5,2091-2100,ssp126,-40.92,-9.57,-9.51,11.61,14.31,"Pacific, Antarctic"
7993,-168.5,-71.5,2091-2100,ssp126,-42.65,-15.29,-12.97,-4.75,10.76,"Pacific, Antarctic"
7997,-168.5,-70.5,2091-2100,ssp126,-47.43,-16.29,-15.93,2.64,13.52,"Pacific, Antarctic"
8001,-168.5,-69.5,2091-2100,ssp126,-54.94,-16.51,-14.87,9.75,17.46,"Pacific, Antarctic"
8005,-168.5,-68.5,2091-2100,ssp126,-55.43,-16.87,-14.16,17.81,19.47,"Pacific, Antarctic"
8009,-168.5,-67.5,2091-2100,ssp126,-55.63,-14.37,-10.55,18.63,20.65,"Pacific, Antarctic"
8013,-168.5,-66.5,2091-2100,ssp126,-58.51,-14.63,-9.29,13.63,20.68,"Pacific, Antarctic"
8017,-168.5,-65.5,2091-2100,ssp126,-52.32,-16.82,-11.56,1.53,16.72,"Pacific, Antarctic"
8021,-168.5,-64.5,2091-2100,ssp126,-43.42,-15.07,-10.88,3.27,14.46,"Pacific, Antarctic"
8025,-168.5,-63.5,2091-2100,ssp126,-37.14,-12.83,-11.24,0.73,13.1,"Pacific, Antarctic"
8029,-168.5,-62.5,2091-2100,ssp126,-30.27,-5.34,-0.49,17.75,15.31,"Pacific, Antarctic"
8033,-168.5,-61.5,2091-2100,ssp126,-26.93,-2.63,1.26,15.26,14.42,"Pacific, Antarctic"
8037,-168.5,-60.5,2091-2100,ssp126,-27.47,-3.06,-0.81,18.8,13.98,"Pacific, Antarctic"
8689,-167.5,-77.5,2091-2100,ssp126,-34.91,-8.36,-10.47,35.27,19.97,"Pacific, Antarctic"
8693,-167.5,-76.5,2091-2100,ssp126,-50.65,-11.44,-13.18,34.6,26.41,"Pacific, Antarctic"
8697,-167.5,-75.5,2091-2100,ssp126,-50.36,-12.57,-19.08,27.64,23.59,"Pacific, Antarctic"
8701,-167.5,-74.5,2091-2100,ssp126,-39.33,-8.21,-4.64,22.5,18.19,"Pacific, Antarctic"
8705,-167.5,-73.5,2091-2100,ssp126,-33.94,-5.67,-6.35,17.85,14.72,"Pacific, Antarctic"
8709,-167.5,-72.5,2091-2100,ssp126,-38.06,-9.76,-9.36,6.55,12.47,"Pacific, Antarctic"
8713,-167.5,-71.5,2091-2100,ssp126,-38.57,-13.76,-13.24,-0.69,10.86,"Pacific, Antarctic"
8717,-167.5,-70.5,2091-2100,ssp126,-43.26,-16.1,-15.71,5.66,12.79,"Pacific, Antarctic"
8721,-167.5,-69.5,2091-2100,ssp126,-53.17,-16.21,-14.76,9.65,17.13,"Pacific, Antarctic"
8725,-167.5,-68.5,2091-2100,ssp126,-54.49,-16.68,-14.27,15.81,19.1,"Pacific, Antarctic"
8729,-167.5,-67.5,2091-2100,ssp126,-53.08,-15.03,-11.37,19.87,20.11,"Pacific, Antarctic"
8733,-167.5,-66.5,2091-2100,ssp126,-57.33,-14.83,-8.9,11.55,20.31,"Pacific, Antarctic"
8737,-167.5,-65.5,2091-2100,ssp126,-52.72,-16.84,-10.91,-1.01,16.81,"Pacific, Antarctic"
8741,-167.5,-64.5,2091-2100,ssp126,-46.32,-16.26,-12.07,0.76,14.79,"Pacific, Antarctic"
8745,-167.5,-63.5,2091-2100,ssp126,-38.81,-13.57,-11.56,4.63,13.77,"Pacific, Antarctic"
8749,-167.5,-62.5,2091-2100,ssp126,-31.6,-6.18,-2.11,19.08,15.56,"Pacific, Antarctic"
8753,-167.5,-61.5,2091-2100,ssp126,-27.51,-2.51,1.17,15.37,14.66,"Pacific, Antarctic"
