rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
183039,74.5,-50.5,2041-2050,ssp126,-13.91,-4.51,-4.38,6.82,5.61,Heard Island and McDonald Islands,NA
183739,75.5,-55.5,2041-2050,ssp126,-8.53,-2.6,-3.91,6.22,3.97,Heard Island and McDonald Islands,NA
183743,75.5,-54.5,2041-2050,ssp126,-7.91,-2.91,-3.01,5.53,3.79,Heard Island and McDonald Islands,NA
183747,75.5,-53.5,2041-2050,ssp126,-5.24,-1.31,-1.09,3.3,3.22,Heard Island and McDonald Islands,NA
183751,75.5,-52.5,2041-2050,ssp126,-7.53,-1.83,-2.18,2.55,3.44,Heard Island and McDonald Islands,NA
183755,75.5,-51.5,2041-2050,ssp126,-8.49,-4.4,-4.77,3.86,3.21,Heard Island and McDonald Islands,NA
183759,75.5,-50.5,2041-2050,ssp126,-14.22,-6.09,-5.25,0.02,5.12,Heard Island and McDonald Islands,NA
184459,76.5,-55.5,2041-2050,ssp126,-8.88,-2.82,-2.26,0.81,2.67,Heard Island and McDonald Islands,NA
184463,76.5,-54.5,2041-2050,ssp126,-6.08,-2.01,-3.79,7.36,4.59,Heard Island and McDonald Islands,NA
184467,76.5,-53.5,2041-2050,ssp126,-6.44,-0.7,-2.35,7.57,4.9,Heard Island and McDonald Islands,NA
184471,76.5,-52.5,2041-2050,ssp126,-7.95,-2.59,-3.61,5.11,3.85,Heard Island and McDonald Islands,NA
184475,76.5,-51.5,2041-2050,ssp126,-8.85,-5.07,-5.59,0.77,2.51,Heard Island and McDonald Islands,NA
184479,76.5,-50.5,2041-2050,ssp126,-14.17,-5.66,-4.7,5.95,6.39,Heard Island and McDonald Islands,NA
185179,77.5,-55.5,2041-2050,ssp126,-9.34,-1.13,-1.36,6.03,4.32,Heard Island and McDonald Islands,NA
185183,77.5,-54.5,2041-2050,ssp126,-9.24,-2.11,-1.89,3.76,3.8,Heard Island and McDonald Islands,NA
185187,77.5,-53.5,2041-2050,ssp126,-7.69,-3.56,-4.45,1.21,3.38,Heard Island and McDonald Islands,NA
185191,77.5,-52.5,2041-2050,ssp126,-10.93,-4.94,-5.17,2.33,3.59,Heard Island and McDonald Islands,NA
185195,77.5,-51.5,2041-2050,ssp126,-8.55,-4.97,-5.98,3.6,3.78,Heard Island and McDonald Islands,NA
185903,78.5,-54.5,2041-2050,ssp126,-10.38,-2.4,-2.96,4.5,4.16,Heard Island and McDonald Islands,NA
185907,78.5,-53.5,2041-2050,ssp126,-9.96,-2.7,-2.11,2.56,3.73,Heard Island and McDonald Islands,NA
185911,78.5,-52.5,2041-2050,ssp126,-9.2,-3.73,-3.9,3.14,3.52,Heard Island and McDonald Islands,NA
185915,78.5,-51.5,2041-2050,ssp126,-16.93,-6.52,-6.39,0.87,5.1,Heard Island and McDonald Islands,NA
