rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
181610,72.5,-47.5,2091-2100,ssp585,-41.94,-17.59,-17.59,1.3,13.43,Kerguelen Islands,NA
181614,72.5,-46.5,2091-2100,ssp585,-37.44,-16.69,-16.64,6.57,13.12,Kerguelen Islands,NA
182318,73.5,-50.5,2091-2100,ssp585,-43.89,-16.17,-16.96,11.59,14.58,Kerguelen Islands,NA
182322,73.5,-49.5,2091-2100,ssp585,-40.85,-16.47,-18.77,15.41,16.09,Kerguelen Islands,NA
182326,73.5,-48.5,2091-2100,ssp585,-40.33,-16.65,-18.78,17.68,16.41,Kerguelen Islands,NA
182330,73.5,-47.5,2091-2100,ssp585,-39.29,-17.43,-18.55,6.56,13.75,Kerguelen Islands,NA
182334,73.5,-46.5,2091-2100,ssp585,-34.12,-15.48,-15.37,2.21,11.75,Kerguelen Islands,NA
183042,74.5,-49.5,2091-2100,ssp585,-40.19,-16.29,-16.68,11.7,15.57,Kerguelen Islands,NA
183046,74.5,-48.5,2091-2100,ssp585,-39.23,-17.42,-19.16,7.94,14.54,Kerguelen Islands,NA
183050,74.5,-47.5,2091-2100,ssp585,-35.92,-16.67,-17.95,5.05,12.99,Kerguelen Islands,NA
183762,75.5,-49.5,2091-2100,ssp585,-38.92,-15.33,-17.83,19.27,17.24,Kerguelen Islands,NA
