rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
158576,40.5,-46.5,2041-2050,ssp585,-13.89,-4.04,-3.13,2.61,5.96,Prince Edward Island,NA
158580,40.5,-45.5,2041-2050,ssp585,-11.61,-3.66,-2.93,2.6,5.19,Prince Edward Island,NA
158584,40.5,-44.5,2041-2050,ssp585,-12.05,-4.43,-4.49,2.76,4.77,Prince Edward Island,NA
159288,41.5,-48.5,2041-2050,ssp585,-14.57,-6.43,-5.2,2.83,5.96,Prince Edward Island,NA
159292,41.5,-47.5,2041-2050,ssp585,-15.05,-5.29,-5.01,2.57,6.01,Prince Edward Island,NA
159296,41.5,-46.5,2041-2050,ssp585,-12.54,-3.53,-2.73,3.34,5.99,Prince Edward Island,NA
159300,41.5,-45.5,2041-2050,ssp585,-11.02,-2.91,-2.52,3.89,5.53,Prince Edward Island,NA
159304,41.5,-44.5,2041-2050,ssp585,-12.98,-4.51,-4.03,2.57,4.86,Prince Edward Island,NA
160012,42.5,-47.5,2041-2050,ssp585,-13.98,-5.17,-4.94,2.38,5.44,Prince Edward Island,NA
160016,42.5,-46.5,2041-2050,ssp585,-12.18,-3.67,-2.62,4.11,5.66,Prince Edward Island,NA
160020,42.5,-45.5,2041-2050,ssp585,-11.34,-2.74,-2.32,5.04,5.35,Prince Edward Island,NA
