year,scenario,eez,min_change,mean_change,median_change,max_change,sd_change,tooltip,fao,mpa,so,subregion
2053,ssp585,Kerguelen Islands,-22.65,-8.01,-8.41,0.39,6.49,"Year: 2053
Mean change: -8%
SD: ±6.5%",NA,NA,NA,NA
2053,ssp585,Macquarie Island,-30.15,-10.71,-7.9,0.42,9.99,"Year: 2053
Mean change: -10.7%
SD: ±10%",NA,NA,NA,NA
2053,ssp585,Prince Edward Islands,-19.09,-6.98,-6.67,1.47,6.81,"Year: 2053
Mean change: -7%
SD: ±6.8%",NA,NA,NA,NA
2054,ssp126,Crozet Islands,-17.58,-5.18,-4.2,6.11,7.29,"Year: 2054
Mean change: -5.2%
SD: ±7.3%",NA,NA,NA,NA
2054,ssp126,Heard Island and McDonald Islands,-12.07,-4.11,-4.34,4.39,4.74,"Year: 2054
Mean change: -4.1%
SD: ±4.7%",NA,NA,NA,NA
2054,ssp126,Kerguelen Islands,-16.62,-4.67,-3.77,4.59,6.2,"Year: 2054
Mean change: -4.7%
SD: ±6.2%",NA,NA,NA,NA
2054,ssp126,Macquarie Island,-21.14,-8.97,-8.73,4.07,6.82,"Year: 2054
Mean change: -9%
SD: ±6.8%",NA,NA,NA,NA
2054,ssp126,Prince Edward Islands,-17.66,-3.82,-2.21,5.68,7.36,"Year: 2054
Mean change: -3.8%
SD: ±7.4%",NA,NA,NA,NA
2054,ssp585,Crozet Islands,-23.66,-7.41,-7.24,6.16,8.38,"Year: 2054
Mean change: -7.4%
SD: ±8.4%",NA,NA,NA,NA
2054,ssp585,Heard Island and McDonald Islands,-10.92,-3.35,-2.39,3.38,4.43,"Year: 2054
Mean change: -3.4%
SD: ±4.4%",NA,NA,NA,NA
2054,ssp585,Kerguelen Islands,-19.84,-6.69,-6.23,4.57,7.93,"Year: 2054
Mean change: -6.7%
SD: ±7.9%",NA,NA,NA,NA
2054,ssp585,Macquarie Island,-30.04,-11.53,-9.11,2.27,9.45,"Year: 2054
Mean change: -11.5%
SD: ±9.4%",NA,NA,NA,NA
2054,ssp585,Prince Edward Islands,-25.11,-6.77,-7.1,5.46,8.2,"Year: 2054
Mean change: -6.8%
SD: ±8.2%",NA,NA,NA,NA
2055,ssp126,Crozet Islands,-16.39,-4.3,-4.74,6.18,7.07,"Year: 2055
Mean change: -4.3%
SD: ±7.1%",NA,NA,NA,NA
2055,ssp126,Heard Island and McDonald Islands,-12.69,-3.16,-3.42,3.38,5.28,"Year: 2055
Mean change: -3.2%
SD: ±5.3%",NA,NA,NA,NA
2055,ssp126,Kerguelen Islands,-17.39,-4.88,-5.79,4.71,6.45,"Year: 2055
Mean change: -4.9%
SD: ±6.4%",NA,NA,NA,NA
2055,ssp126,Macquarie Island,-19.11,-5.43,-5.55,3.08,6.44,"Year: 2055
Mean change: -5.4%
SD: ±6.4%",NA,NA,NA,NA
2055,ssp126,Prince Edward Islands,-12.61,-2.36,-3.32,6.82,7.11,"Year: 2055
Mean change: -2.4%
SD: ±7.1%",NA,NA,NA,NA
2055,ssp585,Crozet Islands,-24.73,-7.97,-7.01,2.5,8.31,"Year: 2055
Mean change: -8%
SD: ±8.3%",NA,NA,NA,NA
2055,ssp585,Heard Island and McDonald Islands,-11.2,-6.04,-7.17,1.29,3.31,"Year: 2055
Mean change: -6%
SD: ±3.3%",NA,NA,NA,NA
2055,ssp585,Kerguelen Islands,-23.53,-8.69,-8.26,1.57,8.4,"Year: 2055
Mean change: -8.7%
SD: ±8.4%",NA,NA,NA,NA
2055,ssp585,Macquarie Island,-30.21,-11.97,-9.36,6.01,10.69,"Year: 2055
Mean change: -12%
SD: ±10.7%",NA,NA,NA,NA
2055,ssp585,Prince Edward Islands,-21.83,-8.12,-6.98,-0.33,6.34,"Year: 2055
Mean change: -8.1%
SD: ±6.3%",NA,NA,NA,NA
2056,ssp126,Crozet Islands,-6.99,-2.44,-4.72,7.2,4.97,"Year: 2056
Mean change: -2.4%
SD: ±5%",NA,NA,NA,NA
2056,ssp126,Heard Island and McDonald Islands,-13.29,-4.65,-4.62,1.23,4.19,"Year: 2056
Mean change: -4.7%
SD: ±4.2%",NA,NA,NA,NA
2056,ssp126,Kerguelen Islands,-12.06,-4.7,-5.53,3.53,4.52,"Year: 2056
Mean change: -4.7%
SD: ±4.5%",NA,NA,NA,NA
2056,ssp126,Macquarie Island,-25.44,-9.18,-7.6,-1.37,6.67,"Year: 2056
Mean change: -9.2%
SD: ±6.7%",NA,NA,NA,NA
2056,ssp126,Prince Edward Islands,-5.66,-1.41,-1,5.35,3.74,"Year: 2056
Mean change: -1.4%
SD: ±3.7%",NA,NA,NA,NA
2056,ssp585,Crozet Islands,-14.12,-5.11,-6.59,6.07,5.96,"Year: 2056
Mean change: -5.1%
SD: ±6%",NA,NA,NA,NA
2056,ssp585,Heard Island and McDonald Islands,-11.79,-5.05,-5.54,5.71,4.7,"Year: 2056
Mean change: -5%
SD: ±4.7%",NA,NA,NA,NA
2056,ssp585,Kerguelen Islands,-15.69,-5.65,-7.36,7.77,7.19,"Year: 2056
Mean change: -5.7%
SD: ±7.2%",NA,NA,NA,NA
2056,ssp585,Macquarie Island,-30.94,-12.85,-11.03,3.63,11.2,"Year: 2056
Mean change: -12.8%
SD: ±11.2%",NA,NA,NA,NA
2056,ssp585,Prince Edward Islands,-19.96,-7.1,-7.67,4.22,6.42,"Year: 2056
Mean change: -7.1%
SD: ±6.4%",NA,NA,NA,NA
2057,ssp126,Crozet Islands,-15.97,-4.71,-4.62,1.18,4.87,"Year: 2057
Mean change: -4.7%
SD: ±4.9%",NA,NA,NA,NA
2057,ssp126,Heard Island and McDonald Islands,-13.66,-6.06,-5.22,-0.23,3.64,"Year: 2057
Mean change: -6.1%
SD: ±3.6%",NA,NA,NA,NA
2057,ssp126,Kerguelen Islands,-17.26,-5.63,-5.04,-0.04,4.91,"Year: 2057
Mean change: -5.6%
SD: ±4.9%",NA,NA,NA,NA
2057,ssp126,Macquarie Island,-17.49,-7.38,-7.72,3.66,6.33,"Year: 2057
Mean change: -7.4%
SD: ±6.3%",NA,NA,NA,NA
2057,ssp126,Prince Edward Islands,-6.15,-2.23,-2.63,4.44,3.55,"Year: 2057
Mean change: -2.2%
SD: ±3.5%",NA,NA,NA,NA
2057,ssp585,Crozet Islands,-18.79,-7.54,-6.57,2.12,5.98,"Year: 2057
Mean change: -7.5%
SD: ±6%",NA,NA,NA,NA
2057,ssp585,Heard Island and McDonald Islands,-11.15,-6.03,-6.76,2.78,3.61,"Year: 2057
Mean change: -6%
SD: ±3.6%",NA,NA,NA,NA
2057,ssp585,Kerguelen Islands,-20.29,-7.67,-7.36,1.23,6.18,"Year: 2057
Mean change: -7.7%
SD: ±6.2%",NA,NA,NA,NA
2057,ssp585,Macquarie Island,-31.41,-12.99,-10.11,-1.38,9.55,"Year: 2057
Mean change: -13%
SD: ±9.6%",NA,NA,NA,NA
2057,ssp585,Prince Edward Islands,-19.21,-8.36,-8.46,-1.01,5.83,"Year: 2057
Mean change: -8.4%
SD: ±5.8%",NA,NA,NA,NA
2058,ssp126,Crozet Islands,-17.27,-5.41,-6.67,1.8,5.56,"Year: 2058
Mean change: -5.4%
SD: ±5.6%",NA,NA,NA,NA
2058,ssp126,Heard Island and McDonald Islands,-14.16,-5,-5,1.23,4.02,"Year: 2058
Mean change: -5%
SD: ±4%",NA,NA,NA,NA
2058,ssp126,Kerguelen Islands,-12.79,-5.95,-6.52,3.83,5.22,"Year: 2058
Mean change: -6%
SD: ±5.2%",NA,NA,NA,NA
2058,ssp126,Macquarie Island,-21.91,-6.89,-6.15,-1.02,5.81,"Year: 2058
Mean change: -6.9%
SD: ±5.8%",NA,NA,NA,NA
2058,ssp126,Prince Edward Islands,-16.46,-4.3,-4.03,3.14,5.99,"Year: 2058
Mean change: -4.3%
SD: ±6%",NA,NA,NA,NA
2058,ssp585,Crozet Islands,-12.75,-4.92,-6.01,5.75,5.56,"Year: 2058
Mean change: -4.9%
SD: ±5.6%",NA,NA,NA,NA
2058,ssp585,Heard Island and McDonald Islands,-9.31,-5.48,-5.96,4.29,3.82,"Year: 2058
Mean change: -5.5%
SD: ±3.8%",NA,NA,NA,NA
2058,ssp585,Kerguelen Islands,-16.28,-6.47,-5.12,3.5,5.89,"Year: 2058
Mean change: -6.5%
SD: ±5.9%",NA,NA,NA,NA
2058,ssp585,Macquarie Island,-30.63,-9.58,-9.91,3.39,9.61,"Year: 2058
Mean change: -9.6%
SD: ±9.6%",NA,NA,NA,NA
2058,ssp585,Prince Edward Islands,-18.37,-6.62,-6.8,3.76,7.23,"Year: 2058
Mean change: -6.6%
SD: ±7.2%",NA,NA,NA,NA
2059,ssp126,Crozet Islands,-9.96,-4.08,-5.68,6.1,5.1,"Year: 2059
Mean change: -4.1%
SD: ±5.1%",NA,NA,NA,NA
2059,ssp126,Heard Island and McDonald Islands,-14.6,-4.29,-3.74,2.12,5.05,"Year: 2059
Mean change: -4.3%
SD: ±5%",NA,NA,NA,NA
2059,ssp126,Kerguelen Islands,-15.76,-5.35,-5.68,3.19,5.49,"Year: 2059
Mean change: -5.3%
SD: ±5.5%",NA,NA,NA,NA
2059,ssp126,Macquarie Island,-21.56,-8.34,-8.22,1.73,6.33,"Year: 2059
Mean change: -8.3%
SD: ±6.3%",NA,NA,NA,NA
2059,ssp126,Prince Edward Islands,-10.05,-3.32,-4.14,6.45,5.32,"Year: 2059
Mean change: -3.3%
SD: ±5.3%",NA,NA,NA,NA
2059,ssp585,Crozet Islands,-19.35,-6.14,-6.1,5.02,7.68,"Year: 2059
Mean change: -6.1%
SD: ±7.7%",NA,NA,NA,NA
2059,ssp585,Heard Island and McDonald Islands,-8.63,-5.27,-6.69,2.62,3.68,"Year: 2059
Mean change: -5.3%
SD: ±3.7%",NA,NA,NA,NA
2059,ssp585,Kerguelen Islands,-16.57,-6.8,-6.95,2.36,6.07,"Year: 2059
Mean change: -6.8%
SD: ±6.1%",NA,NA,NA,NA
2059,ssp585,Macquarie Island,-28.26,-10.97,-10.79,0.17,8.86,"Year: 2059
Mean change: -11%
SD: ±8.9%",NA,NA,NA,NA
2059,ssp585,Prince Edward Islands,-23.62,-8.6,-8.52,1.56,8.31,"Year: 2059
Mean change: -8.6%
SD: ±8.3%",NA,NA,NA,NA
2060,ssp126,Crozet Islands,-17.14,-5.14,-5.47,4.81,6.38,"Year: 2060
Mean change: -5.1%
SD: ±6.4%",NA,NA,NA,NA
2060,ssp126,Heard Island and McDonald Islands,-14.6,-3.96,-2.68,4.06,5.04,"Year: 2060
Mean change: -4%
SD: ±5%",NA,NA,NA,NA
2060,ssp126,Kerguelen Islands,-20.04,-5.99,-6.77,7.09,7.69,"Year: 2060
Mean change: -6%
SD: ±7.7%",NA,NA,NA,NA
2060,ssp126,Macquarie Island,-15.68,-6.08,-7.21,3.53,5.6,"Year: 2060
Mean change: -6.1%
SD: ±5.6%",NA,NA,NA,NA
2060,ssp126,Prince Edward Islands,-17.68,-5.48,-4.55,1.86,6.07,"Year: 2060
Mean change: -5.5%
SD: ±6.1%",NA,NA,NA,NA
2060,ssp585,Crozet Islands,-25.19,-7.6,-5.61,1.86,8.27,"Year: 2060
Mean change: -7.6%
SD: ±8.3%",NA,NA,NA,NA
2060,ssp585,Heard Island and McDonald Islands,-8.98,-4.4,-5.15,2.65,3.6,"Year: 2060
Mean change: -4.4%
SD: ±3.6%",NA,NA,NA,NA
2060,ssp585,Kerguelen Islands,-16.9,-6.31,-4.83,5.15,6.63,"Year: 2060
Mean change: -6.3%
SD: ±6.6%",NA,NA,NA,NA
2060,ssp585,Macquarie Island,-25.01,-12.49,-13.07,2.09,9.7,"Year: 2060
Mean change: -12.5%
SD: ±9.7%",NA,NA,NA,NA
2060,ssp585,Prince Edward Islands,-26.3,-9.69,-9.03,1.75,7.66,"Year: 2060
Mean change: -9.7%
SD: ±7.7%",NA,NA,NA,NA
2061,ssp126,Crozet Islands,-20.24,-7.47,-6.72,3.37,6.3,"Year: 2061
Mean change: -7.5%
SD: ±6.3%",NA,NA,NA,NA
2061,ssp126,Heard Island and McDonald Islands,-13.69,-3.92,-1.68,0.98,4.61,"Year: 2061
Mean change: -3.9%
SD: ±4.6%",NA,NA,NA,NA
2061,ssp126,Kerguelen Islands,-13.48,-4.42,-4.85,6.83,5.94,"Year: 2061
Mean change: -4.4%
SD: ±5.9%",NA,NA,NA,NA
2061,ssp126,Macquarie Island,-28.78,-7.91,-7.11,6.64,9.18,"Year: 2061
Mean change: -7.9%
SD: ±9.2%",NA,NA,NA,NA
2061,ssp126,Prince Edward Islands,-19.87,-6.43,-4.72,2.13,6.26,"Year: 2061
Mean change: -6.4%
SD: ±6.3%",NA,NA,NA,NA
2061,ssp585,Crozet Islands,-18.53,-7.24,-7.46,4.22,7.25,"Year: 2061
Mean change: -7.2%
SD: ±7.2%",NA,NA,NA,NA
2061,ssp585,Heard Island and McDonald Islands,-15.02,-6.89,-7.68,0.45,4.43,"Year: 2061
Mean change: -6.9%
SD: ±4.4%",NA,NA,NA,NA
2061,ssp585,Kerguelen Islands,-26.2,-8.85,-8.35,-0.05,7.82,"Year: 2061
Mean change: -8.8%
SD: ±7.8%",NA,NA,NA,NA
2061,ssp585,Macquarie Island,-24.71,-10.67,-11.96,2.6,8.17,"Year: 2061
Mean change: -10.7%
SD: ±8.2%",NA,NA,NA,NA
2061,ssp585,Prince Edward Islands,-15.37,-6.01,-6.99,9.18,6.72,"Year: 2061
Mean change: -6%
SD: ±6.7%",NA,NA,NA,NA
2062,ssp126,Crozet Islands,-10.53,-4.69,-5.42,1.96,3.55,"Year: 2062
Mean change: -4.7%
SD: ±3.5%",NA,NA,NA,NA
2062,ssp126,Heard Island and McDonald Islands,-12.02,-3.18,-5.71,9.62,6.76,"Year: 2062
Mean change: -3.2%
SD: ±6.8%",NA,NA,NA,NA
2062,ssp126,Kerguelen Islands,-9.31,-4.31,-6.92,4.55,4.97,"Year: 2062
Mean change: -4.3%
SD: ±5%",NA,NA,NA,NA
2062,ssp126,Macquarie Island,-28.29,-9.57,-7.87,-0.57,8.06,"Year: 2062
Mean change: -9.6%
SD: ±8.1%",NA,NA,NA,NA
2062,ssp126,Prince Edward Islands,-8.67,-3.37,-3.31,2.78,3.35,"Year: 2062
Mean change: -3.4%
SD: ±3.4%",NA,NA,NA,NA
2062,ssp585,Crozet Islands,-26.26,-7.87,-6.1,3.86,9.61,"Year: 2062
Mean change: -7.9%
SD: ±9.6%",NA,NA,NA,NA
2062,ssp585,Heard Island and McDonald Islands,-15.53,-7.1,-8.45,-0.15,4.65,"Year: 2062
Mean change: -7.1%
SD: ±4.7%",NA,NA,NA,NA
2062,ssp585,Kerguelen Islands,-26.11,-8.72,-8.24,7.75,9.09,"Year: 2062
Mean change: -8.7%
SD: ±9.1%",NA,NA,NA,NA
2062,ssp585,Macquarie Island,-24.02,-8.59,-9.36,5.2,8.79,"Year: 2062
Mean change: -8.6%
SD: ±8.8%",NA,NA,NA,NA
2062,ssp585,Prince Edward Islands,-25.49,-8.11,-8.36,5.19,9.56,"Year: 2062
Mean change: -8.1%
SD: ±9.6%",NA,NA,NA,NA
2063,ssp126,Crozet Islands,-10.77,-3.6,-3.35,1.32,3.72,"Year: 2063
Mean change: -3.6%
SD: ±3.7%",NA,NA,NA,NA
2063,ssp126,Heard Island and McDonald Islands,-14.75,-6.61,-5.77,1.16,4.45,"Year: 2063
Mean change: -6.6%
SD: ±4.4%",NA,NA,NA,NA
2063,ssp126,Kerguelen Islands,-11.38,-5.34,-5.96,2.25,4.18,"Year: 2063
Mean change: -5.3%
SD: ±4.2%",NA,NA,NA,NA
2063,ssp126,Macquarie Island,-19.69,-7.48,-8.82,7.39,7.58,"Year: 2063
Mean change: -7.5%
SD: ±7.6%",NA,NA,NA,NA
2063,ssp126,Prince Edward Islands,-6.71,-1.96,-2.47,2.74,3.22,"Year: 2063
Mean change: -2%
SD: ±3.2%",NA,NA,NA,NA
2063,ssp585,Crozet Islands,-28.7,-7.5,-7.47,7.65,10.46,"Year: 2063
Mean change: -7.5%
SD: ±10.5%",NA,NA,NA,NA
2063,ssp585,Heard Island and McDonald Islands,-15.53,-6.53,-6.85,4.23,5.31,"Year: 2063
Mean change: -6.5%
SD: ±5.3%",NA,NA,NA,NA
2063,ssp585,Kerguelen Islands,-23.5,-8.72,-8.97,3.34,8.94,"Year: 2063
Mean change: -8.7%
SD: ±8.9%",NA,NA,NA,NA
2063,ssp585,Macquarie Island,-28,-10.85,-10.51,-0.51,7.45,"Year: 2063
Mean change: -10.8%
SD: ±7.4%",NA,NA,NA,NA
2063,ssp585,Prince Edward Islands,-28.75,-8.44,-8.35,5.45,9.96,"Year: 2063
Mean change: -8.4%
SD: ±10%",NA,NA,NA,NA
2064,ssp126,Crozet Islands,-11.86,-5.63,-5.36,3.27,4.61,"Year: 2064
Mean change: -5.6%
SD: ±4.6%",NA,NA,NA,NA
2064,ssp126,Heard Island and McDonald Islands,-11.3,-5.68,-5.58,0.48,3.66,"Year: 2064
Mean change: -5.7%
SD: ±3.7%",NA,NA,NA,NA
2064,ssp126,Kerguelen Islands,-9.49,-4.9,-6.27,1.42,3.53,"Year: 2064
Mean change: -4.9%
SD: ±3.5%",NA,NA,NA,NA
2064,ssp126,Macquarie Island,-22.62,-8.29,-7.43,3.4,6.79,"Year: 2064
Mean change: -8.3%
SD: ±6.8%",NA,NA,NA,NA
2064,ssp126,Prince Edward Islands,-9.9,-4.5,-4.82,5.2,4.24,"Year: 2064
Mean change: -4.5%
SD: ±4.2%",NA,NA,NA,NA
2064,ssp585,Crozet Islands,-25.79,-8.13,-6.48,2.81,9.26,"Year: 2064
Mean change: -8.1%
SD: ±9.3%",NA,NA,NA,NA
2064,ssp585,Heard Island and McDonald Islands,-18.45,-8.21,-8.33,-0.07,5.33,"Year: 2064
Mean change: -8.2%
SD: ±5.3%",NA,NA,NA,NA
2064,ssp585,Kerguelen Islands,-26.91,-10.48,-10.01,1.28,8.36,"Year: 2064
Mean change: -10.5%
SD: ±8.4%",NA,NA,NA,NA
2064,ssp585,Macquarie Island,-28.84,-8.84,-9.28,8.97,10.52,"Year: 2064
Mean change: -8.8%
SD: ±10.5%",NA,NA,NA,NA
2064,ssp585,Prince Edward Islands,-23.35,-7.73,-7.9,3.79,8.16,"Year: 2064
Mean change: -7.7%
SD: ±8.2%",NA,NA,NA,NA
2065,ssp126,Crozet Islands,-17.45,-5.62,-6.36,3.41,6.7,"Year: 2065
Mean change: -5.6%
SD: ±6.7%",NA,NA,NA,NA
2065,ssp126,Heard Island and McDonald Islands,-10.35,-4.17,-4.56,2.83,3.44,"Year: 2065
Mean change: -4.2%
SD: ±3.4%",NA,NA,NA,NA
2065,ssp126,Kerguelen Islands,-12.36,-5.37,-5.73,-0.16,3.75,"Year: 2065
Mean change: -5.4%
SD: ±3.8%",NA,NA,NA,NA
2065,ssp126,Macquarie Island,-20.22,-10.05,-9.21,-0.72,5.49,"Year: 2065
Mean change: -10.1%
SD: ±5.5%",NA,NA,NA,NA
2065,ssp126,Prince Edward Islands,-17.22,-6.83,-5.52,3.3,6.21,"Year: 2065
Mean change: -6.8%
SD: ±6.2%",NA,NA,NA,NA
2065,ssp585,Crozet Islands,-23.46,-8.35,-7.53,2.89,8.67,"Year: 2065
Mean change: -8.3%
SD: ±8.7%",NA,NA,NA,NA
2065,ssp585,Heard Island and McDonald Islands,-18.9,-7.39,-8.54,4.75,7.23,"Year: 2065
Mean change: -7.4%
SD: ±7.2%",NA,NA,NA,NA
2065,ssp585,Kerguelen Islands,-25.41,-9.1,-9.59,4.24,8.9,"Year: 2065
Mean change: -9.1%
SD: ±8.9%",NA,NA,NA,NA
2065,ssp585,Macquarie Island,-32.33,-10.37,-9.69,9.4,10.56,"Year: 2065
Mean change: -10.4%
SD: ±10.6%",NA,NA,NA,NA
2065,ssp585,Prince Edward Islands,-23.77,-9.66,-8.19,1.12,8.78,"Year: 2065
Mean change: -9.7%
SD: ±8.8%",NA,NA,NA,NA
2066,ssp126,Crozet Islands,-9.83,-3.93,-4.26,3.67,4.24,"Year: 2066
Mean change: -3.9%
SD: ±4.2%",NA,NA,NA,NA
2066,ssp126,Heard Island and McDonald Islands,-9.14,-2.02,-1.93,4.61,4.17,"Year: 2066
Mean change: -2%
SD: ±4.2%",NA,NA,NA,NA
2066,ssp126,Kerguelen Islands,-8.92,-3.94,-4.57,3.57,3.85,"Year: 2066
Mean change: -3.9%
SD: ±3.9%",NA,NA,NA,NA
2066,ssp126,Macquarie Island,-20.08,-9.33,-9.11,3.32,6.27,"Year: 2066
Mean change: -9.3%
SD: ±6.3%",NA,NA,NA,NA
2066,ssp126,Prince Edward Islands,-8.68,-4.41,-4.85,2.98,3.61,"Year: 2066
Mean change: -4.4%
SD: ±3.6%",NA,NA,NA,NA
2066,ssp585,Crozet Islands,-22.42,-9.15,-8.61,4.29,8.55,"Year: 2066
Mean change: -9.2%
SD: ±8.6%",NA,NA,NA,NA
2066,ssp585,Heard Island and McDonald Islands,-22.38,-7.97,-7.78,4.3,7.5,"Year: 2066
Mean change: -8%
SD: ±7.5%",NA,NA,NA,NA
2066,ssp585,Kerguelen Islands,-33.23,-9.96,-11.35,4.84,10.75,"Year: 2066
Mean change: -10%
SD: ±10.8%",NA,NA,NA,NA
2066,ssp585,Macquarie Island,-35.3,-11.51,-12.11,10.37,12.09,"Year: 2066
Mean change: -11.5%
SD: ±12.1%",NA,NA,NA,NA
2066,ssp585,Prince Edward Islands,-21.79,-9.95,-9.32,3.37,7.41,"Year: 2066
Mean change: -9.9%
SD: ±7.4%",NA,NA,NA,NA
2067,ssp126,Crozet Islands,-19.32,-8.1,-6.84,-0.57,6.06,"Year: 2067
Mean change: -8.1%
SD: ±6.1%",NA,NA,NA,NA
2067,ssp126,Heard Island and McDonald Islands,-9.07,-3.44,-2.96,2.87,3.91,"Year: 2067
Mean change: -3.4%
SD: ±3.9%",NA,NA,NA,NA
2067,ssp126,Kerguelen Islands,-20.42,-7.37,-6.68,2.65,6.6,"Year: 2067
Mean change: -7.4%
SD: ±6.6%",NA,NA,NA,NA
2067,ssp126,Macquarie Island,-17.13,-8.92,-7.81,0.06,5.39,"Year: 2067
Mean change: -8.9%
SD: ±5.4%",NA,NA,NA,NA
2067,ssp126,Prince Edward Islands,-18.53,-6.97,-7.11,-0.12,5.78,"Year: 2067
Mean change: -7%
SD: ±5.8%",NA,NA,NA,NA
2067,ssp585,Crozet Islands,-27.17,-8.25,-7.3,3.14,8.44,"Year: 2067
Mean change: -8.2%
SD: ±8.4%",NA,NA,NA,NA
2067,ssp585,Heard Island and McDonald Islands,-17.15,-8.65,-8.89,0.46,5.51,"Year: 2067
Mean change: -8.7%
SD: ±5.5%",NA,NA,NA,NA
2067,ssp585,Kerguelen Islands,-18.7,-8.43,-8.68,3.44,7.15,"Year: 2067
Mean change: -8.4%
SD: ±7.2%",NA,NA,NA,NA
2067,ssp585,Macquarie Island,-26.51,-12.27,-12.4,3.06,8,"Year: 2067
Mean change: -12.3%
SD: ±8%",NA,NA,NA,NA
2067,ssp585,Prince Edward Islands,-26.01,-8.35,-8.77,3.19,8.4,"Year: 2067
Mean change: -8.3%
SD: ±8.4%",NA,NA,NA,NA
2068,ssp126,Crozet Islands,-19.45,-7.17,-7.06,-0.56,5.35,"Year: 2068
Mean change: -7.2%
SD: ±5.3%",NA,NA,NA,NA
2068,ssp126,Heard Island and McDonald Islands,-10.17,-6.39,-6.02,-4.15,2.09,"Year: 2068
Mean change: -6.4%
SD: ±2.1%",NA,NA,NA,NA
2068,ssp126,Kerguelen Islands,-16.7,-7.75,-7.68,-0.11,5.58,"Year: 2068
Mean change: -7.8%
SD: ±5.6%",NA,NA,NA,NA
2068,ssp126,Macquarie Island,-22.28,-8.14,-7.12,1.76,6.99,"Year: 2068
Mean change: -8.1%
SD: ±7%",NA,NA,NA,NA
2068,ssp126,Prince Edward Islands,-18.71,-6.68,-6.36,1.18,5.44,"Year: 2068
Mean change: -6.7%
SD: ±5.4%",NA,NA,NA,NA
2068,ssp585,Crozet Islands,-30.62,-9.66,-8.67,3.28,10.62,"Year: 2068
Mean change: -9.7%
SD: ±10.6%",NA,NA,NA,NA
2068,ssp585,Heard Island and McDonald Islands,-17.76,-8.74,-9.65,0.47,5.7,"Year: 2068
Mean change: -8.7%
SD: ±5.7%",NA,NA,NA,NA
2068,ssp585,Kerguelen Islands,-23.43,-10.02,-9.88,4.27,8.39,"Year: 2068
Mean change: -10%
SD: ±8.4%",NA,NA,NA,NA
2068,ssp585,Macquarie Island,-31.63,-12.84,-11.8,0.68,9.57,"Year: 2068
Mean change: -12.8%
SD: ±9.6%",NA,NA,NA,NA
2068,ssp585,Prince Edward Islands,-25.41,-8.72,-8.93,5.9,10.34,"Year: 2068
Mean change: -8.7%
SD: ±10.3%",NA,NA,NA,NA
2069,ssp126,Crozet Islands,-20.04,-5.2,-3.54,0.92,6.62,"Year: 2069
Mean change: -5.2%
SD: ±6.6%",NA,NA,NA,NA
2069,ssp126,Heard Island and McDonald Islands,-9.65,-5.39,-5.48,-0.62,2.75,"Year: 2069
Mean change: -5.4%
SD: ±2.8%",NA,NA,NA,NA
2069,ssp126,Kerguelen Islands,-15.26,-6.48,-7.01,0.33,4.89,"Year: 2069
Mean change: -6.5%
SD: ±4.9%",NA,NA,NA,NA
2069,ssp126,Macquarie Island,-21.77,-8.87,-10.52,2.06,7.16,"Year: 2069
Mean change: -8.9%
SD: ±7.2%",NA,NA,NA,NA
2069,ssp126,Prince Edward Islands,-16.75,-5.44,-6.21,-0.02,5.39,"Year: 2069
Mean change: -5.4%
SD: ±5.4%",NA,NA,NA,NA
2069,ssp585,Crozet Islands,-29.64,-11.15,-10.98,2.7,10.45,"Year: 2069
Mean change: -11.2%
SD: ±10.4%",NA,NA,NA,NA
2069,ssp585,Heard Island and McDonald Islands,-18.43,-8.72,-9.87,4,6.07,"Year: 2069
Mean change: -8.7%
SD: ±6.1%",NA,NA,NA,NA
2069,ssp585,Kerguelen Islands,-28.04,-12.33,-11.8,0.78,9.39,"Year: 2069
Mean change: -12.3%
SD: ±9.4%",NA,NA,NA,NA
2069,ssp585,Macquarie Island,-26.14,-9.91,-10.95,4.2,8.68,"Year: 2069
Mean change: -9.9%
SD: ±8.7%",NA,NA,NA,NA
2069,ssp585,Prince Edward Islands,-31.91,-10.57,-10.54,6.05,11.94,"Year: 2069
Mean change: -10.6%
SD: ±11.9%",NA,NA,NA,NA
2070,ssp126,Crozet Islands,-14.46,-3.75,-3.4,3.41,5.45,"Year: 2070
Mean change: -3.8%
SD: ±5.4%",NA,NA,NA,NA
2070,ssp126,Heard Island and McDonald Islands,-9.32,-4.36,-3.6,-1.56,2.49,"Year: 2070
Mean change: -4.4%
SD: ±2.5%",NA,NA,NA,NA
2070,ssp126,Kerguelen Islands,-11.2,-4.44,-4.22,1.47,3.85,"Year: 2070
Mean change: -4.4%
SD: ±3.9%",NA,NA,NA,NA
2070,ssp126,Macquarie Island,-30.16,-9.19,-7.99,4.27,8.89,"Year: 2070
Mean change: -9.2%
SD: ±8.9%",NA,NA,NA,NA
2070,ssp126,Prince Edward Islands,-11.19,-5.1,-5.22,1.27,3.99,"Year: 2070
Mean change: -5.1%
SD: ±4%",NA,NA,NA,NA
2070,ssp585,Crozet Islands,-30.57,-11.47,-9.86,1.49,10.44,"Year: 2070
Mean change: -11.5%
SD: ±10.4%",NA,NA,NA,NA
2070,ssp585,Heard Island and McDonald Islands,-18.79,-9.92,-11.28,0.91,6.09,"Year: 2070
Mean change: -9.9%
SD: ±6.1%",NA,NA,NA,NA
