year,scenario,subregion,min_change,mean_change,median_change,max_change,sd_change,tooltip
2043,ssp126,5841,-8.03,-1.85,-2.9,8.24,5.15,"Year: 2043
Mean change: -1.9%
SD: ±5.2%"
2043,ssp126,5842,-5.5,5.16,5.56,15.26,5.87,"Year: 2043
Mean change: 5.2%
SD: ±5.9%"
2043,ssp126,5843a,-6.74,-0.08,0.4,5.31,3.77,"Year: 2043
Mean change: -0.1%
SD: ±3.8%"
2043,ssp126,5843b,-2.38,4.49,2.22,16.48,6.3,"Year: 2043
Mean change: 4.5%
SD: ±6.3%"
2043,ssp126,5844a,-11.09,-3.31,-3.28,7.5,4.77,"Year: 2043
Mean change: -3.3%
SD: ±4.8%"
2043,ssp126,5844b,-8.16,-2.63,-2.62,3.97,3.38,"Year: 2043
Mean change: -2.6%
SD: ±3.4%"
2043,ssp126,5851,-9.64,-4.56,-3.89,0.59,3.69,"Year: 2043
Mean change: -4.6%
SD: ±3.7%"
2043,ssp126,5852,-9.55,-3.37,-2.78,0.35,3.27,"Year: 2043
Mean change: -3.4%
SD: ±3.3%"
2043,ssp126,586,-11.28,-4.11,-3.5,0.83,4.03,"Year: 2043
Mean change: -4.1%
SD: ±4%"
2043,ssp126,587,-9.24,-3.9,-4.16,2.83,3.72,"Year: 2043
Mean change: -3.9%
SD: ±3.7%"
2043,ssp126,881,-21.89,-8.18,-7.22,-0.73,6.67,"Year: 2043
Mean change: -8.2%
SD: ±6.7%"
2043,ssp126,882,-10.65,-5.06,-5.2,1.22,3.41,"Year: 2043
Mean change: -5.1%
SD: ±3.4%"
2043,ssp126,883,-11.42,-3.13,-3.13,8.71,5.66,"Year: 2043
Mean change: -3.1%
SD: ±5.7%"
2043,ssp585,481,-11.07,0.12,1.41,14.72,8.83,"Year: 2043
Mean change: 0.1%
SD: ±8.8%"
2043,ssp585,482,-14.45,-6.81,-6.09,-1.13,4.92,"Year: 2043
Mean change: -6.8%
SD: ±4.9%"
2043,ssp585,483,-6.47,-1.53,-3.37,13.06,5.87,"Year: 2043
Mean change: -1.5%
SD: ±5.9%"
2043,ssp585,484,-7.17,-3.08,-3.31,3.95,3.13,"Year: 2043
Mean change: -3.1%
SD: ±3.1%"
2043,ssp585,485,-4.06,3.09,0.75,17.45,6.81,"Year: 2043
Mean change: 3.1%
SD: ±6.8%"
2043,ssp585,486,-4.19,-1.91,-3.13,6.96,3.35,"Year: 2043
Mean change: -1.9%
SD: ±3.4%"
2043,ssp585,5841,-9.66,-3.29,-3.78,9.29,5.8,"Year: 2043
Mean change: -3.3%
SD: ±5.8%"
2043,ssp585,5842,-16.97,2.25,3.28,15.68,10.03,"Year: 2043
Mean change: 2.2%
SD: ±10%"
2043,ssp585,5843a,-9.71,-2.17,-3.14,9.67,5.92,"Year: 2043
Mean change: -2.2%
SD: ±5.9%"
2043,ssp585,5843b,-5.72,1.1,0.03,11.93,5.12,"Year: 2043
Mean change: 1.1%
SD: ±5.1%"
2043,ssp585,5844a,-15.97,-3.82,-2.9,6.07,5.81,"Year: 2043
Mean change: -3.8%
SD: ±5.8%"
2043,ssp585,5844b,-15.55,-4.56,-3.93,2.11,5.28,"Year: 2043
Mean change: -4.6%
SD: ±5.3%"
2043,ssp585,5851,-13.47,-5.75,-4.62,0.07,4.47,"Year: 2043
Mean change: -5.8%
SD: ±4.5%"
2043,ssp585,5852,-10.79,-4.97,-4.69,3.73,4.61,"Year: 2043
Mean change: -5%
SD: ±4.6%"
2043,ssp585,586,-22.14,-6.3,-4.85,5.47,7.58,"Year: 2043
Mean change: -6.3%
SD: ±7.6%"
2043,ssp585,587,-27.63,-6.1,-4.53,5.53,9.08,"Year: 2043
Mean change: -6.1%
SD: ±9.1%"
2043,ssp585,881,-16.47,-7.5,-6.89,-2.47,4.15,"Year: 2043
Mean change: -7.5%
SD: ±4.2%"
2043,ssp585,882,-5.6,-1.53,-1.31,4.62,3.23,"Year: 2043
Mean change: -1.5%
SD: ±3.2%"
2043,ssp585,883,-2.61,1.2,-1.18,9.67,4.62,"Year: 2043
Mean change: 1.2%
SD: ±4.6%"
2044,ssp126,481,-28.94,-5.27,-1.37,9.85,13.72,"Year: 2044
Mean change: -5.3%
SD: ±13.7%"
2044,ssp126,482,-19.36,-6.57,-4.25,3.35,8.01,"Year: 2044
Mean change: -6.6%
SD: ±8%"
2044,ssp126,483,-5.19,4.85,0.55,36.23,12.83,"Year: 2044
Mean change: 4.8%
SD: ±12.8%"
2044,ssp126,484,-6.19,0.56,-2.34,16.19,7.05,"Year: 2044
Mean change: 0.6%
SD: ±7%"
2044,ssp126,485,-23.51,-2.4,-0.26,13.48,12.12,"Year: 2044
Mean change: -2.4%
SD: ±12.1%"
2044,ssp126,486,-4.59,0.82,0.56,9.53,4.09,"Year: 2044
Mean change: 0.8%
SD: ±4.1%"
2044,ssp126,5841,-10.79,-1.79,-3.29,11.53,7.61,"Year: 2044
Mean change: -1.8%
SD: ±7.6%"
2044,ssp126,5842,-6.13,3.11,0.79,18.08,7.3,"Year: 2044
Mean change: 3.1%
SD: ±7.3%"
2044,ssp126,5843a,-5.19,-0.98,-0.79,5.51,3.66,"Year: 2044
Mean change: -1%
SD: ±3.7%"
2044,ssp126,5843b,-17.79,0.82,1.05,21.09,10.57,"Year: 2044
Mean change: 0.8%
SD: ±10.6%"
2044,ssp126,5844a,-11.07,-2.96,-4.17,10.56,6,"Year: 2044
Mean change: -3%
SD: ±6%"
2044,ssp126,5844b,-9.19,-3.74,-4.93,4.3,4.46,"Year: 2044
Mean change: -3.7%
SD: ±4.5%"
2044,ssp126,5851,-8.96,-2.93,-3.15,2.78,4.09,"Year: 2044
Mean change: -2.9%
SD: ±4.1%"
2044,ssp126,5852,-9.99,-3.96,-3.99,4.14,4.49,"Year: 2044
Mean change: -4%
SD: ±4.5%"
2044,ssp126,586,-10.46,-2.37,-3.35,3.6,4.41,"Year: 2044
Mean change: -2.4%
SD: ±4.4%"
2044,ssp126,587,-7.95,-0.29,0.3,8.09,4.79,"Year: 2044
Mean change: -0.3%
SD: ±4.8%"
2044,ssp126,881,-22.73,-4.37,-4.88,12.73,10.63,"Year: 2044
Mean change: -4.4%
SD: ±10.6%"
2044,ssp126,882,-9.6,-2.92,-2.57,1.66,3.65,"Year: 2044
Mean change: -2.9%
SD: ±3.6%"
2044,ssp126,883,-7.93,-0.29,-0.49,7.52,4.08,"Year: 2044
Mean change: -0.3%
SD: ±4.1%"
2044,ssp585,481,-10.74,5,6.38,17.96,8.55,"Year: 2044
Mean change: 5%
SD: ±8.6%"
2044,ssp585,482,-13.75,-1.34,-0.82,9.07,6.64,"Year: 2044
Mean change: -1.3%
SD: ±6.6%"
2044,ssp585,483,-4.15,3.44,1.37,21.49,8.53,"Year: 2044
Mean change: 3.4%
SD: ±8.5%"
2044,ssp585,484,-5.61,-0.06,-1.55,10.6,5.32,"Year: 2044
Mean change: -0.1%
SD: ±5.3%"
2044,ssp585,485,-5.3,7.61,5.8,29.63,9.74,"Year: 2044
Mean change: 7.6%
SD: ±9.7%"
2044,ssp585,486,-3.82,-1.14,-1.88,7.65,3.25,"Year: 2044
Mean change: -1.1%
SD: ±3.2%"
2044,ssp585,5841,-7.66,-2.57,-3.77,11.18,5.44,"Year: 2044
Mean change: -2.6%
SD: ±5.4%"
2044,ssp585,5842,-1.38,6.45,5.51,19.19,6.17,"Year: 2044
Mean change: 6.4%
SD: ±6.2%"
2044,ssp585,5843a,-5.7,0.06,-0.95,8.45,4.16,"Year: 2044
Mean change: 0.1%
SD: ±4.2%"
2044,ssp585,5843b,-2.06,3.74,1.31,14.84,5.59,"Year: 2044
Mean change: 3.7%
SD: ±5.6%"
2044,ssp585,5844a,-16.06,-4.53,-4.42,5.84,5.8,"Year: 2044
Mean change: -4.5%
SD: ±5.8%"
2044,ssp585,5844b,-14.9,-4.25,-3.58,2.28,4.8,"Year: 2044
Mean change: -4.2%
SD: ±4.8%"
2044,ssp585,5851,-19.24,-6.17,-5.58,3.38,6.11,"Year: 2044
Mean change: -6.2%
SD: ±6.1%"
2044,ssp585,5852,-9.72,-3.97,-3.91,1.76,3.37,"Year: 2044
Mean change: -4%
SD: ±3.4%"
2044,ssp585,586,-21.29,-7.47,-6.48,-0.41,6.58,"Year: 2044
Mean change: -7.5%
SD: ±6.6%"
2044,ssp585,587,-14.5,-5.94,-5.52,0.5,4.73,"Year: 2044
Mean change: -5.9%
SD: ±4.7%"
2044,ssp585,881,-17.17,-6.35,-7.4,3.43,6.1,"Year: 2044
Mean change: -6.3%
SD: ±6.1%"
2044,ssp585,882,-5.51,-1.89,-2.88,3.51,3.69,"Year: 2044
Mean change: -1.9%
SD: ±3.7%"
2044,ssp585,883,-3.46,2.17,-0.17,9.3,4.99,"Year: 2044
Mean change: 2.2%
SD: ±5%"
2045,ssp126,481,-24.68,-3.67,-2.71,14.7,13.21,"Year: 2045
Mean change: -3.7%
SD: ±13.2%"
2045,ssp126,482,-17.35,-6.14,-6.01,12.97,9.17,"Year: 2045
Mean change: -6.1%
SD: ±9.2%"
2045,ssp126,483,-4.85,2.9,-0.19,20.41,8.32,"Year: 2045
Mean change: 2.9%
SD: ±8.3%"
2045,ssp126,484,-12.45,0.24,-3.1,21.43,10.64,"Year: 2045
Mean change: 0.2%
SD: ±10.6%"
2045,ssp126,485,-18.25,-1.67,-1.52,12.45,9.62,"Year: 2045
Mean change: -1.7%
SD: ±9.6%"
2045,ssp126,486,-8.56,-0.66,0.53,7.99,4.5,"Year: 2045
Mean change: -0.7%
SD: ±4.5%"
2045,ssp126,5841,-12.81,-3.45,-3.78,10.4,6.79,"Year: 2045
Mean change: -3.5%
SD: ±6.8%"
2045,ssp126,5842,-7.62,1.71,-1.24,18.65,8.34,"Year: 2045
Mean change: 1.7%
SD: ±8.3%"
2045,ssp126,5843a,-7.16,-2.08,-3.13,2.1,3.42,"Year: 2045
Mean change: -2.1%
SD: ±3.4%"
2045,ssp126,5843b,-6.04,0.74,-2.59,19.66,8.11,"Year: 2045
Mean change: 0.7%
SD: ±8.1%"
2045,ssp126,5844a,-11.52,-3.87,-4.22,8.86,5.67,"Year: 2045
Mean change: -3.9%
SD: ±5.7%"
2045,ssp126,5844b,-8.83,-4,-3.63,3.04,3.8,"Year: 2045
Mean change: -4%
SD: ±3.8%"
2045,ssp126,5851,-15.63,-4.88,-4.07,2.21,4.85,"Year: 2045
Mean change: -4.9%
SD: ±4.8%"
2045,ssp126,5852,-14.43,-6,-4.86,0.12,4.74,"Year: 2045
Mean change: -6%
SD: ±4.7%"
2045,ssp126,586,-12.14,-4.07,-4.89,6.49,5.91,"Year: 2045
Mean change: -4.1%
SD: ±5.9%"
2045,ssp126,587,-18.57,-5.31,-4.82,4.03,6.06,"Year: 2045
Mean change: -5.3%
SD: ±6.1%"
2045,ssp126,881,-23.46,-8.51,-8.09,0.98,6.78,"Year: 2045
Mean change: -8.5%
SD: ±6.8%"
2045,ssp126,882,-19.1,-6.1,-5.2,2.12,6.57,"Year: 2045
Mean change: -6.1%
SD: ±6.6%"
2045,ssp126,883,-10.84,0.84,1.44,6.49,5.57,"Year: 2045
Mean change: 0.8%
SD: ±5.6%"
2045,ssp585,481,-10.34,3.03,4.96,22.32,9.6,"Year: 2045
Mean change: 3%
SD: ±9.6%"
2045,ssp585,482,-14.75,-5.48,-4.69,1.19,4.53,"Year: 2045
Mean change: -5.5%
SD: ±4.5%"
2045,ssp585,483,-14.76,-1.49,-2.78,9.27,8.13,"Year: 2045
Mean change: -1.5%
SD: ±8.1%"
2045,ssp585,484,-12.22,-4.74,-3.17,1.14,4.68,"Year: 2045
Mean change: -4.7%
SD: ±4.7%"
2045,ssp585,485,-3.35,7.22,8.2,19.95,7.07,"Year: 2045
Mean change: 7.2%
SD: ±7.1%"
2045,ssp585,486,-6.25,-1.51,-1.54,8.88,4.18,"Year: 2045
Mean change: -1.5%
SD: ±4.2%"
2045,ssp585,5841,-10.41,-3.75,-4.67,11.18,5.81,"Year: 2045
Mean change: -3.8%
SD: ±5.8%"
2045,ssp585,5842,-4.18,4.98,3.5,22.66,8.25,"Year: 2045
Mean change: 5%
SD: ±8.2%"
2045,ssp585,5843a,-6.81,-1.21,-1.86,6.42,4.1,"Year: 2045
Mean change: -1.2%
SD: ±4.1%"
2045,ssp585,5843b,-2.82,3.11,1.34,19.97,6.64,"Year: 2045
Mean change: 3.1%
SD: ±6.6%"
2045,ssp585,5844a,-16.36,-4.75,-3.81,2.69,5.09,"Year: 2045
Mean change: -4.8%
SD: ±5.1%"
2045,ssp585,5844b,-14.41,-5.8,-6,-1.72,3.83,"Year: 2045
Mean change: -5.8%
SD: ±3.8%"
2045,ssp585,5851,-17.04,-6.62,-6.29,0.53,5.01,"Year: 2045
Mean change: -6.6%
SD: ±5%"
2045,ssp585,5852,-8.49,-4.95,-5.37,0.98,2.78,"Year: 2045
Mean change: -5%
SD: ±2.8%"
2045,ssp585,586,-16.05,-6.73,-6.05,-1.67,4.61,"Year: 2045
Mean change: -6.7%
SD: ±4.6%"
2045,ssp585,587,-8.78,-5.25,-5.95,1.37,3.1,"Year: 2045
Mean change: -5.2%
SD: ±3.1%"
2045,ssp585,881,-18.13,-7,-5.31,-1.64,5.33,"Year: 2045
Mean change: -7%
SD: ±5.3%"
2045,ssp585,882,-9.3,-2.45,-3.67,5.12,4.66,"Year: 2045
Mean change: -2.5%
SD: ±4.7%"
2045,ssp585,883,-4.42,2.05,1.08,8.92,4.16,"Year: 2045
Mean change: 2%
SD: ±4.2%"
2046,ssp126,481,-26.18,-2.93,-1.71,12.72,13.44,"Year: 2046
Mean change: -2.9%
SD: ±13.4%"
2046,ssp126,482,-18.28,-4.99,-3.63,8.4,9.5,"Year: 2046
Mean change: -5%
SD: ±9.5%"
2046,ssp126,483,-4.04,1.27,0.25,15.81,5.9,"Year: 2046
Mean change: 1.3%
SD: ±5.9%"
2046,ssp126,484,-12.84,-3.28,-2.44,2.92,5.08,"Year: 2046
Mean change: -3.3%
SD: ±5.1%"
2046,ssp126,485,-14.01,1.79,0.47,22.56,11.35,"Year: 2046
Mean change: 1.8%
SD: ±11.3%"
2046,ssp126,486,-7.45,0.17,0.1,9.95,4.76,"Year: 2046
Mean change: 0.2%
SD: ±4.8%"
2046,ssp126,5841,-13.61,-3.93,-3.75,10.43,7.59,"Year: 2046
Mean change: -3.9%
SD: ±7.6%"
2046,ssp126,5842,-5.9,3.41,2.45,18.52,7.21,"Year: 2046
Mean change: 3.4%
SD: ±7.2%"
2046,ssp126,5843a,-4.3,-0.54,-0.72,3.77,3.04,"Year: 2046
Mean change: -0.5%
SD: ±3%"
2046,ssp126,5843b,-10.84,1.28,0.24,19.89,8.55,"Year: 2046
Mean change: 1.3%
SD: ±8.6%"
2046,ssp126,5844a,-12.44,-3.41,-3.78,3.4,5.26,"Year: 2046
Mean change: -3.4%
SD: ±5.3%"
2046,ssp126,5844b,-9.26,-2.52,-2.5,4.18,3.81,"Year: 2046
Mean change: -2.5%
SD: ±3.8%"
2046,ssp126,5851,-13.55,-4.67,-6.09,5,5.55,"Year: 2046
Mean change: -4.7%
SD: ±5.6%"
2046,ssp126,5852,-11.51,-4.65,-4.79,3.95,4.49,"Year: 2046
Mean change: -4.7%
SD: ±4.5%"
2046,ssp126,586,-12.77,-3.99,-5.07,6.75,5.32,"Year: 2046
Mean change: -4%
SD: ±5.3%"
2046,ssp126,587,-14.1,-4.7,-4.16,1.06,4.03,"Year: 2046
Mean change: -4.7%
SD: ±4%"
2046,ssp126,881,-24.53,-11.07,-11.51,4.44,8.36,"Year: 2046
Mean change: -11.1%
SD: ±8.4%"
2046,ssp126,882,-16.86,-5.18,-4.74,6.37,6.44,"Year: 2046
Mean change: -5.2%
SD: ±6.4%"
2046,ssp126,883,-5.55,2.67,2.25,15.29,6.57,"Year: 2046
Mean change: 2.7%
SD: ±6.6%"
2046,ssp585,481,-10.11,5.17,4.48,24.02,10.19,"Year: 2046
Mean change: 5.2%
SD: ±10.2%"
2046,ssp585,482,-15.43,-0.63,-0.7,8.08,6.84,"Year: 2046
Mean change: -0.6%
SD: ±6.8%"
2046,ssp585,483,-4.59,1.39,0.63,12.18,5.18,"Year: 2046
Mean change: 1.4%
SD: ±5.2%"
2046,ssp585,484,-5.46,-0.18,-1.23,6.51,3.81,"Year: 2046
Mean change: -0.2%
SD: ±3.8%"
2046,ssp585,485,-3.48,6.18,6.04,28.1,9.16,"Year: 2046
Mean change: 6.2%
SD: ±9.2%"
2046,ssp585,486,-3.87,1.41,-0.65,11.45,5.21,"Year: 2046
Mean change: 1.4%
SD: ±5.2%"
2046,ssp585,5841,-9.7,-2.2,-3.54,11.16,5.94,"Year: 2046
Mean change: -2.2%
SD: ±5.9%"
2046,ssp585,5842,-7.94,4.2,4.07,16.35,7.43,"Year: 2046
Mean change: 4.2%
SD: ±7.4%"
2046,ssp585,5843a,-6.39,-2.51,-3.54,4.95,3.93,"Year: 2046
Mean change: -2.5%
SD: ±3.9%"
2046,ssp585,5843b,-7.22,1.88,0.46,18.38,6.7,"Year: 2046
Mean change: 1.9%
SD: ±6.7%"
2046,ssp585,5844a,-16.63,-2.01,-2.51,10.32,7.51,"Year: 2046
Mean change: -2%
SD: ±7.5%"
2046,ssp585,5844b,-14.09,-3.41,-3.16,7.91,5.94,"Year: 2046
Mean change: -3.4%
SD: ±5.9%"
2046,ssp585,5851,-16.63,-5.92,-6.33,6.47,6.31,"Year: 2046
Mean change: -5.9%
SD: ±6.3%"
2046,ssp585,5852,-8.1,-4.27,-5.16,2.61,2.87,"Year: 2046
Mean change: -4.3%
SD: ±2.9%"
2046,ssp585,586,-16.64,-4.84,-4.26,5.71,7.66,"Year: 2046
Mean change: -4.8%
SD: ±7.7%"
2046,ssp585,587,-19.98,-4.8,-4.09,9.42,8.35,"Year: 2046
Mean change: -4.8%
SD: ±8.3%"
2046,ssp585,881,-19.22,-6.4,-8,10.27,9.41,"Year: 2046
Mean change: -6.4%
SD: ±9.4%"
2046,ssp585,882,-11.9,-5.17,-4.74,1.39,3.86,"Year: 2046
Mean change: -5.2%
SD: ±3.9%"
2046,ssp585,883,-8.58,0.46,-1.48,13.16,6.87,"Year: 2046
Mean change: 0.5%
SD: ±6.9%"
2047,ssp126,481,-16.4,-1.93,-1.95,10.66,9.86,"Year: 2047
Mean change: -1.9%
SD: ±9.9%"
2047,ssp126,482,-18.6,-4.08,-1.9,15.91,10.98,"Year: 2047
Mean change: -4.1%
SD: ±11%"
2047,ssp126,483,-8.87,-0.63,-1.62,9.79,5.99,"Year: 2047
Mean change: -0.6%
SD: ±6%"
2047,ssp126,484,-13.62,-2.87,-2.7,6.51,5.45,"Year: 2047
Mean change: -2.9%
SD: ±5.4%"
2047,ssp126,485,-20.93,-3.6,-1.95,17.51,11.19,"Year: 2047
Mean change: -3.6%
SD: ±11.2%"
2047,ssp126,486,-8.88,-1.82,-2.32,11.37,5.5,"Year: 2047
Mean change: -1.8%
SD: ±5.5%"
2047,ssp126,5841,-16.31,-4.08,-4.29,10.3,8.06,"Year: 2047
Mean change: -4.1%
SD: ±8.1%"
2047,ssp126,5842,-8.29,2.58,1.95,17.92,7.84,"Year: 2047
Mean change: 2.6%
SD: ±7.8%"
2047,ssp126,5843a,-4.41,2.19,1.12,15.38,5.68,"Year: 2047
Mean change: 2.2%
SD: ±5.7%"
2047,ssp126,5843b,-3.16,3.11,1.24,21.72,7.47,"Year: 2047
Mean change: 3.1%
SD: ±7.5%"
2047,ssp126,5844a,-13.63,-2.7,-2.19,5.19,5.53,"Year: 2047
Mean change: -2.7%
SD: ±5.5%"
2047,ssp126,5844b,-10.11,-2.29,-2.25,6.5,4.37,"Year: 2047
Mean change: -2.3%
SD: ±4.4%"
2047,ssp126,5851,-8.14,-2.52,-3.25,4.26,4.43,"Year: 2047
Mean change: -2.5%
SD: ±4.4%"
2047,ssp126,5852,-11.12,-3.06,-3.27,3.75,4.21,"Year: 2047
Mean change: -3.1%
SD: ±4.2%"
2047,ssp126,586,-6.6,-2.46,-3.52,5.81,4.09,"Year: 2047
Mean change: -2.5%
SD: ±4.1%"
2047,ssp126,587,-6.3,-0.58,-0.11,3.75,3.89,"Year: 2047
Mean change: -0.6%
SD: ±3.9%"
2047,ssp126,881,-25.57,-6.66,-7.12,10.34,11.41,"Year: 2047
Mean change: -6.7%
SD: ±11.4%"
2047,ssp126,882,-13.9,-5.42,-4.9,2.94,5.15,"Year: 2047
Mean change: -5.4%
SD: ±5.2%"
2047,ssp126,883,-9.96,1.78,0.65,17.49,7.04,"Year: 2047
Mean change: 1.8%
SD: ±7%"
2047,ssp585,481,-9.86,5.4,2.98,25.36,10.7,"Year: 2047
Mean change: 5.4%
SD: ±10.7%"
2047,ssp585,482,-15.71,-1.77,-0.54,5.03,5.8,"Year: 2047
Mean change: -1.8%
SD: ±5.8%"
2047,ssp585,483,-4.43,2.23,3.23,10.87,5.05,"Year: 2047
Mean change: 2.2%
SD: ±5%"
2047,ssp585,484,-4.57,-0.65,-1.26,6.47,3.43,"Year: 2047
Mean change: -0.7%
SD: ±3.4%"
2047,ssp585,485,-10.88,8.47,6.54,44.14,14.88,"Year: 2047
Mean change: 8.5%
SD: ±14.9%"
2047,ssp585,486,-1.56,2.15,1.02,9.8,3.65,"Year: 2047
Mean change: 2.1%
SD: ±3.6%"
2047,ssp585,5841,-10.83,-0.83,-1.92,15.51,7.84,"Year: 2047
Mean change: -0.8%
SD: ±7.8%"
2047,ssp585,5842,-13.25,4.98,5.05,26.43,11.3,"Year: 2047
Mean change: 5%
SD: ±11.3%"
2047,ssp585,5843a,-9.7,-0,-0.99,16.66,8.04,"Year: 2047
Mean change: 0%
SD: ±8%"
2047,ssp585,5843b,-3.89,2.88,2.66,14.53,5.79,"Year: 2047
Mean change: 2.9%
SD: ±5.8%"
2047,ssp585,5844a,-17.19,-0.48,-1.93,9.72,7.85,"Year: 2047
Mean change: -0.5%
SD: ±7.8%"
2047,ssp585,5844b,-13.92,-1.05,-2.58,12.8,7.64,"Year: 2047
Mean change: -1%
SD: ±7.6%"
2047,ssp585,5851,-20.51,-5.3,-5.85,5.47,7.91,"Year: 2047
Mean change: -5.3%
SD: ±7.9%"
2047,ssp585,5852,-9.76,-2.89,-5.3,8.8,5.88,"Year: 2047
Mean change: -2.9%
SD: ±5.9%"
2047,ssp585,586,-19.76,-4.77,-5.92,6.33,8.08,"Year: 2047
Mean change: -4.8%
SD: ±8.1%"
2047,ssp585,587,-15.16,-3.55,-4.21,6.28,6.07,"Year: 2047
Mean change: -3.5%
SD: ±6.1%"
2047,ssp585,881,-20.03,-4.25,-4.77,13.15,11.4,"Year: 2047
Mean change: -4.2%
SD: ±11.4%"
2047,ssp585,882,-10.07,-4.39,-5.17,2.8,3.93,"Year: 2047
Mean change: -4.4%
SD: ±3.9%"
2047,ssp585,883,-5.88,1.31,-0.7,10.4,5.65,"Year: 2047
Mean change: 1.3%
SD: ±5.7%"
2048,ssp126,481,-15.52,6.01,6.62,20.85,11.19,"Year: 2048
Mean change: 6%
SD: ±11.2%"
2048,ssp126,482,-17.32,1.23,-0.61,27.23,13.86,"Year: 2048
Mean change: 1.2%
SD: ±13.9%"
2048,ssp126,483,-8.21,1.57,0.66,11.1,6.07,"Year: 2048
Mean change: 1.6%
SD: ±6.1%"
2048,ssp126,484,-13.64,0.4,0.17,11.63,7.4,"Year: 2048
Mean change: 0.4%
SD: ±7.4%"
2048,ssp126,485,-11.41,1.51,-0.34,16.3,8.87,"Year: 2048
Mean change: 1.5%
SD: ±8.9%"
2048,ssp126,486,-3.15,0.59,-0.84,6.08,3.74,"Year: 2048
Mean change: 0.6%
SD: ±3.7%"
2048,ssp126,5841,-10.33,-1.81,-2.02,9.73,5.99,"Year: 2048
Mean change: -1.8%
SD: ±6%"
2048,ssp126,5842,-1.82,6.34,4.73,15.82,6.19,"Year: 2048
Mean change: 6.3%
SD: ±6.2%"
2048,ssp126,5843a,-5.58,-0.19,-0.1,7.06,4.21,"Year: 2048
Mean change: -0.2%
SD: ±4.2%"
2048,ssp126,5843b,-5,2.64,1.19,20.47,7.24,"Year: 2048
Mean change: 2.6%
SD: ±7.2%"
2048,ssp126,5844a,-14.64,-2.3,-2.13,5.63,5.67,"Year: 2048
Mean change: -2.3%
SD: ±5.7%"
2048,ssp126,5844b,-10.74,-2.28,-2.07,5.14,4.3,"Year: 2048
Mean change: -2.3%
SD: ±4.3%"
2048,ssp126,5851,-13.8,-4.38,-3.7,2.05,5.13,"Year: 2048
Mean change: -4.4%
SD: ±5.1%"
2048,ssp126,5852,-9.99,-2.64,-2.27,3.8,4.19,"Year: 2048
Mean change: -2.6%
SD: ±4.2%"
2048,ssp126,586,-9.15,-2.24,-3.34,5.25,4.94,"Year: 2048
Mean change: -2.2%
SD: ±4.9%"
2048,ssp126,587,-8.1,-1.74,-1.08,4.46,3.93,"Year: 2048
Mean change: -1.7%
SD: ±3.9%"
2048,ssp126,881,-26.11,-4.12,-4.5,15.77,13.45,"Year: 2048
Mean change: -4.1%
SD: ±13.4%"
2048,ssp126,882,-11.97,-4.19,-4.29,2.66,4.57,"Year: 2048
Mean change: -4.2%
SD: ±4.6%"
2048,ssp126,883,-1.35,3.96,3.45,14.69,4.9,"Year: 2048
Mean change: 4%
SD: ±4.9%"
2048,ssp585,481,-8.81,5.06,6.64,13.39,6.22,"Year: 2048
Mean change: 5.1%
SD: ±6.2%"
2048,ssp585,482,-15.62,-1.99,-1.28,5.48,6.01,"Year: 2048
Mean change: -2%
SD: ±6%"
2048,ssp585,483,-5.38,1.17,0.34,10.71,5.37,"Year: 2048
Mean change: 1.2%
SD: ±5.4%"
2048,ssp585,484,-5.18,-0.6,-1.55,9.44,4.85,"Year: 2048
Mean change: -0.6%
SD: ±4.8%"
2048,ssp585,485,-7.75,3.11,4.4,12.65,6.64,"Year: 2048
Mean change: 3.1%
SD: ±6.6%"
2048,ssp585,486,-3.44,0.49,-0.03,7.62,3.15,"Year: 2048
Mean change: 0.5%
SD: ±3.1%"
2048,ssp585,5841,-11.64,-1.98,-2.26,7.76,5.89,"Year: 2048
Mean change: -2%
SD: ±5.9%"
2048,ssp585,5842,-1.82,3.79,2.65,11.2,4.95,"Year: 2048
Mean change: 3.8%
SD: ±5%"
2048,ssp585,5843a,-5.35,-0.1,0.31,6.62,4.35,"Year: 2048
Mean change: -0.1%
SD: ±4.3%"
2048,ssp585,5843b,-4.61,2.87,2.06,12.44,5.21,"Year: 2048
Mean change: 2.9%
SD: ±5.2%"
2048,ssp585,5844a,-17.6,-2.13,-1.64,6.76,6.44,"Year: 2048
Mean change: -2.1%
SD: ±6.4%"
2048,ssp585,5844b,-13.85,-3.37,-2.82,4.78,5.16,"Year: 2048
Mean change: -3.4%
SD: ±5.2%"
2048,ssp585,5851,-20.92,-6.65,-6.44,2.42,6.84,"Year: 2048
Mean change: -6.7%
SD: ±6.8%"
2048,ssp585,5852,-10.94,-4.16,-3.31,0.12,3.58,"Year: 2048
Mean change: -4.2%
SD: ±3.6%"
2048,ssp585,586,-18.07,-6.09,-5.44,5.29,7.38,"Year: 2048
Mean change: -6.1%
SD: ±7.4%"
2048,ssp585,587,-22.12,-6.29,-5.62,5.79,8.55,"Year: 2048
Mean change: -6.3%
SD: ±8.6%"
2048,ssp585,881,-22.1,-4.54,-6.59,14.75,12.7,"Year: 2048
Mean change: -4.5%
SD: ±12.7%"
2048,ssp585,882,-9.01,-4.09,-4.81,3.07,4.09,"Year: 2048
Mean change: -4.1%
SD: ±4.1%"
2048,ssp585,883,-2.53,2.78,3.26,7.73,4.07,"Year: 2048
Mean change: 2.8%
SD: ±4.1%"
