year,scenario,subregion,min_change,mean_change,median_change,max_change,sd_change,tooltip
2004,historical,5851,-6.92,-1.3,-0.83,5.37,3.28,"Year: 2004
Mean change: -1.3%
SD: ±3.3%"
2004,historical,5852,-8.04,-2.39,-2.27,4.44,4.22,"Year: 2004
Mean change: -2.4%
SD: ±4.2%"
2004,historical,586,-9.34,-1.61,-0.09,3.18,4.16,"Year: 2004
Mean change: -1.6%
SD: ±4.2%"
2004,historical,587,-11.52,-1.33,0.91,8.18,6.19,"Year: 2004
Mean change: -1.3%
SD: ±6.2%"
2004,historical,881,-2.55,1.41,0.34,11.43,4.27,"Year: 2004
Mean change: 1.4%
SD: ±4.3%"
2004,historical,882,-15.91,-3.06,-0.6,4.87,7.45,"Year: 2004
Mean change: -3.1%
SD: ±7.4%"
2004,historical,883,-3.57,0.1,0.51,2.91,2.3,"Year: 2004
Mean change: 0.1%
SD: ±2.3%"
2005,historical,481,-6.89,-0.96,-0.68,5.75,3.86,"Year: 2005
Mean change: -1%
SD: ±3.9%"
2005,historical,482,-11.16,-2.53,-3.48,12.18,6.65,"Year: 2005
Mean change: -2.5%
SD: ±6.7%"
2005,historical,483,-9.87,-0.56,0.1,7.67,5.51,"Year: 2005
Mean change: -0.6%
SD: ±5.5%"
2005,historical,484,-11.53,-2.63,-0.23,2.85,5.01,"Year: 2005
Mean change: -2.6%
SD: ±5%"
2005,historical,485,-18.89,-1.51,-0.53,5.78,7.4,"Year: 2005
Mean change: -1.5%
SD: ±7.4%"
2005,historical,486,-8.19,-1.72,-1.03,0.73,2.8,"Year: 2005
Mean change: -1.7%
SD: ±2.8%"
2005,historical,5841,-7.97,-2.12,-1.51,1.53,2.89,"Year: 2005
Mean change: -2.1%
SD: ±2.9%"
2005,historical,5842,-9.7,-4.73,-4.88,0.17,3.61,"Year: 2005
Mean change: -4.7%
SD: ±3.6%"
2005,historical,5843a,-7.66,-3.32,-3.88,1.89,3.17,"Year: 2005
Mean change: -3.3%
SD: ±3.2%"
2005,historical,5843b,-10.09,-3.97,-4.37,3.34,3.77,"Year: 2005
Mean change: -4%
SD: ±3.8%"
2005,historical,5844a,-5.13,-0.12,0.78,4.25,3.38,"Year: 2005
Mean change: -0.1%
SD: ±3.4%"
2005,historical,5844b,-6.24,-1.93,-1.46,2.46,2.85,"Year: 2005
Mean change: -1.9%
SD: ±2.9%"
2005,historical,5851,-4.24,-1.53,-1.73,1.5,1.96,"Year: 2005
Mean change: -1.5%
SD: ±2%"
2005,historical,5852,-4.74,-1.64,-1.74,1.68,1.98,"Year: 2005
Mean change: -1.6%
SD: ±2%"
2005,historical,586,-5.15,-1.16,-0.76,2.91,2.8,"Year: 2005
Mean change: -1.2%
SD: ±2.8%"
2005,historical,587,-10.15,-0.83,0.7,5.17,4.48,"Year: 2005
Mean change: -0.8%
SD: ±4.5%"
2005,historical,881,-5.43,-0.13,0.01,5.8,3.29,"Year: 2005
Mean change: -0.1%
SD: ±3.3%"
2005,historical,882,-7.23,-0.71,-0.12,6.28,3.9,"Year: 2005
Mean change: -0.7%
SD: ±3.9%"
2005,historical,883,-13.02,-3.24,-0.7,1.36,5.06,"Year: 2005
Mean change: -3.2%
SD: ±5.1%"
2006,historical,481,-7.13,-1.14,-1.53,8.24,4.75,"Year: 2006
Mean change: -1.1%
SD: ±4.8%"
2006,historical,482,-16.98,-4.41,-2.93,0.98,5.44,"Year: 2006
Mean change: -4.4%
SD: ±5.4%"
2006,historical,483,-7.52,-2.2,-1.66,5.83,4.21,"Year: 2006
Mean change: -2.2%
SD: ±4.2%"
2006,historical,484,-10.3,-3.16,-1.26,0.2,3.7,"Year: 2006
Mean change: -3.2%
SD: ±3.7%"
2006,historical,485,-8.86,-2.43,-1.7,1.11,3.58,"Year: 2006
Mean change: -2.4%
SD: ±3.6%"
2006,historical,486,-9.18,-2.47,-1.12,1.86,3.71,"Year: 2006
Mean change: -2.5%
SD: ±3.7%"
2006,historical,5841,-6.89,-2.27,-2.57,3.89,3.29,"Year: 2006
Mean change: -2.3%
SD: ±3.3%"
2006,historical,5842,-7.11,-1.33,-0.5,5.73,4.07,"Year: 2006
Mean change: -1.3%
SD: ±4.1%"
2006,historical,5843a,-4.97,-2.43,-1.77,-0.62,1.7,"Year: 2006
Mean change: -2.4%
SD: ±1.7%"
2006,historical,5843b,-7.88,-2.71,-2.05,0.44,2.64,"Year: 2006
Mean change: -2.7%
SD: ±2.6%"
2006,historical,5844a,-8.22,-1.5,-0.22,2.03,3.46,"Year: 2006
Mean change: -1.5%
SD: ±3.5%"
2006,historical,5844b,-10.51,-0.77,-0.58,4.11,4.27,"Year: 2006
Mean change: -0.8%
SD: ±4.3%"
2006,historical,5851,-4.74,-0.48,-0.51,4.75,2.82,"Year: 2006
Mean change: -0.5%
SD: ±2.8%"
2006,historical,5852,-5.74,-0.76,-0.48,3.49,2.7,"Year: 2006
Mean change: -0.8%
SD: ±2.7%"
2006,historical,586,-8.01,-1.77,-0.53,3.81,4.14,"Year: 2006
Mean change: -1.8%
SD: ±4.1%"
2006,historical,587,-8.13,-1.8,-0.38,3.22,3.73,"Year: 2006
Mean change: -1.8%
SD: ±3.7%"
2006,historical,881,-7.03,0.3,-0.05,10.48,5.14,"Year: 2006
Mean change: 0.3%
SD: ±5.1%"
2006,historical,882,-9.88,0.37,0.98,7.54,4.95,"Year: 2006
Mean change: 0.4%
SD: ±5%"
2006,historical,883,-7.08,-2.06,-2.85,8.35,4.39,"Year: 2006
Mean change: -2.1%
SD: ±4.4%"
2007,historical,481,-11.96,0.61,-0.08,8.86,6.24,"Year: 2007
Mean change: 0.6%
SD: ±6.2%"
2007,historical,482,-2.79,0.66,0.57,4.37,2.35,"Year: 2007
Mean change: 0.7%
SD: ±2.4%"
2007,historical,483,-2.96,-0.21,0.32,1.17,1.37,"Year: 2007
Mean change: -0.2%
SD: ±1.4%"
2007,historical,484,-3.93,0.23,0.15,2.23,1.8,"Year: 2007
Mean change: 0.2%
SD: ±1.8%"
2007,historical,485,-17.29,-1.37,1.11,8.92,8.1,"Year: 2007
Mean change: -1.4%
SD: ±8.1%"
2007,historical,486,-3.64,1.37,0.61,7.31,2.86,"Year: 2007
Mean change: 1.4%
SD: ±2.9%"
2007,historical,5841,-5.08,4.58,1.59,23.02,8.61,"Year: 2007
Mean change: 4.6%
SD: ±8.6%"
2007,historical,5842,-11.19,-1.22,-0.3,7.58,5.45,"Year: 2007
Mean change: -1.2%
SD: ±5.4%"
2007,historical,5843a,-6.87,-0.92,-0.85,6.29,3.24,"Year: 2007
Mean change: -0.9%
SD: ±3.2%"
2007,historical,5843b,-4.31,3.61,2.25,17.82,6.98,"Year: 2007
Mean change: 3.6%
SD: ±7%"
2007,historical,5844a,-2.53,1.11,1.23,4.77,2.07,"Year: 2007
Mean change: 1.1%
SD: ±2.1%"
2007,historical,5844b,-4.76,-0.17,-0.02,3.91,2.63,"Year: 2007
Mean change: -0.2%
SD: ±2.6%"
2007,historical,5851,-1.5,0.09,0.01,2.27,1.2,"Year: 2007
Mean change: 0.1%
SD: ±1.2%"
2007,historical,5852,-5.3,-1.2,-1.26,1.1,1.94,"Year: 2007
Mean change: -1.2%
SD: ±1.9%"
2007,historical,586,-2.7,2.66,1.76,9.97,4,"Year: 2007
Mean change: 2.7%
SD: ±4%"
2007,historical,587,-3.25,2.63,0.81,11.69,4.26,"Year: 2007
Mean change: 2.6%
SD: ±4.3%"
2007,historical,881,-4.26,1.91,0.92,13.65,4.77,"Year: 2007
Mean change: 1.9%
SD: ±4.8%"
2007,historical,882,-10.97,-3.78,-2.46,0.84,4.02,"Year: 2007
Mean change: -3.8%
SD: ±4%"
2007,historical,883,-9.98,-2.77,-1.55,2.84,4.43,"Year: 2007
Mean change: -2.8%
SD: ±4.4%"
2008,historical,481,-10.79,-1.64,-0.36,4.68,4.46,"Year: 2008
Mean change: -1.6%
SD: ±4.5%"
2008,historical,482,-4.28,0.39,0.43,5.39,3.14,"Year: 2008
Mean change: 0.4%
SD: ±3.1%"
2008,historical,483,-4.01,-0.48,-0.08,3.4,2.35,"Year: 2008
Mean change: -0.5%
SD: ±2.4%"
2008,historical,484,-6.9,-0.86,-0.2,3.56,3.52,"Year: 2008
Mean change: -0.9%
SD: ±3.5%"
2008,historical,485,-4.02,0.14,-0.36,7.02,3.81,"Year: 2008
Mean change: 0.1%
SD: ±3.8%"
2008,historical,486,-1.77,1.14,0.46,4.62,2.23,"Year: 2008
Mean change: 1.1%
SD: ±2.2%"
2008,historical,5841,-2.07,1.75,2.28,5.48,2.31,"Year: 2008
Mean change: 1.8%
SD: ±2.3%"
2008,historical,5842,-5.45,3.15,0.46,20.08,8.01,"Year: 2008
Mean change: 3.1%
SD: ±8%"
2008,historical,5843a,-3.35,-0.1,-0.21,3.28,2.47,"Year: 2008
Mean change: -0.1%
SD: ±2.5%"
2008,historical,5843b,-1.85,1.43,0.63,6.62,3.1,"Year: 2008
Mean change: 1.4%
SD: ±3.1%"
2008,historical,5844a,-1.94,0.89,-0.07,7.29,2.63,"Year: 2008
Mean change: 0.9%
SD: ±2.6%"
2008,historical,5844b,-1.75,0.99,0.14,6.22,2.36,"Year: 2008
Mean change: 1%
SD: ±2.4%"
2008,historical,5851,-2.32,0.08,0,2.01,1.19,"Year: 2008
Mean change: 0.1%
SD: ±1.2%"
2008,historical,5852,-2.28,-0.22,-0.41,3.03,1.48,"Year: 2008
Mean change: -0.2%
SD: ±1.5%"
2008,historical,586,-2.12,0.5,0.36,3.69,2.2,"Year: 2008
Mean change: 0.5%
SD: ±2.2%"
2008,historical,587,-6.65,-0.35,0.19,2.53,2.62,"Year: 2008
Mean change: -0.3%
SD: ±2.6%"
2008,historical,881,-5.81,0.76,1.03,5.14,3.16,"Year: 2008
Mean change: 0.8%
SD: ±3.2%"
2008,historical,882,-12.03,-0.9,-0.21,5.17,5,"Year: 2008
Mean change: -0.9%
SD: ±5%"
2008,historical,883,-9.17,-2.71,-1.43,4.83,4.59,"Year: 2008
Mean change: -2.7%
SD: ±4.6%"
2009,historical,481,-8.23,-1.93,-0.75,1.65,3.58,"Year: 2009
Mean change: -1.9%
SD: ±3.6%"
2009,historical,482,-7.38,1.06,0.48,11.12,5.11,"Year: 2009
Mean change: 1.1%
SD: ±5.1%"
2009,historical,483,0.01,3.34,2.04,9.47,3.47,"Year: 2009
Mean change: 3.3%
SD: ±3.5%"
2009,historical,484,-2.46,1.52,0.49,6.97,2.86,"Year: 2009
Mean change: 1.5%
SD: ±2.9%"
2009,historical,485,-20.6,0.42,1.29,6.95,7.91,"Year: 2009
Mean change: 0.4%
SD: ±7.9%"
2009,historical,486,0.39,3.14,3.19,7.06,2.44,"Year: 2009
Mean change: 3.1%
SD: ±2.4%"
2009,historical,5841,-5.61,0.08,0.74,4.48,3.18,"Year: 2009
Mean change: 0.1%
SD: ±3.2%"
2009,historical,5842,-3.8,-0.55,-0.08,2.58,1.89,"Year: 2009
Mean change: -0.6%
SD: ±1.9%"
2009,historical,5843a,-4.83,1.66,1.66,7.1,3.62,"Year: 2009
Mean change: 1.7%
SD: ±3.6%"
2009,historical,5843b,-0.6,1.38,1.46,3.88,1.24,"Year: 2009
Mean change: 1.4%
SD: ±1.2%"
2009,historical,5844a,0.03,3.74,3.78,7.06,2.87,"Year: 2009
Mean change: 3.7%
SD: ±2.9%"
2009,historical,5844b,-1.62,2.27,0.71,7.57,3.16,"Year: 2009
Mean change: 2.3%
SD: ±3.2%"
2009,historical,5851,-8.15,0.59,0.82,4.61,3.62,"Year: 2009
Mean change: 0.6%
SD: ±3.6%"
2009,historical,5852,-5.54,1.28,0.63,6.94,4.24,"Year: 2009
Mean change: 1.3%
SD: ±4.2%"
2009,historical,586,-4.82,0.77,0.83,5.86,2.64,"Year: 2009
Mean change: 0.8%
SD: ±2.6%"
2009,historical,587,-5.2,0.33,0.2,5.29,2.62,"Year: 2009
Mean change: 0.3%
SD: ±2.6%"
2009,historical,881,-3.94,0.41,0.87,6.52,3.19,"Year: 2009
Mean change: 0.4%
SD: ±3.2%"
2009,historical,882,-1.44,3.51,3.95,11.62,4.2,"Year: 2009
Mean change: 3.5%
SD: ±4.2%"
2009,historical,883,-2.33,3.66,3.06,18.55,6.08,"Year: 2009
Mean change: 3.7%
SD: ±6.1%"
2010,historical,481,-2.64,0.82,1.02,2.96,1.72,"Year: 2010
Mean change: 0.8%
SD: ±1.7%"
2010,historical,482,1.12,5.87,4.18,18.78,5.44,"Year: 2010
Mean change: 5.9%
SD: ±5.4%"
2010,historical,483,-0.62,1.17,0.72,4.24,1.58,"Year: 2010
Mean change: 1.2%
SD: ±1.6%"
2010,historical,484,-0.82,2.25,0.57,9.96,3.82,"Year: 2010
Mean change: 2.2%
SD: ±3.8%"
2010,historical,485,-11.39,3.75,2.17,17.21,9.85,"Year: 2010
Mean change: 3.8%
SD: ±9.8%"
2010,historical,486,-5.01,0.94,0.77,5.25,3.3,"Year: 2010
Mean change: 0.9%
SD: ±3.3%"
2010,historical,5841,-12.25,-1.61,-0.05,5.74,6.12,"Year: 2010
Mean change: -1.6%
SD: ±6.1%"
2010,historical,5842,-22.53,-1.23,0.3,8.17,9.43,"Year: 2010
Mean change: -1.2%
SD: ±9.4%"
2010,historical,5843a,-2.37,3.08,2.97,9.83,4.45,"Year: 2010
Mean change: 3.1%
SD: ±4.4%"
2010,historical,5843b,-11.99,-0.69,1.09,9.19,6.13,"Year: 2010
Mean change: -0.7%
SD: ±6.1%"
2010,historical,5844a,-10.24,0.03,1.09,7.13,4.76,"Year: 2010
Mean change: 0%
SD: ±4.8%"
2010,historical,5844b,-6.22,0.63,1.15,7.02,3.62,"Year: 2010
Mean change: 0.6%
SD: ±3.6%"
2010,historical,5851,-1.4,1.08,0.71,4.31,1.81,"Year: 2010
Mean change: 1.1%
SD: ±1.8%"
2010,historical,5852,-6.01,0.15,0.5,5.27,3.75,"Year: 2010
Mean change: 0.1%
SD: ±3.8%"
2010,historical,586,-0.71,2.8,1.13,10.28,3.83,"Year: 2010
Mean change: 2.8%
SD: ±3.8%"
2010,historical,587,-3.71,2.91,2.39,9.77,4.09,"Year: 2010
Mean change: 2.9%
SD: ±4.1%"
2010,historical,881,-8.42,0.41,-0.12,9.06,5.37,"Year: 2010
Mean change: 0.4%
SD: ±5.4%"
2010,historical,882,-0.2,2.98,1.3,9.5,3.23,"Year: 2010
Mean change: 3%
SD: ±3.2%"
2010,historical,883,-3.87,1.04,0.17,10.6,4.07,"Year: 2010
Mean change: 1%
SD: ±4.1%"
2011,historical,481,-2.44,1.36,1.13,4.24,2.01,"Year: 2011
Mean change: 1.4%
SD: ±2%"
2011,historical,482,-8.61,1.51,1.18,18.01,7.16,"Year: 2011
Mean change: 1.5%
SD: ±7.2%"
2011,historical,483,-1.78,1.82,0.34,8.93,3.42,"Year: 2011
Mean change: 1.8%
SD: ±3.4%"
2011,historical,484,-6.06,-1.15,-0.32,3.14,2.79,"Year: 2011
Mean change: -1.1%
SD: ±2.8%"
2011,historical,485,-13.85,0.03,1.03,18.36,8.38,"Year: 2011
Mean change: 0%
SD: ±8.4%"
2011,historical,486,-7.43,-1.89,-1.57,1.65,2.65,"Year: 2011
Mean change: -1.9%
SD: ±2.6%"
2011,historical,5841,-8.95,-1.63,-1.96,3.48,3.8,"Year: 2011
Mean change: -1.6%
SD: ±3.8%"
2011,historical,5842,-7.75,2.72,1.62,14.78,6.64,"Year: 2011
Mean change: 2.7%
SD: ±6.6%"
2011,historical,5843a,-9.88,0.16,0.56,7.26,5.25,"Year: 2011
Mean change: 0.2%
SD: ±5.2%"
2011,historical,5843b,-7.96,-1.34,-1.18,8.93,5.12,"Year: 2011
Mean change: -1.3%
SD: ±5.1%"
2011,historical,5844a,-4.93,-1.21,-1.16,1.87,2.12,"Year: 2011
Mean change: -1.2%
SD: ±2.1%"
2011,historical,5844b,-3,1,0.56,6.52,2.7,"Year: 2011
Mean change: 1%
SD: ±2.7%"
2011,historical,5851,-2.72,2.35,1.18,11.71,4.02,"Year: 2011
Mean change: 2.4%
SD: ±4%"
2011,historical,5852,-4.04,1.13,0.94,6.19,2.61,"Year: 2011
Mean change: 1.1%
SD: ±2.6%"
2011,historical,586,0.08,1.42,1.11,3.79,1.27,"Year: 2011
Mean change: 1.4%
SD: ±1.3%"
2011,historical,587,-4.86,-1.05,-1.39,2.72,1.97,"Year: 2011
Mean change: -1%
SD: ±2%"
2011,historical,881,-9.05,-1.1,-0.89,3.43,3.33,"Year: 2011
Mean change: -1.1%
SD: ±3.3%"
2011,historical,882,-7.09,-0.09,-0.11,10.24,4.58,"Year: 2011
Mean change: -0.1%
SD: ±4.6%"
2011,historical,883,-3.06,2,1.85,6.39,3.14,"Year: 2011
Mean change: 2%
SD: ±3.1%"
2012,historical,481,-11.42,-0.26,0.31,7.69,6.46,"Year: 2012
Mean change: -0.3%
SD: ±6.5%"
2012,historical,482,-13.18,-1.49,-1.12,5.85,5.33,"Year: 2012
Mean change: -1.5%
SD: ±5.3%"
2012,historical,483,-3.9,0.5,-0.29,9.18,3.74,"Year: 2012
Mean change: 0.5%
SD: ±3.7%"
2012,historical,484,-2.38,0.74,0.24,5.63,2.23,"Year: 2012
Mean change: 0.7%
SD: ±2.2%"
2012,historical,485,-11.17,1.48,2.04,11.56,6.02,"Year: 2012
Mean change: 1.5%
SD: ±6%"
2012,historical,486,-3.4,-0.54,-0.91,3.18,1.81,"Year: 2012
Mean change: -0.5%
SD: ±1.8%"
2012,historical,5841,-3.82,0.19,0.21,3.97,2.58,"Year: 2012
Mean change: 0.2%
SD: ±2.6%"
2012,historical,5842,-0.06,3.23,3.07,9.99,2.94,"Year: 2012
Mean change: 3.2%
SD: ±2.9%"
2012,historical,5843a,-2.06,1.95,1.01,11.54,3.84,"Year: 2012
Mean change: 2%
SD: ±3.8%"
2012,historical,5843b,-4.94,0.58,0,4.45,2.72,"Year: 2012
Mean change: 0.6%
SD: ±2.7%"
2012,historical,5844a,-4.97,-0.65,-0.38,3.11,2.18,"Year: 2012
Mean change: -0.7%
SD: ±2.2%"
2012,historical,5844b,-4.43,-0.05,-0.03,5.14,2.75,"Year: 2012
Mean change: 0%
SD: ±2.8%"
2012,historical,5851,-2.07,0.54,0.64,2.76,1.68,"Year: 2012
Mean change: 0.5%
SD: ±1.7%"
2012,historical,5852,-3.89,0.96,0.31,7.27,2.97,"Year: 2012
Mean change: 1%
SD: ±3%"
2012,historical,586,-12.76,-2.24,-0.7,1.96,4.38,"Year: 2012
Mean change: -2.2%
SD: ±4.4%"
2012,historical,587,-5.37,-1.17,-0.95,4.09,2.56,"Year: 2012
Mean change: -1.2%
SD: ±2.6%"
2012,historical,881,-3.83,-1.41,-2.01,3.35,2.08,"Year: 2012
Mean change: -1.4%
SD: ±2.1%"
2012,historical,882,-3.64,0.87,0.32,7.8,3.07,"Year: 2012
Mean change: 0.9%
SD: ±3.1%"
2012,historical,883,-3.98,1.33,1.06,6.28,2.73,"Year: 2012
Mean change: 1.3%
SD: ±2.7%"
2013,historical,481,-0.67,3.49,3.32,14.82,4.61,"Year: 2013
Mean change: 3.5%
SD: ±4.6%"
2013,historical,482,-8.21,0.04,-0.27,9.33,5.38,"Year: 2013
Mean change: 0%
SD: ±5.4%"
2013,historical,483,-6.66,-2.13,-2.31,0.97,2.51,"Year: 2013
Mean change: -2.1%
SD: ±2.5%"
2013,historical,484,-6.62,0.13,-0.24,7.23,4.41,"Year: 2013
Mean change: 0.1%
SD: ±4.4%"
2013,historical,485,-16.45,3.1,0.15,29.97,14.66,"Year: 2013
Mean change: 3.1%
SD: ±14.7%"
2013,historical,486,-6.81,-0.49,-0.44,5.89,3.46,"Year: 2013
Mean change: -0.5%
SD: ±3.5%"
2013,historical,5841,-5.41,0.12,-0.3,4.86,2.85,"Year: 2013
Mean change: 0.1%
SD: ±2.9%"
2013,historical,5842,-3.58,0.14,0.2,4.41,2.19,"Year: 2013
Mean change: 0.1%
SD: ±2.2%"
2013,historical,5843a,-3.07,2.03,1.54,11.69,4.33,"Year: 2013
Mean change: 2%
SD: ±4.3%"
2013,historical,5843b,-5.97,1.13,0.74,8.16,4.12,"Year: 2013
Mean change: 1.1%
SD: ±4.1%"
2013,historical,5844a,-3.85,-0.82,-0.5,1.16,1.52,"Year: 2013
Mean change: -0.8%
SD: ±1.5%"
2013,historical,5844b,-5.01,-0.96,-0.27,2.32,2.33,"Year: 2013
Mean change: -1%
SD: ±2.3%"
2013,historical,5851,-7.2,-1.12,-0.46,1.89,2.65,"Year: 2013
Mean change: -1.1%
SD: ±2.6%"
2013,historical,5852,-5.87,0.7,1.17,5.85,3.38,"Year: 2013
Mean change: 0.7%
SD: ±3.4%"
2013,historical,586,-4.69,-0.75,-0.91,2.74,2.14,"Year: 2013
Mean change: -0.8%
SD: ±2.1%"
2013,historical,587,-5.15,-0.76,-0.39,2.38,2.35,"Year: 2013
Mean change: -0.8%
SD: ±2.4%"
2013,historical,881,-4.92,-0.77,-1.04,2.59,2.54,"Year: 2013
Mean change: -0.8%
SD: ±2.5%"
2013,historical,882,-8.44,-1.14,-1.98,6.4,4.3,"Year: 2013
Mean change: -1.1%
SD: ±4.3%"
2013,historical,883,-5.97,1.63,0.7,11.15,4.8,"Year: 2013
Mean change: 1.6%
SD: ±4.8%"
2014,historical,481,-9.76,-0.33,-0.69,10.64,5.96,"Year: 2014
Mean change: -0.3%
SD: ±6%"
2014,historical,482,-8.99,-1.1,-0.89,7.24,4.15,"Year: 2014
Mean change: -1.1%
SD: ±4.2%"
2014,historical,483,-5.1,-1.26,-1.6,5.73,2.87,"Year: 2014
Mean change: -1.3%
SD: ±2.9%"
2014,historical,484,-1.7,2.93,1.71,10.9,3.73,"Year: 2014
Mean change: 2.9%
SD: ±3.7%"
2014,historical,485,-26.77,-3.61,-0.45,18.85,13.93,"Year: 2014
Mean change: -3.6%
SD: ±13.9%"
2014,historical,486,-1.65,0.51,0.23,4.04,1.84,"Year: 2014
Mean change: 0.5%
SD: ±1.8%"
2014,historical,5841,-3.2,0.91,0.23,6.44,3.27,"Year: 2014
Mean change: 0.9%
SD: ±3.3%"
2014,historical,5842,-2.7,-0.19,-0.42,3.6,2.07,"Year: 2014
Mean change: -0.2%
SD: ±2.1%"
2014,historical,5843a,-8.32,-2.12,-1.41,3.63,3.81,"Year: 2014
Mean change: -2.1%
SD: ±3.8%"
2014,historical,5843b,-6.2,0.57,0.33,4.56,3.45,"Year: 2014
Mean change: 0.6%
SD: ±3.5%"
2014,historical,5844a,-3.92,-1.47,-1.32,-0.19,1.15,"Year: 2014
Mean change: -1.5%
SD: ±1.1%"
2014,historical,5844b,-3.46,-1.01,-0.69,2.65,1.97,"Year: 2014
Mean change: -1%
SD: ±2%"
2014,historical,5851,-5.43,-1.61,-0.93,0.51,1.86,"Year: 2014
Mean change: -1.6%
SD: ±1.9%"
2014,historical,5852,-4.56,-0.41,-0.84,3.24,2.37,"Year: 2014
Mean change: -0.4%
SD: ±2.4%"
2014,historical,586,-5.83,-2.21,-1.7,0.14,2.04,"Year: 2014
Mean change: -2.2%
SD: ±2%"
2014,historical,587,-2.56,0.08,-0.07,2.69,1.79,"Year: 2014
Mean change: 0.1%
SD: ±1.8%"
2014,historical,881,-6.26,-0.38,0.34,3.38,2.96,"Year: 2014
Mean change: -0.4%
SD: ±3%"
2014,historical,882,-8.05,-1.1,-1.76,7.09,4.87,"Year: 2014
Mean change: -1.1%
SD: ±4.9%"
2014,historical,883,-5.42,1.11,-0.03,11.29,4.51,"Year: 2014
Mean change: 1.1%
SD: ±4.5%"
2015,ssp126,481,-8.05,-0.79,-0.63,4.87,3.42,"Year: 2015
Mean change: -0.8%
SD: ±3.4%"
2015,ssp126,482,-6.97,-0.54,-0.83,5.21,3.75,"Year: 2015
Mean change: -0.5%
SD: ±3.8%"
2015,ssp126,483,-3.23,-0.09,-0.32,6.86,3.02,"Year: 2015
Mean change: -0.1%
SD: ±3%"
2015,ssp126,484,-5.79,-0.62,-0.98,6.32,3.34,"Year: 2015
Mean change: -0.6%
SD: ±3.3%"
2015,ssp126,485,-20.46,-1.8,-2.85,18.96,11.08,"Year: 2015
Mean change: -1.8%
SD: ±11.1%"
2015,ssp126,486,-3.51,-1.11,-1.25,5.18,2.61,"Year: 2015
Mean change: -1.1%
SD: ±2.6%"
2015,ssp126,5841,-1.36,0.52,-0.18,7.01,2.54,"Year: 2015
Mean change: 0.5%
SD: ±2.5%"
2015,ssp126,5842,-2.92,0.17,-0.5,7.95,3.14,"Year: 2015
Mean change: 0.2%
SD: ±3.1%"
2015,ssp126,5843a,-7.8,-1.97,-1.82,3.93,3.41,"Year: 2015
Mean change: -2%
SD: ±3.4%"
2015,ssp126,5843b,-8.1,-0.64,-0.71,3.83,3.51,"Year: 2015
Mean change: -0.6%
SD: ±3.5%"
2015,ssp126,5844a,-4.45,-2.09,-1.82,-0.15,1.59,"Year: 2015
Mean change: -2.1%
SD: ±1.6%"
2015,ssp126,5844b,-11.41,-2.68,-1.17,0.19,3.5,"Year: 2015
Mean change: -2.7%
SD: ±3.5%"
2015,ssp126,5851,-3.01,-0.25,-0.16,4.67,2.11,"Year: 2015
Mean change: -0.2%
SD: ±2.1%"
2015,ssp126,5852,-2.17,0.35,-0.02,5.91,2.28,"Year: 2015
Mean change: 0.3%
SD: ±2.3%"
2015,ssp126,586,-4.52,-1.55,-1.15,2.19,2.3,"Year: 2015
Mean change: -1.6%
SD: ±2.3%"
2015,ssp126,587,-8.07,-2.03,-1.43,2.45,3.2,"Year: 2015
Mean change: -2%
SD: ±3.2%"
2015,ssp126,881,-3.82,-1.28,-1.81,3.14,2.26,"Year: 2015
Mean change: -1.3%
SD: ±2.3%"
2015,ssp126,882,-13.58,-1.73,-2.82,8.72,6.26,"Year: 2015
Mean change: -1.7%
SD: ±6.3%"
2015,ssp126,883,-9.26,-1.3,-0.55,4.24,4.04,"Year: 2015
Mean change: -1.3%
SD: ±4%"
2015,ssp585,481,-4.1,1.03,-0.18,11.95,4.63,"Year: 2015
Mean change: 1%
SD: ±4.6%"
2015,ssp585,482,-9.51,0.49,0.55,6.87,4.75,"Year: 2015
Mean change: 0.5%
SD: ±4.8%"
2015,ssp585,483,-10.06,-1.02,-0.97,7.21,5.01,"Year: 2015
Mean change: -1%
SD: ±5%"
2015,ssp585,484,-5.74,-0.4,0.07,6.86,3.77,"Year: 2015
Mean change: -0.4%
SD: ±3.8%"
2015,ssp585,485,-9.78,1.86,-1.46,39.3,15.12,"Year: 2015
Mean change: 1.9%
SD: ±15.1%"
2015,ssp585,486,-9.87,-1.62,-0.7,4.9,4.06,"Year: 2015
Mean change: -1.6%
SD: ±4.1%"
2015,ssp585,5841,-9.96,-0.7,-0.95,7.02,4.41,"Year: 2015
Mean change: -0.7%
SD: ±4.4%"
2015,ssp585,5842,-4.85,-0.5,-0.38,3.22,2.36,"Year: 2015
Mean change: -0.5%
SD: ±2.4%"
2015,ssp585,5843a,-7.98,-1.57,-0.37,3.91,3.73,"Year: 2015
Mean change: -1.6%
SD: ±3.7%"
2015,ssp585,5843b,-5.46,0.14,0.14,5.56,3.48,"Year: 2015
Mean change: 0.1%
SD: ±3.5%"
2015,ssp585,5844a,-3.63,-1.49,-1.41,1.04,1.59,"Year: 2015
Mean change: -1.5%
SD: ±1.6%"
2015,ssp585,5844b,-5.22,-1.6,-0.96,0.66,1.96,"Year: 2015
Mean change: -1.6%
SD: ±2%"
2015,ssp585,5851,-6.86,-0.48,-0.1,5.48,3.08,"Year: 2015
Mean change: -0.5%
SD: ±3.1%"
2015,ssp585,5852,-5.34,-0.29,-0.35,3.98,2.51,"Year: 2015
Mean change: -0.3%
SD: ±2.5%"
