rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name
2280,-176.5,-60.5,2041-2050,ssp585,-21.67,0.51,-1.24,20.47,12.49,"Pacific, Antarctic"
2932,-175.5,-77.5,2041-2050,ssp585,-5.38,4.15,2.74,19.09,8.27,"Pacific, Antarctic"
2936,-175.5,-76.5,2041-2050,ssp585,-9.42,4.92,3.64,21.71,9.75,"Pacific, Antarctic"
2940,-175.5,-75.5,2041-2050,ssp585,-19.49,4.77,8.27,23.49,12.91,"Pacific, Antarctic"
2944,-175.5,-74.5,2041-2050,ssp585,-37.38,-3.5,-1.58,18.69,14.2,"Pacific, Antarctic"
2948,-175.5,-73.5,2041-2050,ssp585,-48.5,-6.34,-3.49,10.7,16.04,"Pacific, Antarctic"
2952,-175.5,-72.5,2041-2050,ssp585,-32.2,-5.94,-1.34,6.02,11.16,"Pacific, Antarctic"
2956,-175.5,-71.5,2041-2050,ssp585,-33.44,-12.93,-11.03,-2.16,9.46,"Pacific, Antarctic"
2960,-175.5,-70.5,2041-2050,ssp585,-41.67,-12.99,-8.63,-0.63,12.47,"Pacific, Antarctic"
2964,-175.5,-69.5,2041-2050,ssp585,-36.33,-10.15,-6.48,15.16,14.32,"Pacific, Antarctic"
2968,-175.5,-68.5,2041-2050,ssp585,-45.92,-13.02,-9.5,1.74,13.57,"Pacific, Antarctic"
2972,-175.5,-67.5,2041-2050,ssp585,-50.45,-13.7,-10.93,1.74,14.83,"Pacific, Antarctic"
2976,-175.5,-66.5,2041-2050,ssp585,-38.92,-10.74,-9.54,10.56,13.19,"Pacific, Antarctic"
2980,-175.5,-65.5,2041-2050,ssp585,-31.98,-8.09,-5.75,7.41,11.91,"Pacific, Antarctic"
2984,-175.5,-64.5,2041-2050,ssp585,-28.8,-6.97,-4.87,6.5,10.99,"Pacific, Antarctic"
2988,-175.5,-63.5,2041-2050,ssp585,-23.35,-3.75,-3.6,15.43,11.99,"Pacific, Antarctic"
2992,-175.5,-62.5,2041-2050,ssp585,-22.93,-1.84,-3.75,27.16,13.46,"Pacific, Antarctic"
2996,-175.5,-61.5,2041-2050,ssp585,-22.35,-1.17,-1.9,26.08,13.5,"Pacific, Antarctic"
3000,-175.5,-60.5,2041-2050,ssp585,-21.75,-0.62,-1.38,17.78,12.03,"Pacific, Antarctic"
3652,-174.5,-77.5,2041-2050,ssp585,-4.74,5.86,3.99,21.62,8.67,"Pacific, Antarctic"
3656,-174.5,-76.5,2041-2050,ssp585,-13.07,6.21,6.52,23.96,11.19,"Pacific, Antarctic"
3660,-174.5,-75.5,2041-2050,ssp585,-23.54,3.39,5.83,21.13,13.35,"Pacific, Antarctic"
3664,-174.5,-74.5,2041-2050,ssp585,-49.31,-3.58,-0.44,14.32,18.05,"Pacific, Antarctic"
3668,-174.5,-73.5,2041-2050,ssp585,-52.86,-7.87,-3.61,8.06,16.91,"Pacific, Antarctic"
3672,-174.5,-72.5,2041-2050,ssp585,-36.08,-11.38,-10.18,4.07,11.55,"Pacific, Antarctic"
3676,-174.5,-71.5,2041-2050,ssp585,-34.36,-12.46,-11.76,-2.89,9.03,"Pacific, Antarctic"
3680,-174.5,-70.5,2041-2050,ssp585,-38.83,-11.03,-9.06,14.96,14.2,"Pacific, Antarctic"
3684,-174.5,-69.5,2041-2050,ssp585,-35.21,-9.69,-7.28,18.17,14.84,"Pacific, Antarctic"
3688,-174.5,-68.5,2041-2050,ssp585,-46.36,-14.42,-10.4,-2.58,12.98,"Pacific, Antarctic"
3692,-174.5,-67.5,2041-2050,ssp585,-50.39,-14.66,-11.01,-1.05,14.15,"Pacific, Antarctic"
3696,-174.5,-66.5,2041-2050,ssp585,-40.23,-10.66,-9.66,13.42,14.28,"Pacific, Antarctic"
3700,-174.5,-65.5,2041-2050,ssp585,-32.42,-8.82,-6.55,5.41,11.63,"Pacific, Antarctic"
3704,-174.5,-64.5,2041-2050,ssp585,-29.31,-7.99,-5.43,2.66,10.54,"Pacific, Antarctic"
3708,-174.5,-63.5,2041-2050,ssp585,-24.33,-4.14,-3.51,15.78,12.26,"Pacific, Antarctic"
3712,-174.5,-62.5,2041-2050,ssp585,-23.6,-1.28,-3.66,28.66,14.04,"Pacific, Antarctic"
3716,-174.5,-61.5,2041-2050,ssp585,-22.58,-0.76,-1.69,21.41,12.92,"Pacific, Antarctic"
3720,-174.5,-60.5,2041-2050,ssp585,-21.74,-1.74,-2.08,17.24,11.9,"Pacific, Antarctic"
4372,-173.5,-77.5,2041-2050,ssp585,-5.13,6.14,3.87,21.75,8.83,"Pacific, Antarctic"
4376,-173.5,-76.5,2041-2050,ssp585,-21.72,3.84,4.44,23.03,12.91,"Pacific, Antarctic"
4380,-173.5,-75.5,2041-2050,ssp585,-28.94,1.18,3.44,17.71,13.98,"Pacific, Antarctic"
4384,-173.5,-74.5,2041-2050,ssp585,-43.76,-3.72,-4.39,15.46,16.77,"Pacific, Antarctic"
4388,-173.5,-73.5,2041-2050,ssp585,-45.42,-4.76,-0.71,10.51,15.87,"Pacific, Antarctic"
4392,-173.5,-72.5,2041-2050,ssp585,-41.8,-8.25,-5.38,3.35,12.68,"Pacific, Antarctic"
4396,-173.5,-71.5,2041-2050,ssp585,-35.33,-9.89,-7.1,2.99,10.24,"Pacific, Antarctic"
4400,-173.5,-70.5,2041-2050,ssp585,-33.1,-11.15,-9.69,7.31,11.43,"Pacific, Antarctic"
4404,-173.5,-69.5,2041-2050,ssp585,-33.33,-10.08,-8.79,16.03,14.18,"Pacific, Antarctic"
4408,-173.5,-68.5,2041-2050,ssp585,-46.95,-15.28,-11.41,0.23,13.16,"Pacific, Antarctic"
4412,-173.5,-67.5,2041-2050,ssp585,-50.57,-16.14,-11.18,-5.49,13.23,"Pacific, Antarctic"
4416,-173.5,-66.5,2041-2050,ssp585,-43.02,-12.64,-10.87,6.8,13.45,"Pacific, Antarctic"
4420,-173.5,-65.5,2041-2050,ssp585,-33.78,-9.13,-7.88,7.98,12.65,"Pacific, Antarctic"
4424,-173.5,-64.5,2041-2050,ssp585,-30.85,-8.75,-6.06,3.57,10.93,"Pacific, Antarctic"
4428,-173.5,-63.5,2041-2050,ssp585,-25.35,-5.67,-3.57,10.09,11.23,"Pacific, Antarctic"
4432,-173.5,-62.5,2041-2050,ssp585,-24.24,-0.47,-3.58,31.55,14.97,"Pacific, Antarctic"
4436,-173.5,-61.5,2041-2050,ssp585,-22.75,-1.6,-1.61,19.95,12.07,"Pacific, Antarctic"
4440,-173.5,-60.5,2041-2050,ssp585,-21.66,-1.36,-1.78,17.31,11.83,"Pacific, Antarctic"
5092,-172.5,-77.5,2041-2050,ssp585,-6.45,5.62,5.38,19.45,8.84,"Pacific, Antarctic"
5096,-172.5,-76.5,2041-2050,ssp585,-26.97,1.24,2.82,19.68,13.46,"Pacific, Antarctic"
5100,-172.5,-75.5,2041-2050,ssp585,-41.52,-1.43,0.2,13.52,16.46,"Pacific, Antarctic"
5104,-172.5,-74.5,2041-2050,ssp585,-30.82,-2.93,-6.48,22.35,15,"Pacific, Antarctic"
5108,-172.5,-73.5,2041-2050,ssp585,-32.38,-2.64,0.56,20.09,13.89,"Pacific, Antarctic"
5112,-172.5,-72.5,2041-2050,ssp585,-32.05,-6.16,-3,2.23,10.4,"Pacific, Antarctic"
5116,-172.5,-71.5,2041-2050,ssp585,-25.49,-7.81,-9.52,9.18,9.52,"Pacific, Antarctic"
5120,-172.5,-70.5,2041-2050,ssp585,-24.7,-10.18,-9.02,8.3,10.02,"Pacific, Antarctic"
5124,-172.5,-69.5,2041-2050,ssp585,-30.17,-12.94,-10.37,-1.19,10.19,"Pacific, Antarctic"
5128,-172.5,-68.5,2041-2050,ssp585,-46.73,-15.89,-13.13,1.23,13.2,"Pacific, Antarctic"
5132,-172.5,-67.5,2041-2050,ssp585,-51.57,-16.56,-12.4,-3.28,13.73,"Pacific, Antarctic"
5136,-172.5,-66.5,2041-2050,ssp585,-45.93,-14.76,-12.34,-1.63,12.87,"Pacific, Antarctic"
5140,-172.5,-65.5,2041-2050,ssp585,-36.21,-10.26,-9.38,8.01,13.24,"Pacific, Antarctic"
5144,-172.5,-64.5,2041-2050,ssp585,-32.67,-9.88,-6.81,1.75,11.05,"Pacific, Antarctic"
5148,-172.5,-63.5,2041-2050,ssp585,-26.27,-6.1,-3.82,9.67,11.69,"Pacific, Antarctic"
5152,-172.5,-62.5,2041-2050,ssp585,-24.75,-1.06,-2.85,22.35,13.16,"Pacific, Antarctic"
5156,-172.5,-61.5,2041-2050,ssp585,-22.86,-0.93,-1.31,23.86,12.54,"Pacific, Antarctic"
5160,-172.5,-60.5,2041-2050,ssp585,-21.54,-1.78,-1.74,12.69,10.63,"Pacific, Antarctic"
5812,-171.5,-77.5,2041-2050,ssp585,-11.56,4.29,2.83,20.26,9.88,"Pacific, Antarctic"
5816,-171.5,-76.5,2041-2050,ssp585,-33.42,0.28,2.59,17.53,14.44,"Pacific, Antarctic"
5820,-171.5,-75.5,2041-2050,ssp585,-38.53,-1.43,-1.11,16.65,16.36,"Pacific, Antarctic"
5824,-171.5,-74.5,2041-2050,ssp585,-21.15,-2.25,-4.76,20.43,12.94,"Pacific, Antarctic"
5828,-171.5,-73.5,2041-2050,ssp585,-17.72,-2.44,1.23,8.35,8.71,"Pacific, Antarctic"
5832,-171.5,-72.5,2041-2050,ssp585,-17.05,-3.77,-1.3,4.6,6.98,"Pacific, Antarctic"
5836,-171.5,-71.5,2041-2050,ssp585,-13.38,-6.28,-9.92,16.79,9.45,"Pacific, Antarctic"
5840,-171.5,-70.5,2041-2050,ssp585,-23.92,-11.52,-10.13,-2.58,6.09,"Pacific, Antarctic"
5844,-171.5,-69.5,2041-2050,ssp585,-30.88,-12.98,-11.36,1.19,9.76,"Pacific, Antarctic"
5848,-171.5,-68.5,2041-2050,ssp585,-43.86,-15.93,-12.5,-1.92,12.26,"Pacific, Antarctic"
5852,-171.5,-67.5,2041-2050,ssp585,-53.39,-16.64,-11.85,-5.83,14.34,"Pacific, Antarctic"
5856,-171.5,-66.5,2041-2050,ssp585,-48.58,-15.69,-10.75,-4.38,13.11,"Pacific, Antarctic"
5860,-171.5,-65.5,2041-2050,ssp585,-39.02,-11.41,-8.77,5.82,13.35,"Pacific, Antarctic"
5864,-171.5,-64.5,2041-2050,ssp585,-34.67,-10.51,-7.2,4.97,11.91,"Pacific, Antarctic"
5868,-171.5,-63.5,2041-2050,ssp585,-28.02,-7.47,-4.21,6.13,11.4,"Pacific, Antarctic"
5872,-171.5,-62.5,2041-2050,ssp585,-25.14,-1.55,-1.95,22.33,13.02,"Pacific, Antarctic"
5876,-171.5,-61.5,2041-2050,ssp585,-22.9,-1.1,-1.64,21.45,11.5,"Pacific, Antarctic"
5880,-171.5,-60.5,2041-2050,ssp585,-21.38,-2.07,-1.74,10.08,9.74,"Pacific, Antarctic"
6532,-170.5,-77.5,2041-2050,ssp585,-20.54,3.03,4.53,19.47,11.64,"Pacific, Antarctic"
6536,-170.5,-76.5,2041-2050,ssp585,-37.9,-1.15,0.79,14.91,15.18,"Pacific, Antarctic"
6540,-170.5,-75.5,2041-2050,ssp585,-30.98,1.41,-1.26,34.84,18.32,"Pacific, Antarctic"
6544,-170.5,-74.5,2041-2050,ssp585,-15.11,-1.2,-2.22,18.68,11.22,"Pacific, Antarctic"
6548,-170.5,-73.5,2041-2050,ssp585,-11.13,-1.58,0.55,7.84,6.59,"Pacific, Antarctic"
6552,-170.5,-72.5,2041-2050,ssp585,-10.62,-1.19,-2.69,19.09,8.98,"Pacific, Antarctic"
6556,-170.5,-71.5,2041-2050,ssp585,-16.47,-6.33,-10.08,13.08,8.57,"Pacific, Antarctic"
6560,-170.5,-70.5,2041-2050,ssp585,-24.03,-12.31,-11.3,-3.32,5.45,"Pacific, Antarctic"
6564,-170.5,-69.5,2041-2050,ssp585,-31.6,-13.25,-11.92,0.23,8.54,"Pacific, Antarctic"
6568,-170.5,-68.5,2041-2050,ssp585,-40.85,-15.73,-12.4,-2.22,11.78,"Pacific, Antarctic"
6572,-170.5,-67.5,2041-2050,ssp585,-51.58,-15.14,-11.51,-1.9,14.99,"Pacific, Antarctic"
6576,-170.5,-66.5,2041-2050,ssp585,-49.81,-15.67,-10.54,-4.54,13.79,"Pacific, Antarctic"
6580,-170.5,-65.5,2041-2050,ssp585,-41.45,-13.54,-9.69,-0.79,12.34,"Pacific, Antarctic"
6584,-170.5,-64.5,2041-2050,ssp585,-37.12,-11.91,-8.08,-0.95,11.75,"Pacific, Antarctic"
6588,-170.5,-63.5,2041-2050,ssp585,-31.06,-8.64,-5.92,10.12,12.21,"Pacific, Antarctic"
6592,-170.5,-62.5,2041-2050,ssp585,-25.4,-1.06,-1.77,24.34,14.33,"Pacific, Antarctic"
6596,-170.5,-61.5,2041-2050,ssp585,-22.91,0.09,-1.63,19.54,11.51,"Pacific, Antarctic"
6600,-170.5,-60.5,2041-2050,ssp585,-21.21,-1.65,-1.67,14.04,9.8,"Pacific, Antarctic"
7252,-169.5,-77.5,2041-2050,ssp585,-26.19,1.03,1.82,16.94,12.55,"Pacific, Antarctic"
7256,-169.5,-76.5,2041-2050,ssp585,-43.99,-2.82,0.15,15.64,17.28,"Pacific, Antarctic"
7260,-169.5,-75.5,2041-2050,ssp585,-28.37,1.49,-2.36,36.59,18.52,"Pacific, Antarctic"
7264,-169.5,-74.5,2041-2050,ssp585,-11.37,-1.67,-5.7,17.07,10.53,"Pacific, Antarctic"
7268,-169.5,-73.5,2041-2050,ssp585,-9.98,-0.21,0.23,8.86,7.14,"Pacific, Antarctic"
7272,-169.5,-72.5,2041-2050,ssp585,-10.08,0.97,-0.72,30.75,11.94,"Pacific, Antarctic"
7276,-169.5,-71.5,2041-2050,ssp585,-14.11,-7.32,-9.99,8.07,6.73,"Pacific, Antarctic"
7280,-169.5,-70.5,2041-2050,ssp585,-24.02,-10.76,-12.15,5.91,7.91,"Pacific, Antarctic"
7284,-169.5,-69.5,2041-2050,ssp585,-32.25,-12.19,-12.11,0.2,8.94,"Pacific, Antarctic"
7288,-169.5,-68.5,2041-2050,ssp585,-36.92,-16.06,-12.87,-4.62,10.71,"Pacific, Antarctic"
7292,-169.5,-67.5,2041-2050,ssp585,-49.23,-14.02,-11.27,2.76,15.54,"Pacific, Antarctic"
7296,-169.5,-66.5,2041-2050,ssp585,-50.64,-15.45,-11.4,0.24,14.77,"Pacific, Antarctic"
7300,-169.5,-65.5,2041-2050,ssp585,-44.53,-15.15,-10.02,-5.27,12.48,"Pacific, Antarctic"
7304,-169.5,-64.5,2041-2050,ssp585,-39.26,-11.98,-8.94,5.39,13.21,"Pacific, Antarctic"
7308,-169.5,-63.5,2041-2050,ssp585,-34.21,-10.82,-7,2.9,11.62,"Pacific, Antarctic"
7312,-169.5,-62.5,2041-2050,ssp585,-25.56,-2.72,-1.83,20.54,13.18,"Pacific, Antarctic"
7316,-169.5,-61.5,2041-2050,ssp585,-22.87,0.35,-1.91,24.01,11.95,"Pacific, Antarctic"
7320,-169.5,-60.5,2041-2050,ssp585,-21.01,-0.6,-1.61,18.02,10.47,"Pacific, Antarctic"
7972,-168.5,-77.5,2041-2050,ssp585,-31.75,0.7,3.68,16.42,13.84,"Pacific, Antarctic"
7976,-168.5,-76.5,2041-2050,ssp585,-45.95,-3.57,-0.97,17.81,17.54,"Pacific, Antarctic"
7980,-168.5,-75.5,2041-2050,ssp585,-25.82,-1.74,-6.79,21.73,15.5,"Pacific, Antarctic"
7984,-168.5,-74.5,2041-2050,ssp585,-12.2,-2.86,-7.76,12.31,9.46,"Pacific, Antarctic"
7988,-168.5,-73.5,2041-2050,ssp585,-10.16,-0.57,0.63,8.15,8.21,"Pacific, Antarctic"
7992,-168.5,-72.5,2041-2050,ssp585,-9.37,0.14,-2.01,24.09,10.67,"Pacific, Antarctic"
7996,-168.5,-71.5,2041-2050,ssp585,-14.11,-8.25,-10.62,13.53,7.93,"Pacific, Antarctic"
8000,-168.5,-70.5,2041-2050,ssp585,-23.51,-9.99,-12.59,12.72,9.57,"Pacific, Antarctic"
8004,-168.5,-69.5,2041-2050,ssp585,-32.68,-12.19,-11.33,0.81,8.79,"Pacific, Antarctic"
8008,-168.5,-68.5,2041-2050,ssp585,-35.22,-15.65,-12.75,-0.23,10.48,"Pacific, Antarctic"
8012,-168.5,-67.5,2041-2050,ssp585,-45.42,-15.33,-11.91,-3.82,13.53,"Pacific, Antarctic"
8016,-168.5,-66.5,2041-2050,ssp585,-50.55,-15.29,-11.07,0.2,15.11,"Pacific, Antarctic"
8020,-168.5,-65.5,2041-2050,ssp585,-45.97,-15.19,-9.77,-4.88,13.17,"Pacific, Antarctic"
8024,-168.5,-64.5,2041-2050,ssp585,-41.93,-13.63,-9.56,-0.1,12.97,"Pacific, Antarctic"
8028,-168.5,-63.5,2041-2050,ssp585,-37.18,-11.84,-8.19,7.29,12.76,"Pacific, Antarctic"
8032,-168.5,-62.5,2041-2050,ssp585,-25.66,-3.94,-2.7,16.3,12.66,"Pacific, Antarctic"
8036,-168.5,-61.5,2041-2050,ssp585,-22.77,-0.14,-1.75,17.02,10.84,"Pacific, Antarctic"
8040,-168.5,-60.5,2041-2050,ssp585,-20.73,-1.16,-1.65,11.16,9.1,"Pacific, Antarctic"
8692,-167.5,-77.5,2041-2050,ssp585,-30.17,0.66,2.01,17.83,13.48,"Pacific, Antarctic"
8696,-167.5,-76.5,2041-2050,ssp585,-47.46,-4.37,-2.03,20.38,17.99,"Pacific, Antarctic"
8700,-167.5,-75.5,2041-2050,ssp585,-23.13,-6.17,-7.57,16.82,11.45,"Pacific, Antarctic"
8704,-167.5,-74.5,2041-2050,ssp585,-18.93,-3.23,-6.91,13.25,10.91,"Pacific, Antarctic"
8708,-167.5,-73.5,2041-2050,ssp585,-12.02,0.37,-0.48,17.69,10.29,"Pacific, Antarctic"
8712,-167.5,-72.5,2041-2050,ssp585,-9.48,-2.05,-4.76,12.71,8.33,"Pacific, Antarctic"
8716,-167.5,-71.5,2041-2050,ssp585,-13.15,-6.68,-10.18,16.36,9.25,"Pacific, Antarctic"
8720,-167.5,-70.5,2041-2050,ssp585,-22.61,-9.39,-12.73,16.7,10.51,"Pacific, Antarctic"
8724,-167.5,-69.5,2041-2050,ssp585,-32.74,-11.57,-11.82,0.78,9.17,"Pacific, Antarctic"
8728,-167.5,-68.5,2041-2050,ssp585,-36.12,-14.93,-12.74,-2.78,9.64,"Pacific, Antarctic"
8732,-167.5,-67.5,2041-2050,ssp585,-40.27,-15.2,-12.1,-3.38,12.46,"Pacific, Antarctic"
8736,-167.5,-66.5,2041-2050,ssp585,-49.45,-15.51,-11.46,-1.06,14.76,"Pacific, Antarctic"
8740,-167.5,-65.5,2041-2050,ssp585,-47.26,-15.51,-10.38,-3.46,13.65,"Pacific, Antarctic"
8744,-167.5,-64.5,2041-2050,ssp585,-44.97,-14.81,-10.09,-2.82,13.35,"Pacific, Antarctic"
8748,-167.5,-63.5,2041-2050,ssp585,-39.71,-13.09,-8.64,2.96,12.8,"Pacific, Antarctic"
8752,-167.5,-62.5,2041-2050,ssp585,-25.67,-5.29,-3.28,11.02,11.83,"Pacific, Antarctic"
8756,-167.5,-61.5,2041-2050,ssp585,-22.56,-1.4,-1.7,12.52,9.35,"Pacific, Antarctic"
