rowid,longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,name_merge
177285,66.5,-48.5,2091-2100,ssp126,-26.04,-10.56,-8.68,-2.73,6.98,Kerguelen Islands,NA
177289,66.5,-47.5,2091-2100,ssp126,-23.44,-8.84,-8.08,0.63,7.15,Kerguelen Islands,NA
177293,66.5,-46.5,2091-2100,ssp126,-23.74,-9.21,-7.91,0.29,6.85,Kerguelen Islands,NA
177989,67.5,-52.5,2091-2100,ssp126,-22.67,-8.2,-7.61,5.25,7.24,Kerguelen Islands,NA
177993,67.5,-51.5,2091-2100,ssp126,-20.57,-8.64,-7.18,7.37,8.42,Kerguelen Islands,NA
177997,67.5,-50.5,2091-2100,ssp126,-19.08,-8.59,-7.31,0.2,6.24,Kerguelen Islands,NA
178001,67.5,-49.5,2091-2100,ssp126,-22.38,-6.96,-5.49,4.92,8.4,Kerguelen Islands,NA
178005,67.5,-48.5,2091-2100,ssp126,-20.88,-7.5,-6.08,-0.21,6.54,Kerguelen Islands,NA
178009,67.5,-47.5,2091-2100,ssp126,-19.49,-6.91,-7.13,7.03,7.51,Kerguelen Islands,NA
178013,67.5,-46.5,2091-2100,ssp126,-22.18,-8.35,-6.75,-1.82,6.31,Kerguelen Islands,NA
178017,67.5,-45.5,2091-2100,ssp126,-20.4,-8.37,-6.44,-1.82,6.25,Kerguelen Islands,NA
178709,68.5,-52.5,2091-2100,ssp126,-22.13,-8.48,-8.01,3.27,7.01,Kerguelen Islands,NA
178713,68.5,-51.5,2091-2100,ssp126,-18.43,-8.21,-7.82,7.45,8.16,Kerguelen Islands,NA
178717,68.5,-50.5,2091-2100,ssp126,-18.07,-5.76,-6.69,4.61,7.13,Kerguelen Islands,NA
178721,68.5,-49.5,2091-2100,ssp126,-17.6,-4.23,-3.36,9.89,8.99,Kerguelen Islands,NA
178725,68.5,-48.5,2091-2100,ssp126,-20.22,-7.97,-5.76,2.19,7.21,Kerguelen Islands,NA
178729,68.5,-47.5,2091-2100,ssp126,-17.18,-6.93,-5.38,1.1,5.91,Kerguelen Islands,NA
178733,68.5,-46.5,2091-2100,ssp126,-20.93,-8.21,-6.37,-0.46,5.94,Kerguelen Islands,NA
178737,68.5,-45.5,2091-2100,ssp126,-18.16,-7.69,-6.02,-2.74,5.45,Kerguelen Islands,NA
179433,69.5,-51.5,2091-2100,ssp126,-18.94,-8.47,-9.01,4.3,6.69,Kerguelen Islands,NA
179437,69.5,-50.5,2091-2100,ssp126,-17.17,-4.23,-5.41,11.44,8.34,Kerguelen Islands,NA
179441,69.5,-49.5,2091-2100,ssp126,-13.74,-4.7,-0.56,0.19,7.83,Kerguelen Islands,NA
179445,69.5,-48.5,2091-2100,ssp126,-19.94,-6.85,-5.18,1.89,7.18,Kerguelen Islands,NA
179449,69.5,-47.5,2091-2100,ssp126,-16.98,-6.81,-5.72,2.38,6.2,Kerguelen Islands,NA
179453,69.5,-46.5,2091-2100,ssp126,-19.05,-7.91,-6.22,0.53,5.69,Kerguelen Islands,NA
179457,69.5,-45.5,2091-2100,ssp126,-15.15,-6.81,-6.14,-1.93,4.8,Kerguelen Islands,NA
180153,70.5,-51.5,2091-2100,ssp126,-18.59,-7.85,-8.34,-0.46,5.41,Kerguelen Islands,NA
180157,70.5,-50.5,2091-2100,ssp126,-17.13,-4.21,-4.83,9.16,7.14,Kerguelen Islands,NA
180161,70.5,-49.5,2091-2100,ssp126,-9.42,-4.31,-8.27,4.78,7.89,Kerguelen Islands,NA
180165,70.5,-48.5,2091-2100,ssp126,-20.51,-8.08,-6.65,0.25,6.5,Kerguelen Islands,NA
180169,70.5,-47.5,2091-2100,ssp126,-14.43,-6.94,-5.64,-1.57,4.21,Kerguelen Islands,NA
180173,70.5,-46.5,2091-2100,ssp126,-17.43,-7.36,-6.11,-1.69,5.14,Kerguelen Islands,NA
180177,70.5,-45.5,2091-2100,ssp126,-14.93,-6.38,-5.8,-0.14,4.52,Kerguelen Islands,NA
180877,71.5,-50.5,2091-2100,ssp126,-17.27,-3.42,-5.87,9.95,8.93,Kerguelen Islands,NA
180881,71.5,-49.5,2091-2100,ssp126,-16.52,-5.37,-3.39,0.2,6.09,Kerguelen Islands,NA
180885,71.5,-48.5,2091-2100,ssp126,-16.4,-4.01,-4.02,7.94,6.51,Kerguelen Islands,NA
180889,71.5,-47.5,2091-2100,ssp126,-13.67,-4.48,-4.27,4.32,4.68,Kerguelen Islands,NA
180893,71.5,-46.5,2091-2100,ssp126,-16.35,-7.01,-6.08,-0.02,5.04,Kerguelen Islands,NA
181597,72.5,-50.5,2091-2100,ssp126,-17.17,-6.37,-6.18,5.36,6.94,Kerguelen Islands,NA
181601,72.5,-49.5,2091-2100,ssp126,-14.51,-4.39,-5.6,11.08,7.14,Kerguelen Islands,NA
181605,72.5,-48.5,2091-2100,ssp126,-14.38,-5.03,-6.31,11.25,7.05,Kerguelen Islands,NA
181609,72.5,-47.5,2091-2100,ssp126,-12.87,-5.45,-5.19,0.81,4.38,Kerguelen Islands,NA
181613,72.5,-46.5,2091-2100,ssp126,-15.12,-6.89,-6.02,-0.79,4.47,Kerguelen Islands,NA
182317,73.5,-50.5,2091-2100,ssp126,-17.83,-6.19,-5.62,9.67,7.56,Kerguelen Islands,NA
182321,73.5,-49.5,2091-2100,ssp126,-15.74,-6.46,-7.79,9.44,7.32,Kerguelen Islands,NA
182325,73.5,-48.5,2091-2100,ssp126,-16.77,-5.77,-8.08,17.59,9.46,Kerguelen Islands,NA
182329,73.5,-47.5,2091-2100,ssp126,-14.19,-6.54,-6.54,1.54,4.66,Kerguelen Islands,NA
182333,73.5,-46.5,2091-2100,ssp126,-12.61,-6.41,-5.45,-1.42,3.81,Kerguelen Islands,NA
183041,74.5,-49.5,2091-2100,ssp126,-17.17,-6.77,-7.07,10.72,7.88,Kerguelen Islands,NA
183045,74.5,-48.5,2091-2100,ssp126,-17.72,-6.89,-7.24,7.88,7.13,Kerguelen Islands,NA
183049,74.5,-47.5,2091-2100,ssp126,-14.12,-6.48,-6.21,2.34,4.78,Kerguelen Islands,NA
183761,75.5,-49.5,2091-2100,ssp126,-15.73,-5.31,-6.97,16.76,9.46,Kerguelen Islands,NA
