longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,cv,cv_mask,mpa,subregion
-69.5,-69.5,2041-2050,ssp126,1.07,2.29,2.29,3.51,1.73,Atlantic,0.7554585152838428,NA,NA,481
-69.5,-68.5,2041-2050,ssp126,-22.8,3.1,5.13,21.02,13.7,Atlantic,4.419354838709677,1,NA,481
-69.5,-67.5,2041-2050,ssp126,-14.38,3.91,4.33,25.05,11.81,Atlantic,3.020460358056266,1,NA,481
-69.5,-66.5,2041-2050,ssp126,-27.75,9.44,12.73,35.79,20.04,Atlantic,2.1228813559322033,1,NA,481
-69.5,-65.5,2041-2050,ssp126,-24.35,6.94,11.84,33.71,18.7,Atlantic,2.694524495677233,1,NA,481
-69.5,-64.5,2041-2050,ssp126,-24.22,3.29,5.39,22.96,18.14,Atlantic,5.513677811550152,1,NA,481
-69.5,-63.5,2041-2050,ssp126,-19.79,1.49,4.77,20.18,12.94,Atlantic,8.684563758389261,1,NA,481
-69.5,-62.5,2041-2050,ssp126,-11.17,-1.72,-2.13,13.88,7.28,Atlantic,4.232558139534884,1,NA,481
-69.5,-61.5,2041-2050,ssp126,-12.74,-4.73,-5.23,0.38,4.05,Atlantic,0.8562367864693445,NA,NA,481
-69.5,-60.5,2041-2050,ssp126,-11.75,-4.5,-4.61,5.7,4.86,Atlantic,1.08,1,NA,481
-68.5,-70.5,2041-2050,ssp126,-1.82,11.47,15.14,21.09,11.89,Atlantic,1.036617262423714,1,NA,481
-68.5,-69.5,2041-2050,ssp126,-8.83,3.91,7.26,13.31,11.44,Atlantic,2.9258312020460355,1,NA,NA
-68.5,-68.5,2041-2050,ssp126,-14.18,0.67,2.26,20.51,10.02,Atlantic,14.955223880597014,1,NA,481
-68.5,-67.5,2041-2050,ssp126,5.76,8.45,7.45,12.13,3.3,Atlantic,0.3905325443786982,NA,NA,481
-68.5,-66.5,2041-2050,ssp126,-18.59,5.79,9.14,21.92,13.76,Atlantic,2.376511226252159,1,NA,481
-68.5,-65.5,2041-2050,ssp126,-28.65,6.62,15.11,26.37,18.7,Atlantic,2.824773413897281,1,NA,481
-68.5,-64.5,2041-2050,ssp126,-25.52,4.82,6.04,26.45,20.53,Atlantic,4.259336099585062,1,NA,481
-68.5,-63.5,2041-2050,ssp126,-23.93,1.49,4.24,19.14,14.15,Atlantic,9.496644295302014,1,NA,481
-68.5,-62.5,2041-2050,ssp126,-17.89,-1.86,-0.82,13.05,8.47,Atlantic,4.553763440860215,1,NA,481
-68.5,-61.5,2041-2050,ssp126,-9.31,-3.2,-4.03,4.45,4.49,Atlantic,1.403125,1,NA,481
-68.5,-60.5,2041-2050,ssp126,-11.25,-3.99,-4.55,1.91,4.31,Atlantic,1.0802005012531326,1,NA,481
-67.5,-69.5,2041-2050,ssp126,-8.97,13.66,11.14,38.82,24,Atlantic,1.7569546120058566,1,NA,NA
-67.5,-68.5,2041-2050,ssp126,2.61,4.82,4.31,7.55,2.51,Atlantic,0.5207468879668049,NA,NA,481
-67.5,-67.5,2041-2050,ssp126,3.72,7.03,6.49,10.87,3.6,Atlantic,0.5120910384068279,NA,NA,NA
-67.5,-66.5,2041-2050,ssp126,-22.43,2.34,6.1,33.16,16.21,Atlantic,6.9273504273504285,1,NA,481
-67.5,-65.5,2041-2050,ssp126,-19.82,5.14,7.51,44.71,17.79,Atlantic,3.4610894941634243,1,NA,481
-67.5,-64.5,2041-2050,ssp126,-25.71,5.65,13.45,27.86,18.92,Atlantic,3.3486725663716816,1,NA,481
-67.5,-63.5,2041-2050,ssp126,-27.08,0.98,2.26,27.29,18.38,Atlantic,18.755102040816325,1,NA,481
-67.5,-62.5,2041-2050,ssp126,-24.44,-2.45,0.46,13.35,11.37,Atlantic,4.6408163265306115,1,NA,481
-67.5,-61.5,2041-2050,ssp126,-15.84,-3.73,-2.68,5.48,6.98,Atlantic,1.8713136729222521,1,NA,481
-67.5,-60.5,2041-2050,ssp126,-10.27,-2.49,-3.93,10.1,5.47,Atlantic,2.1967871485943773,1,NA,481
-66.5,-67.5,2041-2050,ssp126,2.06,7.76,4.14,17.08,8.14,Atlantic,1.0489690721649485,1,NA,481
-66.5,-66.5,2041-2050,ssp126,-17.07,4.74,2.67,44.57,18.21,Atlantic,3.8417721518987342,1,NA,481
-66.5,-65.5,2041-2050,ssp126,-18.02,2.58,0.88,32.56,14.09,Atlantic,5.461240310077519,1,NA,481
-66.5,-64.5,2041-2050,ssp126,-19.79,3.27,-0.53,46.72,18.79,Atlantic,5.746177370030581,1,NA,481
-66.5,-63.5,2041-2050,ssp126,-29.05,2.87,6.06,24.66,19.94,Atlantic,6.947735191637631,1,NA,481
-66.5,-62.5,2041-2050,ssp126,-30.39,-0.98,1.64,17.51,15.54,Atlantic,15.857142857142856,1,NA,481
-66.5,-61.5,2041-2050,ssp126,-24.99,-3.02,-1.68,8.1,9.64,Atlantic,3.1920529801324506,1,NA,481
-66.5,-60.5,2041-2050,ssp126,-16.25,-2.82,-2.35,7.09,6.76,Atlantic,2.397163120567376,1,NA,481
-65.5,-66.5,2041-2050,ssp126,1.87,4.59,3.59,8.3,3.33,Atlantic,0.7254901960784315,NA,NA,NA
-65.5,-65.5,2041-2050,ssp126,-13.63,3.34,1.93,38.9,13.99,Atlantic,4.188622754491019,1,NA,481
-65.5,-64.5,2041-2050,ssp126,-17.68,4.41,5.31,24.63,13.6,Atlantic,3.0839002267573696,1,NA,481
-65.5,-63.5,2041-2050,ssp126,-30.69,2.04,7.72,28.87,18.37,Atlantic,9.004901960784315,1,NA,481
-65.5,-62.5,2041-2050,ssp126,-34.08,1.25,5.21,19.52,16.91,Atlantic,13.528,1,NA,481
-65.5,-61.5,2041-2050,ssp126,-31.99,-2.93,0.06,12.98,12.88,Atlantic,4.395904436860068,1,NA,481
-65.5,-60.5,2041-2050,ssp126,-26.55,-2.94,-2.36,9.97,10.5,Atlantic,3.5714285714285716,1,NA,481
-64.5,-65.5,2041-2050,ssp126,-12.94,3.36,0.48,39.69,15.84,Atlantic,4.714285714285714,1,NA,481
-64.5,-64.5,2041-2050,ssp126,-14.26,10.16,7.32,47.18,17.23,Atlantic,1.6958661417322836,1,NA,481
-64.5,-63.5,2041-2050,ssp126,-21.16,8.57,13.09,37.62,17.18,Atlantic,2.0046674445740957,1,NA,481
-64.5,-62.5,2041-2050,ssp126,-33.74,2.52,9.11,24.54,16.75,Atlantic,6.646825396825397,1,NA,481
-64.5,-61.5,2041-2050,ssp126,-34.64,-0.1,2.83,20.1,15.51,Atlantic,155.1,1,NA,481
-64.5,-60.5,2041-2050,ssp126,-32.1,-2.38,-0.34,13.25,12.5,Atlantic,5.2521008403361344,1,NA,481
-63.5,-65.5,2041-2050,ssp126,2.37,7.26,4.34,15.08,6.84,Atlantic,0.9421487603305785,NA,NA,NA
-63.5,-64.5,2041-2050,ssp126,8.27,15.21,14.87,22.48,7.11,Atlantic,0.46745562130177515,NA,NA,481
-63.5,-63.5,2041-2050,ssp126,-14.24,13,13.46,54.71,19.71,Atlantic,1.5161538461538462,1,NA,481
-63.5,-62.5,2041-2050,ssp126,-30.66,6.72,12.97,31.71,17.24,Atlantic,2.5654761904761902,1,NA,481
-63.5,-61.5,2041-2050,ssp126,-33.01,3.13,7.6,26.22,16.29,Atlantic,5.204472843450479,1,NA,481
-63.5,-60.5,2041-2050,ssp126,-32.59,0.84,3.54,18.14,14.47,Atlantic,17.226190476190478,1,NA,481
-62.5,-64.5,2041-2050,ssp126,5.14,11.91,11.51,19.1,6.99,Atlantic,0.5869017632241814,NA,NA,481
-62.5,-63.5,2041-2050,ssp126,-14.18,14.36,15.03,60.95,21.5,Atlantic,1.4972144846796658,1,NA,481
-62.5,-62.5,2041-2050,ssp126,-19.2,14.18,21.09,44.16,20.67,Atlantic,1.4576868829337095,1,NA,481
-62.5,-61.5,2041-2050,ssp126,-30.6,9.73,15.04,35.59,20.4,Atlantic,2.096608427543679,1,NA,481
-62.5,-60.5,2041-2050,ssp126,-31.51,4.33,7.28,23.73,16.48,Atlantic,3.8060046189376444,1,NA,481
-61.5,-75.5,2041-2050,ssp126,-5.39,20.7,16.17,55.85,26.15,Atlantic,1.2632850241545894,1,NA,485
-61.5,-74.5,2041-2050,ssp126,-1.07,10.93,4.85,29.01,15.94,Atlantic,1.4583714547118023,1,NA,NA
-61.5,-70.5,2041-2050,ssp126,-7.24,3.62,8.84,9.25,9.4,Atlantic,2.596685082872928,1,NA,NA
-61.5,-69.5,2041-2050,ssp126,-12.84,-2.89,-1.91,5.09,7.48,Atlantic,2.588235294117647,1,NA,485
-61.5,-68.5,2041-2050,ssp126,-22.99,-2.12,-2.27,19.06,17.33,Atlantic,8.174528301886792,1,NA,485
-61.5,-65.5,2041-2050,ssp126,-4.25,1.09,2.78,4.73,4.72,Atlantic,4.330275229357798,1,NA,485
-61.5,-64.5,2041-2050,ssp126,6.52,13.45,8.53,25.31,10.32,Atlantic,0.7672862453531599,NA,NA,481
-61.5,-63.5,2041-2050,ssp126,-15.79,9.21,10.14,30.77,16.55,Atlantic,1.796959826275787,1,NA,481
-61.5,-62.5,2041-2050,ssp126,-12.16,14.2,13.07,53.09,20.28,Atlantic,1.4281690140845071,1,NA,481
-61.5,-61.5,2041-2050,ssp126,-29.29,11.42,14.5,38.79,22.12,Atlantic,1.936952714535902,1,NA,481
-61.5,-60.5,2041-2050,ssp126,-31.33,4.15,6.8,24.41,16.86,Atlantic,4.062650602409638,1,NA,481
-60.5,-75.5,2041-2050,ssp126,-8.81,9.97,5.68,37.36,19.65,Atlantic,1.9709127382146436,1,NA,485
-60.5,-74.5,2041-2050,ssp126,-10.82,20.85,7.67,78.66,36.06,Atlantic,1.7294964028776978,1,NA,485
-60.5,-73.5,2041-2050,ssp126,-5.02,0.88,1.16,6.5,5.76,Atlantic,6.545454545454545,1,NA,485
-60.5,-72.5,2041-2050,ssp126,-5.86,4.76,7.57,12.59,9.54,Atlantic,2.004201680672269,1,NA,485
-60.5,-71.5,2041-2050,ssp126,-1.89,4.48,5.19,9.42,5.68,Atlantic,1.2678571428571426,1,NA,485
-60.5,-70.5,2041-2050,ssp126,-4.36,12.76,5.16,50.61,21.65,Atlantic,1.696708463949843,1,NA,485
-60.5,-69.5,2041-2050,ssp126,-8.57,4.45,-3.39,37.2,18.81,Atlantic,4.226966292134831,1,NA,485
-60.5,-68.5,2041-2050,ssp126,-10.08,6.74,-0.74,48.76,23.81,Atlantic,3.532640949554896,1,NA,485
-60.5,-67.5,2041-2050,ssp126,-8.92,-2.06,-0.42,1.51,4.66,Atlantic,2.262135922330097,1,NA,485
-60.5,-66.5,2041-2050,ssp126,-8.8,-1.35,-0.03,3.46,5.31,Atlantic,3.9333333333333327,1,NA,485
-60.5,-65.5,2041-2050,ssp126,-6.46,-1.49,-1.18,2.88,4.1,Atlantic,2.751677852348993,1,NA,485
-60.5,-64.5,2041-2050,ssp126,-10.89,-7.08,-6.33,-4.01,3.5,Atlantic,0.4943502824858757,NA,NA,NA
-60.5,-63.5,2041-2050,ssp126,-15.6,5.96,6.19,29.07,15.11,Atlantic,2.535234899328859,1,NA,481
-60.5,-62.5,2041-2050,ssp126,-13.5,10.53,8.71,43.46,18.42,Atlantic,1.7492877492877497,1,NA,481
-60.5,-61.5,2041-2050,ssp126,-27.8,9.87,11.97,39.47,21.21,Atlantic,2.148936170212766,1,NA,481
-60.5,-60.5,2041-2050,ssp126,-31.71,2.98,5.45,24.19,17.18,Atlantic,5.76510067114094,1,NA,481
-59.5,-75.5,2041-2050,ssp126,-12.38,11.81,7.42,44.8,24.1,Atlantic,2.0406435224386112,1,NA,485
-59.5,-74.5,2041-2050,ssp126,-7.6,17.24,11.46,77.09,24.21,Atlantic,1.4042923433874712,1,NA,485
-59.5,-73.5,2041-2050,ssp126,-8.85,16.92,4.57,62.52,28.42,Atlantic,1.6796690307328606,1,NA,485
-59.5,-72.5,2041-2050,ssp126,-12.23,10.32,5.02,50.4,23.73,Atlantic,2.2994186046511627,1,NA,485
-59.5,-71.5,2041-2050,ssp126,-8.81,10.49,-2.07,59.99,28.17,Atlantic,2.6854146806482366,1,NA,485
-59.5,-70.5,2041-2050,ssp126,-59.17,-4.14,3.54,49.23,31.49,Atlantic,7.6062801932367154,1,NA,485
-59.5,-69.5,2041-2050,ssp126,-50.84,-5.64,2.27,36.3,25.37,Atlantic,4.49822695035461,1,NA,485
-59.5,-68.5,2041-2050,ssp126,-61.64,-10.51,-4.21,36.35,27.45,Atlantic,2.6117982873453855,1,NA,485
-59.5,-67.5,2041-2050,ssp126,-5.39,4.56,-0.86,26.92,13.05,Atlantic,2.8618421052631584,1,NA,485
-59.5,-66.5,2041-2050,ssp126,-5.33,-1.2,-0.53,1.6,3,Atlantic,2.5,1,NA,485
-59.5,-65.5,2041-2050,ssp126,-35.62,-5.93,-3.33,46.6,23.42,Atlantic,3.949409780775717,1,NA,485
-59.5,-64.5,2041-2050,ssp126,-8.5,-3.08,-3.34,2.6,5.56,Atlantic,1.805194805194805,1,NA,481
-59.5,-63.5,2041-2050,ssp126,-14.61,2.92,1.15,22.07,15.41,Atlantic,5.277397260273973,1,NA,481
-59.5,-62.5,2041-2050,ssp126,-13.4,3.08,-1.01,25.8,12.46,Atlantic,4.045454545454546,1,NA,481
-59.5,-61.5,2041-2050,ssp126,-26.63,6.14,5.61,32.47,18.51,Atlantic,3.0146579804560263,1,NA,481
-59.5,-60.5,2041-2050,ssp126,-31.54,2.85,4.56,24.74,18.1,Atlantic,6.350877192982456,1,NA,481
-58.5,-75.5,2041-2050,ssp126,-14.85,7.94,3.44,39.72,23.68,Atlantic,2.9823677581863977,1,NA,485
-58.5,-74.5,2041-2050,ssp126,-12.39,15.27,6.75,74.04,25.08,Atlantic,1.6424361493123771,1,NA,485
-58.5,-73.5,2041-2050,ssp126,-7.85,10.83,4.82,62.05,21.65,Atlantic,1.9990766389658354,1,NA,485
-58.5,-72.5,2041-2050,ssp126,-36.16,2.61,3.61,53.91,24.45,Atlantic,9.367816091954023,1,NA,485
-58.5,-71.5,2041-2050,ssp126,-46.32,-1.5,2.73,55.12,29.23,Atlantic,19.486666666666668,1,NA,485
-58.5,-70.5,2041-2050,ssp126,-58.62,-2.93,5.14,37.23,31.61,Atlantic,10.78839590443686,1,NA,485
-58.5,-69.5,2041-2050,ssp126,-55.59,-6.06,0.87,30.36,25.51,Atlantic,4.2095709570957105,1,NA,485
-58.5,-68.5,2041-2050,ssp126,-56.01,-10.01,-3.83,23.73,23.15,Atlantic,2.3126873126873124,1,NA,485
-58.5,-67.5,2041-2050,ssp126,-45.25,-8.7,0.39,22.11,22.13,Atlantic,2.5436781609195402,1,NA,485
-58.5,-66.5,2041-2050,ssp126,-38.37,-7.37,-2.46,22.17,17.92,Atlantic,2.4314789687924017,1,NA,485
-58.5,-65.5,2041-2050,ssp126,-35.15,-5.87,-1.1,31.14,18.73,Atlantic,3.1908006814310053,1,NA,485
-58.5,-64.5,2041-2050,ssp126,-7.36,-1.07,-0.2,4.36,5.91,Atlantic,5.5233644859813085,1,NA,481
-58.5,-63.5,2041-2050,ssp126,6.1,7.6,7.13,9.56,1.77,Atlantic,0.23289473684210527,NA,NA,NA
-58.5,-62.5,2041-2050,ssp126,-15.13,0.85,0.74,24.87,14.85,Atlantic,17.470588235294116,1,NA,481
-58.5,-61.5,2041-2050,ssp126,-15.07,5.23,-1.96,44.97,18.36,Atlantic,3.510516252390057,1,NA,481
-58.5,-60.5,2041-2050,ssp126,-30.17,4.81,4.35,29.37,19.53,Atlantic,4.0602910602910605,1,NA,481
-57.5,-75.5,2041-2050,ssp126,-11.45,9.86,5.43,40.01,22.35,Atlantic,2.2667342799188646,1,NA,485
-57.5,-74.5,2041-2050,ssp126,-17.22,12.26,4.9,72.35,26.93,Atlantic,2.1965742251223492,1,NA,485
-57.5,-73.5,2041-2050,ssp126,-14.62,9.37,6.19,61.08,22.22,Atlantic,2.371398078975454,1,NA,485
-57.5,-72.5,2041-2050,ssp126,-28.8,4.9,4.66,51.34,23.99,Atlantic,4.895918367346938,1,NA,485
-57.5,-71.5,2041-2050,ssp126,-52.85,1.04,4.44,42.47,30.39,Atlantic,29.221153846153847,1,NA,485
-57.5,-70.5,2041-2050,ssp126,-58.81,-2.21,6.88,28.83,30.16,Atlantic,13.647058823529411,1,NA,485
-57.5,-69.5,2041-2050,ssp126,-50.26,-3.1,4.9,26.65,22.8,Atlantic,7.354838709677419,1,NA,485
-57.5,-68.5,2041-2050,ssp126,-46.17,-8.64,-1.73,10.53,17.52,Atlantic,2.0277777777777777,1,NA,485
-57.5,-67.5,2041-2050,ssp126,-45.17,-7.46,-0.03,23.81,20.78,Atlantic,2.7855227882037537,1,NA,485
-57.5,-66.5,2041-2050,ssp126,-43.24,-8.6,-5.17,19.28,17.12,Atlantic,1.990697674418605,1,NA,485
-57.5,-65.5,2041-2050,ssp126,-35.86,-4.88,-3.3,41.8,20.75,Atlantic,4.252049180327869,1,NA,485
-57.5,-64.5,2041-2050,ssp126,-0.57,1.34,-0.15,4.73,2.95,Atlantic,2.201492537313433,1,NA,481
-57.5,-63.5,2041-2050,ssp126,-3.59,-1.17,-2.39,2.46,3.2,Atlantic,2.7350427350427355,1,NA,NA
-57.5,-62.5,2041-2050,ssp126,-22.2,-5.41,-5.81,15.64,10.98,Atlantic,2.0295748613678373,1,NA,481
-57.5,-61.5,2041-2050,ssp126,-14.75,-0.53,-3.07,27.93,12.62,Atlantic,23.811320754716977,1,NA,481
-57.5,-60.5,2041-2050,ssp126,-28.13,5.93,2.36,33.17,19.98,Atlantic,3.3693086003372685,1,NA,481
-56.5,-75.5,2041-2050,ssp126,-11.91,22.04,11.47,77.1,35,Atlantic,1.588021778584392,1,NA,485
-56.5,-74.5,2041-2050,ssp126,-27.32,11.63,5.86,67.68,26.45,Atlantic,2.2742906276870163,1,NA,485
-56.5,-73.5,2041-2050,ssp126,-28.83,7.82,4.22,56.22,23.77,Atlantic,3.039641943734015,1,NA,485
-56.5,-72.5,2041-2050,ssp126,-42.64,4.68,2.2,45.31,26.68,Atlantic,5.700854700854701,1,NA,485
-56.5,-71.5,2041-2050,ssp126,-56.23,1.26,6.03,39.66,30.68,Atlantic,24.349206349206348,1,NA,485
-56.5,-70.5,2041-2050,ssp126,-51.6,-1.79,6.48,31.37,27.49,Atlantic,15.35754189944134,1,NA,485
-56.5,-69.5,2041-2050,ssp126,-42.99,-1.76,5.56,15.3,18.2,Atlantic,10.34090909090909,1,NA,485
-56.5,-68.5,2041-2050,ssp126,-34.87,-5.51,0.01,9.92,14.25,Atlantic,2.586206896551724,1,NA,485
-56.5,-67.5,2041-2050,ssp126,-42.7,-8.22,-3.37,15.36,17.11,Atlantic,2.081508515815085,1,NA,485
-56.5,-66.5,2041-2050,ssp126,-39.9,-8.54,-3.49,16.7,16.29,Atlantic,1.9074941451990632,1,NA,485
-56.5,-65.5,2041-2050,ssp126,-42.28,-5.56,-0.02,34.88,20.78,Atlantic,3.7374100719424463,1,NA,485
-56.5,-64.5,2041-2050,ssp126,-3.99,-1.15,-2.44,4.28,3.79,Atlantic,3.2956521739130435,1,NA,481
-56.5,-63.5,2041-2050,ssp126,-6.24,-1.64,-2.84,4.15,5.3,Atlantic,3.231707317073171,1,NA,481
-56.5,-62.5,2041-2050,ssp126,-29.01,-6.4,-5.07,16,12.74,Atlantic,1.9906249999999999,1,NA,481
-56.5,-61.5,2041-2050,ssp126,-14.45,-4.1,-5.56,19.97,10.26,Atlantic,2.502439024390244,1,NA,481
-56.5,-60.5,2041-2050,ssp126,-25.82,1.78,-0.85,25.61,15.33,Atlantic,8.612359550561798,1,NA,481
-55.5,-76.5,2041-2050,ssp126,-8.18,0.54,1.14,8.06,7.41,Atlantic,13.722222222222221,1,NA,485
-55.5,-75.5,2041-2050,ssp126,-11.91,17.88,10.7,71.68,22.78,Atlantic,1.2740492170022373,1,NA,485
-55.5,-74.5,2041-2050,ssp126,-30.73,8.35,3.54,65.63,26.01,Atlantic,3.11497005988024,1,NA,485
-55.5,-73.5,2041-2050,ssp126,-41.75,4.68,4.09,48.06,25.44,Atlantic,5.435897435897436,1,NA,485
-55.5,-72.5,2041-2050,ssp126,-51.61,0.51,1.59,38.18,28.14,Atlantic,55.1764705882353,1,NA,485
-55.5,-71.5,2041-2050,ssp126,-49.68,0.87,8.47,36.87,26.63,Atlantic,30.609195402298848,1,NA,485
-55.5,-70.5,2041-2050,ssp126,-37.12,3.07,11.27,33.45,22.66,Atlantic,7.381107491856678,1,NA,485
-55.5,-69.5,2041-2050,ssp126,-32.57,2.78,6.03,26.58,17.15,Atlantic,6.169064748201439,1,NA,485
-55.5,-68.5,2041-2050,ssp126,-34.09,-1.84,2.91,13.94,14.31,Atlantic,7.7771739130434785,1,NA,485
-55.5,-67.5,2041-2050,ssp126,-41.05,-6.87,-1.97,10.79,16.59,Atlantic,2.414847161572052,1,NA,485
-55.5,-66.5,2041-2050,ssp126,-44.54,-11.38,-5.86,4.25,15.38,Atlantic,1.351493848857645,1,NA,485
-55.5,-65.5,2041-2050,ssp126,-42.59,-6.72,0.46,20.32,19.49,Atlantic,2.900297619047619,1,NA,485
-55.5,-64.5,2041-2050,ssp126,-33.01,-5.02,-1.18,29.84,19.01,Atlantic,3.786852589641435,1,NA,481
-55.5,-63.5,2041-2050,ssp126,-1.72,0.83,0.26,3.94,2.87,Atlantic,3.457831325301205,1,NA,481
-55.5,-62.5,2041-2050,ssp126,-33.28,-8.09,-4.51,10.6,13.06,Atlantic,1.6143386897404204,1,NA,481
-55.5,-61.5,2041-2050,ssp126,-18.34,-4.33,-6.57,11.36,8.58,Atlantic,1.9815242494226328,1,NA,481
-55.5,-60.5,2041-2050,ssp126,-24.41,3.13,-0.11,23.72,16.39,Atlantic,5.236421725239617,1,NA,481
-54.5,-76.5,2041-2050,ssp126,-13.77,2.4,5.34,12.7,12.24,Atlantic,5.1000000000000005,1,NA,485
-54.5,-75.5,2041-2050,ssp126,-9.46,14.93,9.57,62.6,19.59,Atlantic,1.3121232417950435,1,NA,485
-54.5,-74.5,2041-2050,ssp126,-31.39,7.95,3.29,54.27,22.48,Atlantic,2.8276729559748426,1,NA,485
-54.5,-73.5,2041-2050,ssp126,-47.92,3.2,3.98,44.65,25.87,Atlantic,8.084375,1,NA,485
-54.5,-72.5,2041-2050,ssp126,-49.85,0.84,2.84,35.64,25.86,Atlantic,30.785714285714285,1,NA,485
-54.5,-71.5,2041-2050,ssp126,-40.1,3.41,8.32,40.6,23.68,Atlantic,6.944281524926686,1,NA,485
-54.5,-70.5,2041-2050,ssp126,-21.9,7.62,11.04,35.92,16.86,Atlantic,2.2125984251968505,1,NA,485
-54.5,-69.5,2041-2050,ssp126,-19.39,5.36,5.13,27.94,12.59,Atlantic,2.3488805970149254,1,NA,485
-54.5,-68.5,2041-2050,ssp126,-22,1.55,2.22,24.43,12.49,Atlantic,8.058064516129033,1,NA,485
-54.5,-67.5,2041-2050,ssp126,-33.31,-6.31,-3.48,16.17,14.76,Atlantic,2.3391442155309035,1,NA,485
-54.5,-66.5,2041-2050,ssp126,-36.55,-10.53,-7.63,14.49,14.97,Atlantic,1.4216524216524218,1,NA,485
-54.5,-65.5,2041-2050,ssp126,-40.62,-10.28,-4.62,12.17,16.5,Atlantic,1.605058365758755,1,NA,485
-54.5,-64.5,2041-2050,ssp126,-37.39,-9.04,-4.45,10.52,16.53,Atlantic,1.8285398230088499,1,NA,481
-54.5,-63.5,2041-2050,ssp126,-5.13,2.37,3.17,8.27,5.65,Atlantic,2.3839662447257384,1,NA,481
-54.5,-62.5,2041-2050,ssp126,-33.34,-8.4,-2.31,5.93,13.11,Atlantic,1.5607142857142855,1,NA,481
-54.5,-61.5,2041-2050,ssp126,-20.76,-3.9,-3,7.03,8.06,Atlantic,2.066666666666667,1,NA,481
-54.5,-60.5,2041-2050,ssp126,-21.93,1.3,-0.33,21.04,15.22,Atlantic,11.707692307692307,1,NA,481
-53.5,-76.5,2041-2050,ssp126,-11.51,3.13,6.38,11.28,10.74,Atlantic,3.431309904153355,1,NA,485
-53.5,-75.5,2041-2050,ssp126,-7.09,12.12,6.92,51.48,16.59,Atlantic,1.368811881188119,1,NA,485
-53.5,-74.5,2041-2050,ssp126,-31.11,6.4,3.51,53.64,23.34,Atlantic,3.6468749999999996,1,NA,485
-53.5,-73.5,2041-2050,ssp126,-49.43,2.98,4.33,39.3,24.78,Atlantic,8.315436241610739,1,NA,485
-53.5,-72.5,2041-2050,ssp126,-42.32,3.35,5.31,37.08,23.44,Atlantic,6.997014925373135,1,NA,485
-53.5,-71.5,2041-2050,ssp126,-25.61,8.59,8.54,46.64,19.77,Atlantic,2.3015133876600697,1,NA,485
-53.5,-70.5,2041-2050,ssp126,-8.42,9.05,7.52,39.51,14.71,Atlantic,1.6254143646408838,1,NA,485
-53.5,-69.5,2041-2050,ssp126,-14.62,4.75,7.33,23.98,11.68,Atlantic,2.4589473684210525,1,NA,485
-53.5,-68.5,2041-2050,ssp126,-16.3,0.95,-0.61,18.1,10.91,Atlantic,11.48421052631579,1,NA,485
-53.5,-67.5,2041-2050,ssp126,-30.94,-8.1,-6.65,14.08,14.21,Atlantic,1.754320987654321,1,NA,485
-53.5,-66.5,2041-2050,ssp126,-37.77,-11.07,-8.18,17.04,15.42,Atlantic,1.3929539295392954,1,NA,485
-53.5,-65.5,2041-2050,ssp126,-40.7,-9.02,-6.25,24.22,18.56,Atlantic,2.057649667405765,1,NA,485
-53.5,-64.5,2041-2050,ssp126,-38.08,-8.51,-12.09,31.35,20.8,Atlantic,2.4441833137485314,1,NA,481
-53.5,-63.5,2041-2050,ssp126,-31.56,-9.36,-8.06,13.38,16.39,Atlantic,1.7510683760683763,1,NA,481
-53.5,-62.5,2041-2050,ssp126,-28.55,-7.24,-4.81,8.84,11.68,Atlantic,1.6132596685082872,1,NA,481
-53.5,-61.5,2041-2050,ssp126,-19.99,-3.39,-3.8,6.98,8.03,Atlantic,2.3687315634218287,1,NA,481
-53.5,-60.5,2041-2050,ssp126,-18.65,-3.55,-2.47,10.54,10.27,Atlantic,2.8929577464788734,1,NA,481
-52.5,-76.5,2041-2050,ssp126,-7.31,15.51,10.72,49.68,21.48,Atlantic,1.3849129593810445,1,NA,485
-52.5,-75.5,2041-2050,ssp126,-8.63,10.9,8.1,44.09,15.41,Atlantic,1.4137614678899082,1,NA,485
-52.5,-74.5,2041-2050,ssp126,-31.46,7.79,7.66,48.31,21.55,Atlantic,2.766367137355584,1,NA,485
-52.5,-73.5,2041-2050,ssp126,-47.76,2.46,4.52,35.96,24.57,Atlantic,9.987804878048781,1,NA,485
-52.5,-72.5,2041-2050,ssp126,-34.34,6.78,8.08,43.09,22.62,Atlantic,3.336283185840708,1,NA,485
-52.5,-71.5,2041-2050,ssp126,-9.91,14.02,11.39,50.66,16.94,Atlantic,1.2082738944365194,1,NA,485
-52.5,-70.5,2041-2050,ssp126,-17.12,9.75,11.08,38.23,16.26,Atlantic,1.6676923076923078,1,NA,485
-52.5,-69.5,2041-2050,ssp126,-17.7,5.21,8.46,20.56,11.52,Atlantic,2.2111324376199617,1,NA,485
-52.5,-68.5,2041-2050,ssp126,-20.22,-0.49,2.49,11.23,9.94,Atlantic,20.285714285714285,1,NA,485
-52.5,-67.5,2041-2050,ssp126,-30.21,-10.61,-8.44,5.55,12.68,Atlantic,1.1950989632422244,1,NA,485
-52.5,-66.5,2041-2050,ssp126,-35.66,-13.05,-10.14,11.53,14.83,Atlantic,1.1363984674329501,1,NA,485
-52.5,-65.5,2041-2050,ssp126,-36.77,-10.84,-12.76,22.8,17.32,Atlantic,1.5977859778597787,1,NA,485
