longitude,latitude,decade,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,cv,cv_mask,mpa,subregion
160.5,-61.5,2041-2050,ssp585,-14.55,-4.49,-3.74,2.85,4.86,Pacific,1.0824053452115814,1,NA,881
160.5,-60.5,2041-2050,ssp585,-8.44,-6.47,-6.73,-2.94,1.66,Pacific,0.25656877897990726,NA,NA,881
161.5,-70.5,2041-2050,ssp585,-5.43,-3.65,-5.31,-0.22,2.98,Pacific,0.8164383561643835,NA,GPZi,881
161.5,-69.5,2041-2050,ssp585,-41.17,9.39,12.15,62.78,27.06,Pacific,2.8817891373801916,1,GPZi,881
161.5,-68.5,2041-2050,ssp585,-33.67,-2.72,-7.67,35.75,22.46,Pacific,8.257352941176471,1,GPZi,881
161.5,-67.5,2041-2050,ssp585,-45.09,-13.31,-12.55,5.95,16.15,Pacific,1.213373403456048,1,GPZi,881
161.5,-66.5,2041-2050,ssp585,-42.18,-12.46,-11.37,8.48,15.06,Pacific,1.2086677367576244,1,GPZi,881
161.5,-65.5,2041-2050,ssp585,-31.58,-9.1,-8.34,8.93,11.95,Pacific,1.3131868131868132,1,GPZi,881
161.5,-64.5,2041-2050,ssp585,-30.73,-8.86,-8.64,10.59,11.68,Pacific,1.3182844243792327,1,NA,881
161.5,-63.5,2041-2050,ssp585,-28.5,-4.64,-3.04,11.42,11.68,Pacific,2.5172413793103448,1,NA,881
161.5,-62.5,2041-2050,ssp585,-24.85,-4.5,-3.88,8.35,9.76,Pacific,2.1688888888888886,1,NA,881
161.5,-61.5,2041-2050,ssp585,-13.33,-5.4,-4.41,-1.06,3.53,Pacific,0.6537037037037037,NA,NA,881
161.5,-60.5,2041-2050,ssp585,-10.57,-7.56,-7.27,-6.26,1.22,Pacific,0.16137566137566137,NA,NA,881
162.5,-77.5,2041-2050,ssp585,-13.59,-4.01,-4.07,5.63,9.61,Pacific,2.396508728179551,1,NA,NA
162.5,-76.5,2041-2050,ssp585,-3.03,-2.47,-2.59,-1.79,0.63,Pacific,0.25506072874493924,NA,NA,NA
162.5,-75.5,2041-2050,ssp585,-6.36,-2.18,-0.21,0.05,3.63,Pacific,1.665137614678899,1,NA,NA
162.5,-70.5,2041-2050,ssp585,9.25,11.71,10.31,15.57,3.38,Pacific,0.28864218616567033,NA,NA,NA
162.5,-69.5,2041-2050,ssp585,-39.42,8.74,9.11,45.81,23.93,Pacific,2.7379862700228834,1,GPZi,881
162.5,-68.5,2041-2050,ssp585,-38.26,-6,-12.07,25.36,21.83,Pacific,3.638333333333333,1,GPZi,881
162.5,-67.5,2041-2050,ssp585,-48.29,-14.68,-13.5,3.29,16.32,Pacific,1.111716621253406,1,GPZi,881
162.5,-66.5,2041-2050,ssp585,-26.2,-13.31,-13.98,0.85,8.83,Pacific,0.6634109691960931,NA,GPZi,881
162.5,-65.5,2041-2050,ssp585,-31.44,-10.62,-10.92,6.13,11.84,Pacific,1.1148775894538607,1,GPZi,881
162.5,-64.5,2041-2050,ssp585,-31.53,-7.97,-9.75,15,13.59,Pacific,1.7051442910915935,1,NA,881
162.5,-63.5,2041-2050,ssp585,-30.14,-5.85,-4.4,12.95,12.51,Pacific,2.1384615384615384,1,NA,881
162.5,-62.5,2041-2050,ssp585,-25.65,-5.1,-4.13,7.22,9.63,Pacific,1.8882352941176472,1,NA,881
162.5,-61.5,2041-2050,ssp585,-12.76,-5.69,-5.85,1.27,3.49,Pacific,0.6133567662565905,NA,NA,881
162.5,-60.5,2041-2050,ssp585,-7.93,-6.48,-6.72,-4.22,1.36,Pacific,0.20987654320987653,NA,NA,881
163.5,-77.5,2041-2050,ssp585,-9.47,1.98,0.82,14.58,12.07,Pacific,6.095959595959596,1,NA,NA
163.5,-76.5,2041-2050,ssp585,-13.9,-6.53,-4.97,-2.28,5.09,Pacific,0.7794793261868299,NA,GPZi,881
163.5,-75.5,2041-2050,ssp585,-4.53,-1.15,-3,4.09,4.6,Pacific,4,1,GPZi,881
163.5,-74.5,2041-2050,ssp585,-0.99,2.13,-0.93,8.31,5.35,Pacific,2.511737089201878,1,GPZi,881
163.5,-70.5,2041-2050,ssp585,3.41,6.21,5.34,9.89,3.32,Pacific,0.5346215780998389,NA,GPZi,881
163.5,-69.5,2041-2050,ssp585,-38.42,4.85,4.2,39.93,22.01,Pacific,4.538144329896908,1,GPZi,881
163.5,-68.5,2041-2050,ssp585,-42.62,-8.83,-14.68,20.23,20.94,Pacific,2.3714609286523216,1,GPZi,881
163.5,-67.5,2041-2050,ssp585,-43.24,-14.57,-13,1.26,14.35,Pacific,0.9849004804392587,NA,GPZi,881
163.5,-66.5,2041-2050,ssp585,-26.46,-14.57,-14.36,1.67,8.61,Pacific,0.5909402882635552,NA,GPZi,881
163.5,-65.5,2041-2050,ssp585,-33.4,-10.58,-11.92,10.61,13.41,Pacific,1.2674858223062382,1,GPZi,881
163.5,-64.5,2041-2050,ssp585,-32.15,-7.42,-9.47,17.74,14.55,Pacific,1.9609164420485177,1,NA,881
163.5,-63.5,2041-2050,ssp585,-30.47,-7.34,-5.69,6.43,10.75,Pacific,1.4645776566757494,1,NA,881
163.5,-62.5,2041-2050,ssp585,-23.32,-3.63,-5.4,13.29,9.8,Pacific,2.6997245179063363,1,GPZii,881
163.5,-61.5,2041-2050,ssp585,-9.69,-5.12,-6.38,3.98,4.23,Pacific,0.8261718750000001,NA,GPZii,881
163.5,-60.5,2041-2050,ssp585,-9.33,-5.7,-5.54,-0.56,2.54,Pacific,0.4456140350877193,NA,GPZii,881
164.5,-77.5,2041-2050,ssp585,-15.49,4.74,-2.86,40.16,24.36,Pacific,5.139240506329114,1,GPZi,881
164.5,-76.5,2041-2050,ssp585,-10.62,1.51,-3.06,41.87,15.23,Pacific,10.08609271523179,1,GPZi,881
164.5,-75.5,2041-2050,ssp585,-10.98,-5.92,-6.95,1.23,6.08,Pacific,1.027027027027027,1,GPZi,881
164.5,-74.5,2041-2050,ssp585,-9.51,-4.05,-3.59,0.95,5.25,Pacific,1.2962962962962963,1,NA,NA
164.5,-70.5,2041-2050,ssp585,0.23,10.57,7.43,24.05,12.22,Pacific,1.1561021759697256,1,GPZi,881
164.5,-69.5,2041-2050,ssp585,-37.67,4.27,3.11,42.63,23.23,Pacific,5.440281030444965,1,GPZi,881
164.5,-68.5,2041-2050,ssp585,-43.74,-9.68,-16.26,16.49,21.28,Pacific,2.1983471074380168,1,GPZi,881
164.5,-67.5,2041-2050,ssp585,-30,-13.26,-14.84,0.52,11.7,Pacific,0.8823529411764706,NA,GPZi,881
164.5,-66.5,2041-2050,ssp585,-34.51,-14.41,-14.48,-0.74,10.49,Pacific,0.7279666897987509,NA,GPZi,881
164.5,-65.5,2041-2050,ssp585,-33.98,-9.4,-11.19,11.68,14.83,Pacific,1.577659574468085,1,GPZi,881
164.5,-64.5,2041-2050,ssp585,-32.73,-6.8,-8.8,23.33,15.53,Pacific,2.2838235294117646,1,NA,881
164.5,-63.5,2041-2050,ssp585,-30.95,-7.38,-6.38,8.07,10.09,Pacific,1.367208672086721,1,NA,881
164.5,-62.5,2041-2050,ssp585,-18.75,-4.35,-4.88,4.04,6.36,Pacific,1.4620689655172416,1,GPZii,881
164.5,-61.5,2041-2050,ssp585,-11.9,-6.11,-6.32,1.71,3.92,Pacific,0.6415711947626841,NA,GPZii,881
164.5,-60.5,2041-2050,ssp585,-10.41,-4.29,-4.83,4.65,4.36,Pacific,1.0163170163170163,1,GPZii,881
165.5,-77.5,2041-2050,ssp585,-10.4,-0.41,-4.83,40.76,14.93,Pacific,36.41463414634146,1,GPZi,881
165.5,-76.5,2041-2050,ssp585,-9.16,1.81,-2.54,38.88,14.46,Pacific,7.988950276243094,1,GPZi,881
165.5,-75.5,2041-2050,ssp585,-9.08,-5.52,-4.66,-3.65,2.47,Pacific,0.4474637681159421,NA,GPZi,881
165.5,-74.5,2041-2050,ssp585,-3.55,8.83,3.35,32.16,15.89,Pacific,1.7995469988674972,1,GPZi,881
165.5,-73.5,2041-2050,ssp585,0.74,3.02,1.5,6.83,3.32,Pacific,1.0993377483443707,1,NA,NA
165.5,-70.5,2041-2050,ssp585,-2.47,3.81,5.68,8.21,5.58,Pacific,1.4645669291338583,1,GPZi,881
165.5,-69.5,2041-2050,ssp585,-38.49,4.96,2.38,47.27,25.25,Pacific,5.090725806451613,1,GPZi,881
165.5,-68.5,2041-2050,ssp585,-46.29,-12.33,-17.66,15.37,20.76,Pacific,1.6836982968369831,1,GPZi,881
165.5,-67.5,2041-2050,ssp585,-29.64,-13.8,-17.78,0.66,12.34,Pacific,0.8942028985507245,NA,GPZi,881
165.5,-66.5,2041-2050,ssp585,-40.04,-12.87,-14.34,8.27,14.56,Pacific,1.1313131313131315,1,GPZi,881
165.5,-65.5,2041-2050,ssp585,-35.05,-8.06,-11.03,23.61,17.74,Pacific,2.2009925558312653,1,GPZi,881
165.5,-64.5,2041-2050,ssp585,-33.51,-7.27,-8.39,20.82,14.51,Pacific,1.9958734525447044,1,NA,881
165.5,-63.5,2041-2050,ssp585,-28.53,-5.48,-6.65,9.24,10.43,Pacific,1.9032846715328464,1,NA,881
165.5,-62.5,2041-2050,ssp585,-14.51,-4.37,-4.71,4.62,4.93,Pacific,1.1281464530892447,1,NA,881
165.5,-61.5,2041-2050,ssp585,-13.17,-5.92,-5.48,1.1,4.54,Pacific,0.7668918918918919,NA,GPZii,881
165.5,-60.5,2041-2050,ssp585,-11.22,-2.98,-3.55,11.36,6.83,Pacific,2.291946308724832,1,GPZii,881
166.5,-77.5,2041-2050,ssp585,-5.61,-2.08,-1.04,0.41,3.14,Pacific,1.5096153846153846,1,GPZi,881
166.5,-76.5,2041-2050,ssp585,-8.66,3.5,-1.29,34.87,12.82,Pacific,3.662857142857143,1,GPZi,881
166.5,-75.5,2041-2050,ssp585,-9.04,1.65,-6.51,33.56,18.08,Pacific,10.957575757575757,1,GPZi,881
166.5,-74.5,2041-2050,ssp585,-6.66,5.57,0.34,31.09,12.47,Pacific,2.238779174147217,1,GPZi,881
166.5,-73.5,2041-2050,ssp585,-13.62,-4.95,-1.2,-0.04,7.53,Pacific,1.5212121212121212,1,NA,NA
166.5,-70.5,2041-2050,ssp585,-2.35,2.74,4.22,6.35,4.54,Pacific,1.656934306569343,1,GPZi,881
166.5,-69.5,2041-2050,ssp585,-39.41,4.3,-0.77,49.4,27.09,Pacific,6.3,1,GPZi,881
166.5,-68.5,2041-2050,ssp585,-46.88,-12.88,-18.72,17.02,21.65,Pacific,1.6809006211180122,1,GPZi,881
166.5,-67.5,2041-2050,ssp585,-31.65,-12.93,-18.1,10.1,14.42,Pacific,1.1152358855375097,1,GPZi,881
166.5,-66.5,2041-2050,ssp585,-42.73,-12.13,-14.71,16.98,17.27,Pacific,1.423742786479802,1,GPZi,881
166.5,-65.5,2041-2050,ssp585,-37.76,-8.19,-12.28,26.96,18.46,Pacific,2.2539682539682544,1,GPZi,881
166.5,-64.5,2041-2050,ssp585,-31.94,-7.09,-7.73,17.93,13.14,Pacific,1.8533145275035263,1,NA,881
166.5,-63.5,2041-2050,ssp585,-26.48,-4.21,-5.86,12.43,10.56,Pacific,2.5083135391923994,1,NA,881
166.5,-62.5,2041-2050,ssp585,-11.44,-3.78,-4.46,6.39,4.99,Pacific,1.3201058201058202,1,GPZii,881
166.5,-61.5,2041-2050,ssp585,-13.88,-6.29,-5.98,1.58,5.22,Pacific,0.8298887122416534,NA,GPZii,881
166.5,-60.5,2041-2050,ssp585,-11.8,-2.45,-3.09,13.7,8.2,Pacific,3.3469387755102034,1,GPZii,881
167.5,-77.5,2041-2050,ssp585,-7.3,-3.97,-6.6,2.01,5.18,Pacific,1.304785894206549,1,GPZi,881
167.5,-76.5,2041-2050,ssp585,-8.55,3.27,-0.97,31.13,12.39,Pacific,3.7889908256880735,1,GPZi,881
167.5,-75.5,2041-2050,ssp585,-9.53,1.37,-0.31,29.82,11.76,Pacific,8.583941605839415,1,GPZi,881
167.5,-74.5,2041-2050,ssp585,-7.26,3.26,-1.15,28.67,11.71,Pacific,3.592024539877301,1,GPZi,881
167.5,-73.5,2041-2050,ssp585,-4.94,2.47,0.76,11.59,8.4,Pacific,3.40080971659919,1,GPZi,881
167.5,-70.5,2041-2050,ssp585,-43.37,-10.83,-2.01,4.07,21.92,Pacific,2.0240073868882735,1,GPZi,881
167.5,-69.5,2041-2050,ssp585,-40.68,0.84,-10.95,50.07,28.84,Pacific,34.333333333333336,1,GPZi,881
167.5,-68.5,2041-2050,ssp585,-48.27,-13.1,-17.74,18.41,21.89,Pacific,1.670992366412214,1,GPZi,881
167.5,-67.5,2041-2050,ssp585,-28.37,-12.46,-17.28,9.94,13.81,Pacific,1.108346709470305,1,GPZi,881
167.5,-66.5,2041-2050,ssp585,-44.54,-12.53,-16.24,18.97,18.18,Pacific,1.4509177972865124,1,GPZi,881
167.5,-65.5,2041-2050,ssp585,-37.99,-9.18,-12.48,22.22,16.8,Pacific,1.8300653594771243,1,GPZi,881
167.5,-64.5,2041-2050,ssp585,-30.29,-6,-6.86,19.72,12.83,Pacific,2.138333333333333,1,NA,881
167.5,-63.5,2041-2050,ssp585,-22.96,-3.84,-5.21,9.17,8.66,Pacific,2.2552083333333335,1,NA,881
167.5,-62.5,2041-2050,ssp585,-9.08,-3.6,-4.1,6.57,4.39,Pacific,1.2194444444444443,1,GPZii,881
167.5,-61.5,2041-2050,ssp585,-14.31,-5.68,-5.64,3.33,5.64,Pacific,0.9929577464788732,NA,GPZii,881
167.5,-60.5,2041-2050,ssp585,-12.14,-4.02,-5.24,8.14,6.65,Pacific,1.6542288557213933,1,GPZii,881
168.5,-77.5,2041-2050,ssp585,-10.26,-5.3,-9.05,3.39,7.55,Pacific,1.4245283018867925,1,GPZi,881
168.5,-76.5,2041-2050,ssp585,-8.43,2.53,-0.35,29.17,11.29,Pacific,4.462450592885376,1,GPZi,881
168.5,-75.5,2041-2050,ssp585,-7.68,3.98,1.85,26.01,10.21,Pacific,2.5653266331658293,1,GPZi,881
168.5,-74.5,2041-2050,ssp585,-7.09,3.55,0.82,26.08,10.73,Pacific,3.022535211267606,1,GPZi,881
168.5,-73.5,2041-2050,ssp585,-0.33,7.77,5.3,18.33,9.57,Pacific,1.2316602316602319,1,GPZi,881
168.5,-71.5,2041-2050,ssp585,-10.86,-2.3,1.44,2.53,7.44,Pacific,3.2347826086956526,1,NA,NA
168.5,-70.5,2041-2050,ssp585,-44.6,9.5,9.18,51.54,27.34,Pacific,2.877894736842105,1,GPZi,881
168.5,-69.5,2041-2050,ssp585,-40.83,-3.77,-17.15,48.52,30.64,Pacific,8.127320954907162,1,GPZi,881
168.5,-68.5,2041-2050,ssp585,-48.78,-13.69,-18.09,18.58,21.67,Pacific,1.5829072315558803,1,GPZi,881
168.5,-67.5,2041-2050,ssp585,-27.21,-12.07,-16.9,10.21,13.91,Pacific,1.152444076222038,1,GPZi,881
168.5,-66.5,2041-2050,ssp585,-44.9,-12.98,-16.9,20.54,18.57,Pacific,1.4306625577812018,1,GPZi,881
168.5,-65.5,2041-2050,ssp585,-37.44,-10.52,-13.51,14.53,14.72,Pacific,1.399239543726236,1,GPZi,881
168.5,-64.5,2041-2050,ssp585,-28.41,-5.77,-6.08,15.26,10.99,Pacific,1.904679376083189,1,NA,881
168.5,-63.5,2041-2050,ssp585,-20.02,-3.35,-4.31,9.3,7.86,Pacific,2.346268656716418,1,NA,881
168.5,-62.5,2041-2050,ssp585,-7.13,-3.26,-3.78,4.43,3.41,Pacific,1.0460122699386505,1,NA,881
168.5,-61.5,2041-2050,ssp585,-13.91,-7.11,-6.68,-0.21,4.47,Pacific,0.6286919831223629,NA,NA,881
168.5,-60.5,2041-2050,ssp585,-12.33,-4.48,-5.57,4.98,5.99,Pacific,1.3370535714285714,1,NA,881
169.5,-77.5,2041-2050,ssp585,-7.49,-2.9,-3.38,2.66,4.63,Pacific,1.596551724137931,1,GPZi,881
169.5,-76.5,2041-2050,ssp585,-7.8,2.66,0.51,28.54,10.76,Pacific,4.045112781954887,1,GPZi,881
169.5,-75.5,2041-2050,ssp585,-8.44,5.76,5.56,23.2,9.7,Pacific,1.6840277777777777,1,GPZi,881
169.5,-74.5,2041-2050,ssp585,-6.69,5.41,3.87,23.47,10.28,Pacific,1.9001848428835488,1,GPZi,881
169.5,-73.5,2041-2050,ssp585,1.95,12.38,12.01,23.55,9.52,Pacific,0.7689822294022616,NA,GPZi,881
169.5,-71.5,2041-2050,ssp585,-7.02,0.64,-4.65,13.59,11.28,Pacific,17.625,1,NA,NA
169.5,-70.5,2041-2050,ssp585,-44.85,11.16,10.31,57.01,29.89,Pacific,2.67831541218638,1,GPZi,881
169.5,-69.5,2041-2050,ssp585,-43.99,-6.4,-18.89,44.67,31.17,Pacific,4.8703125,1,GPZi,881
169.5,-68.5,2041-2050,ssp585,-49.28,-14.21,-17.97,17.64,20.82,Pacific,1.4651653764954258,1,GPZi,881
169.5,-67.5,2041-2050,ssp585,-32.22,-12.95,-17.82,14.89,15.6,Pacific,1.2046332046332047,1,GPZi,881
169.5,-66.5,2041-2050,ssp585,-44.43,-14.09,-17.64,19.52,18.28,Pacific,1.297374024130589,1,GPZi,881
169.5,-65.5,2041-2050,ssp585,-36.54,-9.71,-11.48,11.49,13.92,Pacific,1.4335736354273942,1,GPZi,881
169.5,-64.5,2041-2050,ssp585,-26.66,-4.74,-4.66,15.63,10.6,Pacific,2.2362869198312234,1,NA,881
169.5,-63.5,2041-2050,ssp585,-17.63,-3.55,-3.24,5.4,6.17,Pacific,1.7380281690140846,1,NA,881
169.5,-62.5,2041-2050,ssp585,-6.76,-3.41,-4.39,4.21,3.45,Pacific,1.0117302052785924,1,NA,881
169.5,-61.5,2041-2050,ssp585,-13.4,-6.6,-6.97,1.04,4.59,Pacific,0.6954545454545454,NA,NA,881
169.5,-60.5,2041-2050,ssp585,-12.49,-5.6,-5.44,1.86,4.48,Pacific,0.8000000000000002,NA,NA,881
170.5,-77.5,2041-2050,ssp585,-7.96,-3.2,-5.86,6.89,6.81,Pacific,2.128125,1,GPZi,881
170.5,-76.5,2041-2050,ssp585,-7.81,1.98,0.65,28.18,10.61,Pacific,5.358585858585858,1,GPZi,881
170.5,-75.5,2041-2050,ssp585,-8.26,3.36,1.44,20.84,8.27,Pacific,2.4613095238095237,1,GPZi,881
170.5,-74.5,2041-2050,ssp585,-4.77,7.43,7.81,19.45,8.7,Pacific,1.1709286675639299,1,GPZi,881
170.5,-73.5,2041-2050,ssp585,-6.4,8.97,8.06,31.95,11.31,Pacific,1.2608695652173914,1,GPZi,881
170.5,-72.5,2041-2050,ssp585,-3.98,17.18,20.43,30.39,13.44,Pacific,0.7823050058207217,NA,GPZi,881
170.5,-71.5,2041-2050,ssp585,6,11.16,7.45,20.02,7.71,Pacific,0.6908602150537634,NA,NA,NA
170.5,-70.5,2041-2050,ssp585,-46.09,8.74,4.42,60.52,30.59,Pacific,3.5,1,GPZi,881
170.5,-69.5,2041-2050,ssp585,-45.98,-8.39,-16.4,38.3,28.51,Pacific,3.398092967818832,1,GPZi,881
170.5,-68.5,2041-2050,ssp585,-47.88,-14.71,-19.6,16.16,19.98,Pacific,1.3582596872875594,1,GPZi,881
170.5,-67.5,2041-2050,ssp585,-41.76,-16.39,-19.89,9.55,15.86,Pacific,0.9676632092739474,NA,GPZi,881
170.5,-66.5,2041-2050,ssp585,-45.77,-13.86,-17.16,19.78,18.93,Pacific,1.3658008658008658,1,GPZi,881
170.5,-65.5,2041-2050,ssp585,-35.66,-9.04,-10.47,12.13,13.53,Pacific,1.4966814159292037,1,GPZi,881
170.5,-64.5,2041-2050,ssp585,-24.53,-5.55,-4.43,5.49,7.87,Pacific,1.4180180180180182,1,NA,881
170.5,-63.5,2041-2050,ssp585,-15.06,-2.67,-2.95,9.01,6.16,Pacific,2.307116104868914,1,NA,881
170.5,-62.5,2041-2050,ssp585,-8.29,-4.54,-4.95,1.77,2.88,Pacific,0.6343612334801761,NA,NA,881
170.5,-61.5,2041-2050,ssp585,-13.32,-7.51,-7.9,0.48,4.34,Pacific,0.5778961384820239,NA,NA,881
170.5,-60.5,2041-2050,ssp585,-12.69,-6.4,-6.44,-0.22,4.15,Pacific,0.6484375,NA,NA,881
171.5,-77.5,2041-2050,ssp585,-9.33,-3.78,-4.71,3.64,6.4,Pacific,1.6931216931216932,1,GPZi,881
171.5,-76.5,2041-2050,ssp585,-11.88,0.67,-1.87,27.3,11.19,Pacific,16.70149253731343,1,GPZi,881
171.5,-75.5,2041-2050,ssp585,-7.05,2.72,1,18.19,8.56,Pacific,3.1470588235294117,1,GPZi,881
171.5,-74.5,2041-2050,ssp585,-4.22,6.71,7.92,16.23,7.49,Pacific,1.1162444113263785,1,GPZi,881
171.5,-73.5,2041-2050,ssp585,-4.96,7.92,6.63,20.98,7.92,Pacific,1,NA,GPZi,881
171.5,-72.5,2041-2050,ssp585,-6.1,18.06,14.56,64.43,18.58,Pacific,1.0287929125138426,1,GPZi,881
171.5,-71.5,2041-2050,ssp585,-23.43,3.12,12.67,18.96,17.69,Pacific,5.669871794871795,1,GPZi,881
171.5,-70.5,2041-2050,ssp585,-40.03,3.72,0.69,55.59,28.63,Pacific,7.696236559139784,1,GPZi,881
171.5,-69.5,2041-2050,ssp585,-38.13,-7.8,-13.6,29.02,23.94,Pacific,3.0692307692307694,1,GPZi,881
171.5,-68.5,2041-2050,ssp585,-48.78,-16.25,-20.72,14.09,19.16,Pacific,1.1790769230769231,1,GPZi,881
171.5,-67.5,2041-2050,ssp585,-35.1,-17.36,-20.13,2.95,13.1,Pacific,0.7546082949308756,NA,GPZi,881
171.5,-66.5,2041-2050,ssp585,-44.69,-14.86,-16.2,14.23,17.32,Pacific,1.1655450874831763,1,GPZi,881
171.5,-65.5,2041-2050,ssp585,-34.68,-9.57,-10.36,12.08,12.81,Pacific,1.3385579937304075,1,GPZi,881
171.5,-64.5,2041-2050,ssp585,-19.51,-5.1,-4.92,6.14,6.7,Pacific,1.3137254901960786,1,NA,881
171.5,-63.5,2041-2050,ssp585,-13.22,-1.54,-2.94,11.94,6.86,Pacific,4.454545454545455,1,NA,881
171.5,-62.5,2041-2050,ssp585,-9,-4.84,-5.83,6.73,4.34,Pacific,0.8966942148760331,NA,NA,881
171.5,-61.5,2041-2050,ssp585,-13.75,-8.31,-8.71,-2.09,3.84,Pacific,0.46209386281588444,NA,NA,881
171.5,-60.5,2041-2050,ssp585,-12.92,-6.95,-7.33,2.68,5.08,Pacific,0.7309352517985611,NA,NA,881
172.5,-77.5,2041-2050,ssp585,-9.42,-2.57,-2.72,4.61,7.14,Pacific,2.7782101167315174,1,GPZi,881
172.5,-76.5,2041-2050,ssp585,-12.86,2.58,0.86,25.84,11.16,Pacific,4.325581395348837,1,GPZi,881
172.5,-75.5,2041-2050,ssp585,-9.36,1.86,0.11,15.45,8.33,Pacific,4.478494623655914,1,GPZi,881
172.5,-74.5,2041-2050,ssp585,-7.01,4.02,5.61,14.57,6.95,Pacific,1.7288557213930351,1,GPZi,881
172.5,-73.5,2041-2050,ssp585,-9.66,8.04,7.13,23.04,9.3,Pacific,1.1567164179104479,1,GPZi,881
172.5,-72.5,2041-2050,ssp585,-6.39,15.96,11.36,60.19,18.51,Pacific,1.1597744360902256,1,GPZi,881
172.5,-71.5,2041-2050,ssp585,-38.62,13.49,14.64,54.25,25.6,Pacific,1.8977020014825798,1,GPZi,881
172.5,-70.5,2041-2050,ssp585,-36.72,0.76,-1.28,47.66,24.65,Pacific,32.43421052631579,1,GPZi,881
172.5,-69.5,2041-2050,ssp585,-35.73,-8.1,-12.92,19.85,20.16,Pacific,2.488888888888889,1,GPZi,881
172.5,-68.5,2041-2050,ssp585,-49.1,-16.7,-18.84,11.58,17.91,Pacific,1.0724550898203593,1,GPZi,881
172.5,-67.5,2041-2050,ssp585,-32.08,-17.63,-19.22,0.91,12.37,Pacific,0.7016449234259784,NA,GPZi,881
172.5,-66.5,2041-2050,ssp585,-45.73,-14.4,-15.84,17.42,18.08,Pacific,1.2555555555555553,1,GPZi,881
172.5,-65.5,2041-2050,ssp585,-34.32,-10.42,-11.91,9.23,12.12,Pacific,1.1631477927063338,1,GPZi,881
172.5,-64.5,2041-2050,ssp585,-11.76,-4.47,-5.48,5.56,5.5,Pacific,1.2304250559284118,1,NA,881
172.5,-63.5,2041-2050,ssp585,-11.58,-1.5,-2.3,8.91,5.78,Pacific,3.8533333333333335,1,NA,881
172.5,-62.5,2041-2050,ssp585,-12.1,-5.83,-6.07,3.93,4.42,Pacific,0.758147512864494,NA,NA,881
172.5,-61.5,2041-2050,ssp585,-14.16,-8.65,-9.34,-1.28,4.1,Pacific,0.4739884393063583,NA,NA,881
172.5,-60.5,2041-2050,ssp585,-14.48,-7.68,-7.46,-0.31,4.7,Pacific,0.6119791666666667,NA,NA,881
173.5,-77.5,2041-2050,ssp585,-7.55,-0.49,-0.57,6.74,7.01,Pacific,14.306122448979592,1,GPZi,881
173.5,-76.5,2041-2050,ssp585,-10.25,2.8,3.43,23.71,9.95,Pacific,3.5535714285714284,1,GPZi,881
173.5,-75.5,2041-2050,ssp585,-6.29,0.37,-3.1,10.93,6.77,Pacific,18.297297297297295,1,GPZi,881
173.5,-74.5,2041-2050,ssp585,-6.78,4.15,4.2,22.2,8,Pacific,1.9277108433734937,1,GPZi,881
173.5,-73.5,2041-2050,ssp585,-10.47,9.08,8.99,27.79,11.4,Pacific,1.2555066079295154,1,GPZi,881
173.5,-72.5,2041-2050,ssp585,-11.04,15.48,13.13,52.62,18.67,Pacific,1.2060723514211886,1,GPZi,881
173.5,-71.5,2041-2050,ssp585,-26.66,7.21,3.4,44.97,23.35,Pacific,3.238557558945909,1,GPZi,881
173.5,-70.5,2041-2050,ssp585,-35.85,-1.74,-4.68,36.21,21.68,Pacific,12.459770114942529,1,GPZi,881
173.5,-69.5,2041-2050,ssp585,-32.96,-8.76,-11.5,17.94,16.64,Pacific,1.899543378995434,1,GPZi,881
173.5,-68.5,2041-2050,ssp585,-42.57,-14.49,-15.78,9.63,15.93,Pacific,1.0993788819875776,1,GPZi,881
173.5,-67.5,2041-2050,ssp585,-41.53,-19.07,-19.81,3.84,14.56,Pacific,0.7635028841111694,NA,GPZi,881
173.5,-66.5,2041-2050,ssp585,-44.38,-14.18,-15.72,15.88,17.37,Pacific,1.2249647390691116,1,GPZi,881
173.5,-65.5,2041-2050,ssp585,-33.17,-10.34,-11.37,7.79,11.65,Pacific,1.1266924564796905,1,GPZi,881
173.5,-64.5,2041-2050,ssp585,-13.46,-4.88,-5.72,10.2,6.73,Pacific,1.3790983606557379,1,NA,881
173.5,-63.5,2041-2050,ssp585,-10.9,-2.39,-2.22,3.73,4.74,Pacific,1.9832635983263598,1,NA,881
173.5,-62.5,2041-2050,ssp585,-15.13,-7.95,-7.88,1.31,4.24,Pacific,0.5333333333333333,NA,NA,881
173.5,-61.5,2041-2050,ssp585,-13.24,-8.2,-8.99,1.31,4.15,Pacific,0.5060975609756099,NA,NA,881
173.5,-60.5,2041-2050,ssp585,-13.77,-6.91,-7.41,1.99,4.68,Pacific,0.6772793053545586,NA,NA,881
174.5,-77.5,2041-2050,ssp585,-7.1,0.37,0.93,6.74,7.09,Pacific,19.16216216216216,1,GPZi,881
174.5,-76.5,2041-2050,ssp585,-8.74,1.24,-1.79,21.61,9.8,Pacific,7.903225806451614,1,GPZi,881
174.5,-75.5,2041-2050,ssp585,-7.49,2.17,-1.46,24.34,9.49,Pacific,4.373271889400922,1,GPZi,881
174.5,-74.5,2041-2050,ssp585,-4.62,4.76,4.02,20.76,7.65,Pacific,1.6071428571428572,1,GPZi,881
