year,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,tooltip
2000,historical,-10.25,-0.38,-0.06,12.05,5.79,Prince Edward Island,"Year: 2000
Mean change: -0.4%
SD: ±5.8%"
2001,historical,-4.74,0.24,0.31,5.82,3.3,Prince Edward Island,"Year: 2001
Mean change: 0.2%
SD: ±3.3%"
2002,historical,-2.4,2.34,1.86,8.05,2.77,Prince Edward Island,"Year: 2002
Mean change: 2.3%
SD: ±2.8%"
2003,historical,-9.18,1.34,1.5,6.91,4.5,Prince Edward Island,"Year: 2003
Mean change: 1.3%
SD: ±4.5%"
2004,historical,-11.83,-1.49,0.59,7.74,6.18,Prince Edward Island,"Year: 2004
Mean change: -1.5%
SD: ±6.2%"
2005,historical,-10.37,-1.48,0.02,4.35,4.26,Prince Edward Island,"Year: 2005
Mean change: -1.5%
SD: ±4.3%"
2006,historical,-9.75,-2.01,-0.23,3.53,4.26,Prince Edward Island,"Year: 2006
Mean change: -2%
SD: ±4.3%"
2007,historical,-2.85,2.43,0.59,12.94,4.44,Prince Edward Island,"Year: 2007
Mean change: 2.4%
SD: ±4.4%"
2008,historical,-6.62,-0.28,0.37,2.6,2.69,Prince Edward Island,"Year: 2008
Mean change: -0.3%
SD: ±2.7%"
2009,historical,-4.14,0.5,0.2,4.71,2.32,Prince Edward Island,"Year: 2009
Mean change: 0.5%
SD: ±2.3%"
2010,historical,-3.71,3.42,2.56,11.4,4.61,Prince Edward Island,"Year: 2010
Mean change: 3.4%
SD: ±4.6%"
2011,historical,-4.12,-0.83,-1.21,3.57,2.01,Prince Edward Island,"Year: 2011
Mean change: -0.8%
SD: ±2%"
2012,historical,-5.88,-0.86,-0.73,3.27,2.77,Prince Edward Island,"Year: 2012
Mean change: -0.9%
SD: ±2.8%"
2013,historical,-4.78,-0.79,-0.53,2.38,2.14,Prince Edward Island,"Year: 2013
Mean change: -0.8%
SD: ±2.1%"
2014,historical,-2.8,-0.09,-0.18,2.33,1.71,Prince Edward Island,"Year: 2014
Mean change: -0.1%
SD: ±1.7%"
2015,ssp126,-7.46,-1.46,-0.91,1.89,3.06,Prince Edward Island,"Year: 2015
Mean change: -1.5%
SD: ±3.1%"
2015,ssp585,-3.4,-1.08,-0.85,0.34,1.11,Prince Edward Island,"Year: 2015
Mean change: -1.1%
SD: ±1.1%"
2016,ssp126,-9.81,-1.11,-1.44,5.35,4.49,Prince Edward Island,"Year: 2016
Mean change: -1.1%
SD: ±4.5%"
2016,ssp585,-10.61,-3.36,-2.1,2.97,3.99,Prince Edward Island,"Year: 2016
Mean change: -3.4%
SD: ±4%"
2017,ssp126,-10.98,-4.44,-3.73,-0.76,3.33,Prince Edward Island,"Year: 2017
Mean change: -4.4%
SD: ±3.3%"
2017,ssp585,-5.62,-1.36,-1.7,8.73,4.06,Prince Edward Island,"Year: 2017
Mean change: -1.4%
SD: ±4.1%"
2018,ssp126,-9.72,-5.55,-5.7,-1.55,3.29,Prince Edward Island,"Year: 2018
Mean change: -5.6%
SD: ±3.3%"
2018,ssp585,-5.11,-1.51,-1.27,3.22,2.94,Prince Edward Island,"Year: 2018
Mean change: -1.5%
SD: ±2.9%"
2019,ssp126,-5.76,-3.93,-4.26,-1.94,1.4,Prince Edward Island,"Year: 2019
Mean change: -3.9%
SD: ±1.4%"
2019,ssp585,-5.72,-0.85,-1.08,6.15,3.36,Prince Edward Island,"Year: 2019
Mean change: -0.8%
SD: ±3.4%"
2020,ssp126,-11.26,-4.59,-3.81,-2.12,2.87,Prince Edward Island,"Year: 2020
Mean change: -4.6%
SD: ±2.9%"
2020,ssp585,-15.67,-4.45,-3.91,2.88,5.05,Prince Edward Island,"Year: 2020
Mean change: -4.4%
SD: ±5%"
2021,ssp126,-8.8,-3.66,-2.61,-0.25,2.83,Prince Edward Island,"Year: 2021
Mean change: -3.7%
SD: ±2.8%"
2021,ssp585,-8.83,1.23,0.22,9.62,5.84,Prince Edward Island,"Year: 2021
Mean change: 1.2%
SD: ±5.8%"
2022,ssp126,-10.99,-3.96,-4.16,8.89,5.84,Prince Edward Island,"Year: 2022
Mean change: -4%
SD: ±5.8%"
2022,ssp585,-9.03,0.36,-1.01,10.03,6.52,Prince Edward Island,"Year: 2022
Mean change: 0.4%
SD: ±6.5%"
2023,ssp126,-11.35,-3.53,-2.45,-0.51,3.3,Prince Edward Island,"Year: 2023
Mean change: -3.5%
SD: ±3.3%"
2023,ssp585,-7.56,-1.97,-1.83,7.41,4.33,Prince Edward Island,"Year: 2023
Mean change: -2%
SD: ±4.3%"
2024,ssp126,-16.36,-3.23,-1.59,5.53,6.79,Prince Edward Island,"Year: 2024
Mean change: -3.2%
SD: ±6.8%"
2024,ssp585,-7.57,-2.53,-1.61,2.91,3.18,Prince Edward Island,"Year: 2024
Mean change: -2.5%
SD: ±3.2%"
2025,ssp126,-9.69,-3.04,-2.62,1.98,3.5,Prince Edward Island,"Year: 2025
Mean change: -3%
SD: ±3.5%"
2025,ssp585,-9,-3.18,-2.62,0.23,2.74,Prince Edward Island,"Year: 2025
Mean change: -3.2%
SD: ±2.7%"
2026,ssp126,-10.46,-3.85,-3.27,2.11,3.85,Prince Edward Island,"Year: 2026
Mean change: -3.9%
SD: ±3.9%"
2026,ssp585,-13.66,-4.81,-3.71,1.7,4.52,Prince Edward Island,"Year: 2026
Mean change: -4.8%
SD: ±4.5%"
2027,ssp126,-13.53,-5.03,-3.86,1.37,4.18,Prince Edward Island,"Year: 2027
Mean change: -5%
SD: ±4.2%"
2027,ssp585,-9.01,-3.78,-3.75,2.93,3.18,Prince Edward Island,"Year: 2027
Mean change: -3.8%
SD: ±3.2%"
2028,ssp126,-8.18,-4.71,-5.14,2.04,3.23,Prince Edward Island,"Year: 2028
Mean change: -4.7%
SD: ±3.2%"
2028,ssp585,-7.18,-2.39,-2.4,0.37,2.21,Prince Edward Island,"Year: 2028
Mean change: -2.4%
SD: ±2.2%"
2029,ssp126,-11.75,-3.74,-3.09,0.96,3.64,Prince Edward Island,"Year: 2029
Mean change: -3.7%
SD: ±3.6%"
2029,ssp585,-10.34,-3.57,-3.41,3.03,4.24,Prince Edward Island,"Year: 2029
Mean change: -3.6%
SD: ±4.2%"
2030,ssp126,-13.15,-4.22,-3.3,1.01,3.73,Prince Edward Island,"Year: 2030
Mean change: -4.2%
SD: ±3.7%"
2030,ssp585,-8.66,-2.69,-2.65,1.22,3.06,Prince Edward Island,"Year: 2030
Mean change: -2.7%
SD: ±3.1%"
2031,ssp126,-15.09,-4.65,-4.83,8.75,6.12,Prince Edward Island,"Year: 2031
Mean change: -4.7%
SD: ±6.1%"
2031,ssp585,-14.14,-4.38,-3.38,0.66,4.15,Prince Edward Island,"Year: 2031
Mean change: -4.4%
SD: ±4.2%"
2032,ssp126,-8.87,-3.22,-2.86,-0.02,2.82,Prince Edward Island,"Year: 2032
Mean change: -3.2%
SD: ±2.8%"
2032,ssp585,-10.36,-3.59,-4.08,2.78,3.97,Prince Edward Island,"Year: 2032
Mean change: -3.6%
SD: ±4%"
2033,ssp126,-12.7,-3.76,-3.99,3.01,4.81,Prince Edward Island,"Year: 2033
Mean change: -3.8%
SD: ±4.8%"
2033,ssp585,-6.7,-3.46,-3.62,-0.53,2.39,Prince Edward Island,"Year: 2033
Mean change: -3.5%
SD: ±2.4%"
2034,ssp126,-10.4,-1.2,-1.28,6.22,5.95,Prince Edward Island,"Year: 2034
Mean change: -1.2%
SD: ±6%"
2034,ssp585,-7.96,-2.86,-3.81,4.53,4.07,Prince Edward Island,"Year: 2034
Mean change: -2.9%
SD: ±4.1%"
2035,ssp126,-7.52,-2.58,-2.91,7.22,4.35,Prince Edward Island,"Year: 2035
Mean change: -2.6%
SD: ±4.3%"
2035,ssp585,-12.87,-3.14,-2.4,3.19,4.47,Prince Edward Island,"Year: 2035
Mean change: -3.1%
SD: ±4.5%"
2036,ssp126,-11.79,-5.05,-5.03,2.17,4.38,Prince Edward Island,"Year: 2036
Mean change: -5%
SD: ±4.4%"
2036,ssp585,-14.91,-4.85,-4.25,4.11,6.22,Prince Edward Island,"Year: 2036
Mean change: -4.8%
SD: ±6.2%"
2037,ssp126,-7.35,-1.77,-1.29,3.23,3.45,Prince Edward Island,"Year: 2037
Mean change: -1.8%
SD: ±3.5%"
2037,ssp585,-14.59,-5.05,-4.99,1.85,4.66,Prince Edward Island,"Year: 2037
Mean change: -5%
SD: ±4.7%"
2038,ssp126,-13.46,-2.85,-2.24,3.04,4.84,Prince Edward Island,"Year: 2038
Mean change: -2.9%
SD: ±4.8%"
2038,ssp585,-16.37,-4.54,-4.44,2.86,5.53,Prince Edward Island,"Year: 2038
Mean change: -4.5%
SD: ±5.5%"
2039,ssp126,-8.81,-2.58,-3.63,6.45,4.66,Prince Edward Island,"Year: 2039
Mean change: -2.6%
SD: ±4.7%"
2039,ssp585,-13.76,-5.2,-4.92,2.52,5.65,Prince Edward Island,"Year: 2039
Mean change: -5.2%
SD: ±5.7%"
2040,ssp126,-9.83,-2.26,-3.25,7.23,5.03,Prince Edward Island,"Year: 2040
Mean change: -2.3%
SD: ±5%"
2040,ssp585,-18.75,-6.54,-6.01,3.84,5.54,Prince Edward Island,"Year: 2040
Mean change: -6.5%
SD: ±5.5%"
2041,ssp126,-8.24,-1.23,-1.66,11.36,5.78,Prince Edward Island,"Year: 2041
Mean change: -1.2%
SD: ±5.8%"
2041,ssp585,-13.11,-4.66,-4.86,3.53,4.59,Prince Edward Island,"Year: 2041
Mean change: -4.7%
SD: ±4.6%"
2042,ssp126,-14.01,-4.92,-4.45,3.13,5.47,Prince Edward Island,"Year: 2042
Mean change: -4.9%
SD: ±5.5%"
2042,ssp585,-14.74,-2.6,-2.92,10.9,6.81,Prince Edward Island,"Year: 2042
Mean change: -2.6%
SD: ±6.8%"
2043,ssp126,-7.32,-3.82,-3.61,2.26,3.03,Prince Edward Island,"Year: 2043
Mean change: -3.8%
SD: ±3%"
2043,ssp585,-27.06,-5.87,-3.58,5.49,8.94,Prince Edward Island,"Year: 2043
Mean change: -5.9%
SD: ±8.9%"
2044,ssp126,-7.9,-0.5,-0.52,7.13,4.36,Prince Edward Island,"Year: 2044
Mean change: -0.5%
SD: ±4.4%"
2044,ssp585,-12.91,-5.67,-5.62,0.43,4.6,Prince Edward Island,"Year: 2044
Mean change: -5.7%
SD: ±4.6%"
2045,ssp126,-18.82,-5.35,-5.27,4.16,6.1,Prince Edward Island,"Year: 2045
Mean change: -5.3%
SD: ±6.1%"
2045,ssp585,-8.53,-4.96,-5.4,1.06,2.88,Prince Edward Island,"Year: 2045
Mean change: -5%
SD: ±2.9%"
2046,ssp126,-12.86,-4.44,-3.79,1.17,3.77,Prince Edward Island,"Year: 2046
Mean change: -4.4%
SD: ±3.8%"
2046,ssp585,-20.06,-4.71,-4.39,9.14,8.13,Prince Edward Island,"Year: 2046
Mean change: -4.7%
SD: ±8.1%"
2047,ssp126,-6.87,-0.56,0.05,4.1,3.67,Prince Edward Island,"Year: 2047
Mean change: -0.6%
SD: ±3.7%"
2047,ssp585,-15.64,-3.98,-4.48,4,5.7,Prince Edward Island,"Year: 2047
Mean change: -4%
SD: ±5.7%"
2048,ssp126,-8.4,-1.86,-1.6,4.12,3.97,Prince Edward Island,"Year: 2048
Mean change: -1.9%
SD: ±4%"
2048,ssp585,-22.12,-6.1,-5.36,5.38,8.45,Prince Edward Island,"Year: 2048
Mean change: -6.1%
SD: ±8.4%"
2049,ssp126,-10.37,-3.41,-4.21,7.27,4.57,Prince Edward Island,"Year: 2049
Mean change: -3.4%
SD: ±4.6%"
2049,ssp585,-11.42,-3.15,-5.06,10.75,7.06,Prince Edward Island,"Year: 2049
Mean change: -3.1%
SD: ±7.1%"
2050,ssp126,-6.45,-1.77,-2.66,5.41,4.27,Prince Edward Island,"Year: 2050
Mean change: -1.8%
SD: ±4.3%"
2050,ssp585,-19.78,-5.82,-4.31,5.21,7.74,Prince Edward Island,"Year: 2050
Mean change: -5.8%
SD: ±7.7%"
2051,ssp126,-11.32,-1.9,-2.85,7.38,5.27,Prince Edward Island,"Year: 2051
Mean change: -1.9%
SD: ±5.3%"
2051,ssp585,-21.89,-7.16,-6.64,6.18,8.52,Prince Edward Island,"Year: 2051
Mean change: -7.2%
SD: ±8.5%"
2052,ssp126,-14.86,-1.36,-1.25,6.42,6.46,Prince Edward Island,"Year: 2052
Mean change: -1.4%
SD: ±6.5%"
2052,ssp585,-21,-6.83,-5.7,-0.19,6.14,Prince Edward Island,"Year: 2052
Mean change: -6.8%
SD: ±6.1%"
2053,ssp126,-7.66,-0.25,-0.68,7.7,5.08,Prince Edward Island,"Year: 2053
Mean change: -0.2%
SD: ±5.1%"
2053,ssp585,-19.09,-6.98,-6.67,1.47,6.81,Prince Edward Island,"Year: 2053
Mean change: -7%
SD: ±6.8%"
2054,ssp126,-17.66,-3.82,-2.21,5.68,7.36,Prince Edward Island,"Year: 2054
Mean change: -3.8%
SD: ±7.4%"
2054,ssp585,-25.11,-6.77,-7.1,5.46,8.2,Prince Edward Island,"Year: 2054
Mean change: -6.8%
SD: ±8.2%"
2055,ssp126,-12.61,-2.36,-3.32,6.82,7.11,Prince Edward Island,"Year: 2055
Mean change: -2.4%
SD: ±7.1%"
2055,ssp585,-21.83,-8.12,-6.98,-0.33,6.34,Prince Edward Island,"Year: 2055
Mean change: -8.1%
SD: ±6.3%"
2056,ssp126,-5.66,-1.41,-1,5.35,3.74,Prince Edward Island,"Year: 2056
Mean change: -1.4%
SD: ±3.7%"
2056,ssp585,-19.96,-7.1,-7.67,4.22,6.42,Prince Edward Island,"Year: 2056
Mean change: -7.1%
SD: ±6.4%"
2057,ssp126,-6.15,-2.23,-2.63,4.44,3.55,Prince Edward Island,"Year: 2057
Mean change: -2.2%
SD: ±3.5%"
2057,ssp585,-19.21,-8.36,-8.46,-1.01,5.83,Prince Edward Island,"Year: 2057
Mean change: -8.4%
SD: ±5.8%"
2058,ssp126,-16.46,-4.3,-4.03,3.14,5.99,Prince Edward Island,"Year: 2058
Mean change: -4.3%
SD: ±6%"
2058,ssp585,-18.37,-6.62,-6.8,3.76,7.23,Prince Edward Island,"Year: 2058
Mean change: -6.6%
SD: ±7.2%"
2059,ssp126,-10.05,-3.32,-4.14,6.45,5.32,Prince Edward Island,"Year: 2059
Mean change: -3.3%
SD: ±5.3%"
2059,ssp585,-23.62,-8.6,-8.52,1.56,8.31,Prince Edward Island,"Year: 2059
Mean change: -8.6%
SD: ±8.3%"
2060,ssp126,-17.68,-5.48,-4.55,1.86,6.07,Prince Edward Island,"Year: 2060
Mean change: -5.5%
SD: ±6.1%"
2060,ssp585,-26.3,-9.69,-9.03,1.75,7.66,Prince Edward Island,"Year: 2060
Mean change: -9.7%
SD: ±7.7%"
2061,ssp126,-19.87,-6.43,-4.72,2.13,6.26,Prince Edward Island,"Year: 2061
Mean change: -6.4%
SD: ±6.3%"
2061,ssp585,-15.37,-6.01,-6.99,9.18,6.72,Prince Edward Island,"Year: 2061
Mean change: -6%
SD: ±6.7%"
2062,ssp126,-8.67,-3.37,-3.31,2.78,3.35,Prince Edward Island,"Year: 2062
Mean change: -3.4%
SD: ±3.4%"
2062,ssp585,-25.49,-8.11,-8.36,5.19,9.56,Prince Edward Island,"Year: 2062
Mean change: -8.1%
SD: ±9.6%"
2063,ssp126,-6.71,-1.96,-2.47,2.74,3.22,Prince Edward Island,"Year: 2063
Mean change: -2%
SD: ±3.2%"
2063,ssp585,-28.75,-8.44,-8.35,5.45,9.96,Prince Edward Island,"Year: 2063
Mean change: -8.4%
SD: ±10%"
2064,ssp126,-9.9,-4.5,-4.82,5.2,4.24,Prince Edward Island,"Year: 2064
Mean change: -4.5%
SD: ±4.2%"
2064,ssp585,-23.35,-7.73,-7.9,3.79,8.16,Prince Edward Island,"Year: 2064
Mean change: -7.7%
SD: ±8.2%"
2065,ssp126,-17.22,-6.83,-5.52,3.3,6.21,Prince Edward Island,"Year: 2065
Mean change: -6.8%
SD: ±6.2%"
2065,ssp585,-23.77,-9.66,-8.19,1.12,8.78,Prince Edward Island,"Year: 2065
Mean change: -9.7%
SD: ±8.8%"
2066,ssp126,-8.68,-4.41,-4.85,2.98,3.61,Prince Edward Island,"Year: 2066
Mean change: -4.4%
SD: ±3.6%"
2066,ssp585,-21.79,-9.95,-9.32,3.37,7.41,Prince Edward Island,"Year: 2066
Mean change: -9.9%
SD: ±7.4%"
2067,ssp126,-18.53,-6.97,-7.11,-0.12,5.78,Prince Edward Island,"Year: 2067
Mean change: -7%
SD: ±5.8%"
2067,ssp585,-26.01,-8.35,-8.77,3.19,8.4,Prince Edward Island,"Year: 2067
Mean change: -8.3%
SD: ±8.4%"
2068,ssp126,-18.71,-6.68,-6.36,1.18,5.44,Prince Edward Island,"Year: 2068
Mean change: -6.7%
SD: ±5.4%"
2068,ssp585,-25.41,-8.72,-8.93,5.9,10.34,Prince Edward Island,"Year: 2068
Mean change: -8.7%
SD: ±10.3%"
2069,ssp126,-16.75,-5.44,-6.21,-0.02,5.39,Prince Edward Island,"Year: 2069
Mean change: -5.4%
SD: ±5.4%"
2069,ssp585,-31.91,-10.57,-10.54,6.05,11.94,Prince Edward Island,"Year: 2069
Mean change: -10.6%
SD: ±11.9%"
2070,ssp126,-11.19,-5.1,-5.22,1.27,3.99,Prince Edward Island,"Year: 2070
Mean change: -5.1%
SD: ±4%"
2070,ssp585,-29.83,-11.65,-9.35,-1.21,8.92,Prince Edward Island,"Year: 2070
Mean change: -11.7%
SD: ±8.9%"
2071,ssp126,-17.2,-6.31,-6.39,2.11,5.71,Prince Edward Island,"Year: 2071
Mean change: -6.3%
SD: ±5.7%"
2071,ssp585,-32.64,-12.08,-9.91,2.08,9.75,Prince Edward Island,"Year: 2071
Mean change: -12.1%
SD: ±9.8%"
2072,ssp126,-19.96,-8.13,-7.63,3.23,6.84,Prince Edward Island,"Year: 2072
Mean change: -8.1%
SD: ±6.8%"
2072,ssp585,-32.25,-10.64,-10.31,4.54,11.46,Prince Edward Island,"Year: 2072
Mean change: -10.6%
SD: ±11.5%"
2073,ssp126,-21.3,-8.06,-7.99,5.44,8.72,Prince Edward Island,"Year: 2073
Mean change: -8.1%
SD: ±8.7%"
2073,ssp585,-29.03,-11.21,-9.9,1.69,10.19,Prince Edward Island,"Year: 2073
Mean change: -11.2%
SD: ±10.2%"
2074,ssp126,-17.56,-5.72,-6.91,3.72,6.58,Prince Edward Island,"Year: 2074
Mean change: -5.7%
SD: ±6.6%"
2074,ssp585,-31.48,-11.82,-10.12,2.24,11.59,Prince Edward Island,"Year: 2074
Mean change: -11.8%
SD: ±11.6%"
2075,ssp126,-18.79,-7.49,-7.65,2.98,6.81,Prince Edward Island,"Year: 2075
Mean change: -7.5%
SD: ±6.8%"
2075,ssp585,-34.35,-11.72,-10.25,4.28,12.74,Prince Edward Island,"Year: 2075
Mean change: -11.7%
SD: ±12.7%"
2076,ssp126,-18.57,-5.63,-5.78,4.23,7.04,Prince Edward Island,"Year: 2076
Mean change: -5.6%
SD: ±7%"
2076,ssp585,-30.67,-11.88,-10.63,4.84,11.75,Prince Edward Island,"Year: 2076
Mean change: -11.9%
SD: ±11.8%"
2077,ssp126,-22.01,-4.58,-6.06,11.16,9.27,Prince Edward Island,"Year: 2077
Mean change: -4.6%
SD: ±9.3%"
2077,ssp585,-36.39,-13.2,-12.19,4.04,12.72,Prince Edward Island,"Year: 2077
Mean change: -13.2%
SD: ±12.7%"
2078,ssp126,-13.33,-6.19,-6.45,0.18,4.58,Prince Edward Island,"Year: 2078
Mean change: -6.2%
SD: ±4.6%"
2078,ssp585,-33.15,-11.92,-12.06,3.08,12.55,Prince Edward Island,"Year: 2078
Mean change: -11.9%
SD: ±12.6%"
2079,ssp126,-18.16,-6.48,-6.84,2.37,5.87,Prince Edward Island,"Year: 2079
Mean change: -6.5%
SD: ±5.9%"
2079,ssp585,-35.98,-11,-11.46,11.01,13.81,Prince Edward Island,"Year: 2079
Mean change: -11%
SD: ±13.8%"
2080,ssp126,-16.1,-6.69,-6.62,1.56,5.49,Prince Edward Island,"Year: 2080
Mean change: -6.7%
SD: ±5.5%"
2080,ssp585,-35.01,-9.6,-9.95,12.06,14.04,Prince Edward Island,"Year: 2080
Mean change: -9.6%
SD: ±14%"
2081,ssp126,-18.59,-6.73,-6.5,6.48,7.47,Prince Edward Island,"Year: 2081
Mean change: -6.7%
SD: ±7.5%"
2081,ssp585,-31.54,-8.35,-8.77,7.36,12.98,Prince Edward Island,"Year: 2081
Mean change: -8.3%
SD: ±13%"
2082,ssp126,-21.65,-7.87,-7.94,3.01,7.37,Prince Edward Island,"Year: 2082
Mean change: -7.9%
SD: ±7.4%"
2082,ssp585,-31.97,-10.45,-8.84,7.88,12.79,Prince Edward Island,"Year: 2082
Mean change: -10.4%
SD: ±12.8%"
2083,ssp126,-24.41,-8.12,-6.94,-1.32,6.61,Prince Edward Island,"Year: 2083
Mean change: -8.1%
SD: ±6.6%"
2083,ssp585,-30.77,-11.13,-11.27,3.73,11.74,Prince Edward Island,"Year: 2083
Mean change: -11.1%
SD: ±11.7%"
2084,ssp126,-13.99,-4.89,-4.34,6.01,5.61,Prince Edward Island,"Year: 2084
Mean change: -4.9%
SD: ±5.6%"
2084,ssp585,-40.58,-15.47,-14.76,2.93,14.79,Prince Edward Island,"Year: 2084
Mean change: -15.5%
SD: ±14.8%"
2085,ssp126,-12.78,-4.55,-4.79,6.36,5.34,Prince Edward Island,"Year: 2085
Mean change: -4.6%
SD: ±5.3%"
2085,ssp585,-40.59,-15.61,-15.1,5.88,14.34,Prince Edward Island,"Year: 2085
Mean change: -15.6%
SD: ±14.3%"
2086,ssp126,-25.16,-5.72,-6.23,2.98,8.1,Prince Edward Island,"Year: 2086
Mean change: -5.7%
SD: ±8.1%"
2086,ssp585,-38.76,-16.26,-15.24,1.25,13.77,Prince Edward Island,"Year: 2086
Mean change: -16.3%
SD: ±13.8%"
2087,ssp126,-11.95,-4.03,-3.77,1.78,4.42,Prince Edward Island,"Year: 2087
Mean change: -4%
SD: ±4.4%"
2087,ssp585,-29.19,-12.45,-13.32,7.46,12.15,Prince Edward Island,"Year: 2087
Mean change: -12.4%
SD: ±12.2%"
2088,ssp126,-17.76,-5.42,-5.72,2.04,5.8,Prince Edward Island,"Year: 2088
Mean change: -5.4%
SD: ±5.8%"
2088,ssp585,-36.88,-13.18,-12.99,4.92,13.92,Prince Edward Island,"Year: 2088
Mean change: -13.2%
SD: ±13.9%"
2089,ssp126,-16.56,-4.39,-3.74,4.08,6.26,Prince Edward Island,"Year: 2089
Mean change: -4.4%
SD: ±6.3%"
2089,ssp585,-37.85,-15.28,-15.14,1.56,13.64,Prince Edward Island,"Year: 2089
Mean change: -15.3%
SD: ±13.6%"
2090,ssp126,-17.8,-5.52,-5.74,5.89,6.73,Prince Edward Island,"Year: 2090
Mean change: -5.5%
SD: ±6.7%"
2090,ssp585,-36.6,-15.56,-13.83,0.27,12.37,Prince Edward Island,"Year: 2090
Mean change: -15.6%
SD: ±12.4%"
2091,ssp126,-19.85,-7.86,-7.18,-0.78,5.76,Prince Edward Island,"Year: 2091
Mean change: -7.9%
SD: ±5.8%"
2091,ssp585,-43.54,-16.42,-14.43,2.7,14.89,Prince Edward Island,"Year: 2091
Mean change: -16.4%
SD: ±14.9%"
2092,ssp126,-15.25,-7.6,-6.69,-2.47,4.41,Prince Edward Island,"Year: 2092
Mean change: -7.6%
SD: ±4.4%"
2092,ssp585,-35.26,-14.02,-14.99,4.81,14.78,Prince Edward Island,"Year: 2092
Mean change: -14%
SD: ±14.8%"
2093,ssp126,-17.34,-7.21,-7.39,0.12,4.99,Prince Edward Island,"Year: 2093
Mean change: -7.2%
SD: ±5%"
2093,ssp585,-41.01,-15.42,-15.47,6.75,15.68,Prince Edward Island,"Year: 2093
Mean change: -15.4%
SD: ±15.7%"
2094,ssp126,-18.8,-7.65,-8.06,1.25,5.42,Prince Edward Island,"Year: 2094
Mean change: -7.7%
SD: ±5.4%"
2094,ssp585,-39.47,-14.63,-15.27,7.78,15.77,Prince Edward Island,"Year: 2094
Mean change: -14.6%
SD: ±15.8%"
2095,ssp126,-14.07,-5.27,-3.9,1.5,4.74,Prince Edward Island,"Year: 2095
Mean change: -5.3%
SD: ±4.7%"
2095,ssp585,-40.69,-15.54,-15.6,5.21,15.4,Prince Edward Island,"Year: 2095
Mean change: -15.5%
SD: ±15.4%"
2096,ssp126,-11.29,-5.73,-5.87,0.14,4.16,Prince Edward Island,"Year: 2096
Mean change: -5.7%
SD: ±4.2%"
2096,ssp585,-43.94,-16.95,-17.2,3.43,16.22,Prince Edward Island,"Year: 2096
Mean change: -17%
SD: ±16.2%"
2097,ssp126,-22.59,-9.94,-8.24,-3.38,6.12,Prince Edward Island,"Year: 2097
Mean change: -9.9%
SD: ±6.1%"
2097,ssp585,-43.36,-17.14,-18.01,3.71,16.23,Prince Edward Island,"Year: 2097
Mean change: -17.1%
SD: ±16.2%"
2098,ssp126,-21.01,-9.45,-9.49,0.63,6.23,Prince Edward Island,"Year: 2098
Mean change: -9.4%
SD: ±6.2%"
2098,ssp585,-36.91,-15.39,-17.2,6.78,14.73,Prince Edward Island,"Year: 2098
Mean change: -15.4%
SD: ±14.7%"
2099,ssp126,-18.23,-7.07,-5.87,-1,5.35,Prince Edward Island,"Year: 2099
Mean change: -7.1%
SD: ±5.3%"
2099,ssp585,-38.59,-16.2,-15.87,1.68,14.19,Prince Edward Island,"Year: 2099
Mean change: -16.2%
SD: ±14.2%"
2100,ssp126,-15.21,-7.84,-8.65,4.57,6.11,Prince Edward Island,"Year: 2100
Mean change: -7.8%
SD: ±6.1%"
2100,ssp585,-47.6,-17.43,-15.51,2.09,15.98,Prince Edward Island,"Year: 2100
Mean change: -17.4%
SD: ±16%"
