lat,lon,region,catches,tooltip,geometry
-77.5,-49.5,FAO 48,0,"Lon: -49.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-49.5, -77.5)"
-77.5,-48.5,FAO 48,0,"Lon: -48.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-48.5, -77.5)"
-77.5,-47.5,FAO 48,0,"Lon: -47.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-47.5, -77.5)"
-77.5,-46.5,FAO 48,0,"Lon: -46.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-46.5, -77.5)"
-77.5,-45.5,FAO 48,0,"Lon: -45.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-45.5, -77.5)"
-77.5,-44.5,FAO 48,0,"Lon: -44.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-44.5, -77.5)"
-77.5,-43.5,FAO 48,0,"Lon: -43.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-43.5, -77.5)"
-77.5,-42.5,FAO 48,0,"Lon: -42.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-42.5, -77.5)"
-77.5,-41.5,FAO 48,0,"Lon: -41.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-41.5, -77.5)"
-77.5,-40.5,FAO 48,0,"Lon: -40.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-40.5, -77.5)"
-77.5,-39.5,FAO 48,0,"Lon: -39.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-39.5, -77.5)"
-77.5,-38.5,FAO 48,0,"Lon: -38.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-38.5, -77.5)"
-77.5,-37.5,FAO 48,2.7261779922424e-4,"Lon: -37.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-37.5, -77.5)"
-77.5,-36.5,FAO 48,2.8864684232235e-4,"Lon: -36.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-36.5, -77.5)"
-77.5,-35.5,FAO 48,6.3423402310955e-4,"Lon: -35.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-35.5, -77.5)"
-77.5,-34.5,FAO 48,6.5026708705522e-4,"Lon: -34.5°, Lat: -77.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-34.5, -77.5)"
-76.5,-53.5,FAO 48,0,"Lon: -53.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-53.5, -76.5)"
-76.5,-52.5,FAO 48,0,"Lon: -52.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-52.5, -76.5)"
-76.5,-51.5,FAO 48,0,"Lon: -51.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-51.5, -76.5)"
-76.5,-50.5,FAO 48,0,"Lon: -50.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-50.5, -76.5)"
-76.5,-49.5,FAO 48,0,"Lon: -49.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-49.5, -76.5)"
-76.5,-48.5,FAO 48,0,"Lon: -48.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-48.5, -76.5)"
-76.5,-47.5,FAO 48,0,"Lon: -47.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-47.5, -76.5)"
-76.5,-46.5,FAO 48,0,"Lon: -46.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-46.5, -76.5)"
-76.5,-45.5,FAO 48,0,"Lon: -45.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-45.5, -76.5)"
-76.5,-44.5,FAO 48,0,"Lon: -44.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-44.5, -76.5)"
-76.5,-43.5,FAO 48,0,"Lon: -43.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-43.5, -76.5)"
-76.5,-42.5,FAO 48,0,"Lon: -42.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-42.5, -76.5)"
-76.5,-41.5,FAO 48,0,"Lon: -41.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-41.5, -76.5)"
-76.5,-40.5,FAO 48,0,"Lon: -40.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-40.5, -76.5)"
-76.5,-39.5,FAO 48,0,"Lon: -39.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-39.5, -76.5)"
-76.5,-38.5,FAO 48,0,"Lon: -38.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-38.5, -76.5)"
-76.5,-37.5,FAO 48,3.0919560763887e-4,"Lon: -37.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-37.5, -76.5)"
-76.5,-36.5,FAO 48,3.8420918034702e-4,"Lon: -36.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-36.5, -76.5)"
-76.5,-35.5,FAO 48,6.3047533962715e-4,"Lon: -35.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-35.5, -76.5)"
-76.5,-34.5,FAO 48,6.4168532660746e-4,"Lon: -34.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-34.5, -76.5)"
-76.5,-33.5,FAO 48,0.00224478152684194,"Lon: -33.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-33.5, -76.5)"
-76.5,-32.5,FAO 48,0.00301212166605491,"Lon: -32.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-32.5, -76.5)"
-76.5,-31.5,FAO 48,0.00338655495070706,"Lon: -31.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-31.5, -76.5)"
-76.5,-30.5,FAO 48,0.00311750485371252,"Lon: -30.5°, Lat: -76.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-30.5, -76.5)"
-76.5,-29.5,FAO 48,0.00954735222314304,"Lon: -29.5°, Lat: -76.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-29.5, -76.5)"
-75.5,-57.5,FAO 48,0,"Lon: -57.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-57.5, -75.5)"
-75.5,-56.5,FAO 48,0,"Lon: -56.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-56.5, -75.5)"
-75.5,-55.5,FAO 48,0,"Lon: -55.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-55.5, -75.5)"
-75.5,-54.5,FAO 48,0,"Lon: -54.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-54.5, -75.5)"
-75.5,-53.5,FAO 48,0,"Lon: -53.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-53.5, -75.5)"
-75.5,-52.5,FAO 48,0,"Lon: -52.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-52.5, -75.5)"
-75.5,-51.5,FAO 48,0,"Lon: -51.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-51.5, -75.5)"
-75.5,-50.5,FAO 48,0,"Lon: -50.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-50.5, -75.5)"
-75.5,-49.5,FAO 48,0,"Lon: -49.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-49.5, -75.5)"
-75.5,-48.5,FAO 48,0,"Lon: -48.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-48.5, -75.5)"
-75.5,-47.5,FAO 48,0,"Lon: -47.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-47.5, -75.5)"
-75.5,-46.5,FAO 48,0,"Lon: -46.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-46.5, -75.5)"
-75.5,-45.5,FAO 48,0,"Lon: -45.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-45.5, -75.5)"
-75.5,-44.5,FAO 48,0,"Lon: -44.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-44.5, -75.5)"
-75.5,-43.5,FAO 48,0,"Lon: -43.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-43.5, -75.5)"
-75.5,-42.5,FAO 48,0,"Lon: -42.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-42.5, -75.5)"
-75.5,-41.5,FAO 48,0,"Lon: -41.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-41.5, -75.5)"
-75.5,-40.5,FAO 48,0,"Lon: -40.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-40.5, -75.5)"
-75.5,-39.5,FAO 48,3.7360662656988365e-5,"Lon: -39.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-39.5, -75.5)"
-75.5,-38.5,FAO 48,3.492597842767784e-5,"Lon: -38.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-38.5, -75.5)"
-75.5,-37.5,FAO 48,3.2277963837091e-4,"Lon: -37.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-37.5, -75.5)"
-75.5,-36.5,FAO 48,3.5228170548267e-4,"Lon: -36.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-36.5, -75.5)"
-75.5,-35.5,FAO 48,5.9086747079892e-4,"Lon: -35.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-35.5, -75.5)"
-75.5,-34.5,FAO 48,5.9941529190443e-4,"Lon: -34.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-34.5, -75.5)"
-75.5,-33.5,FAO 48,0.00156087457818829,"Lon: -33.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-33.5, -75.5)"
-75.5,-32.5,FAO 48,0.00190191194595091,"Lon: -32.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-32.5, -75.5)"
-75.5,-31.5,FAO 48,0.00207528851076574,"Lon: -31.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-31.5, -75.5)"
-75.5,-30.5,FAO 48,0.0023792837685888,"Lon: -30.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-30.5, -75.5)"
-75.5,-29.5,FAO 48,0.00393475108689937,"Lon: -29.5°, Lat: -75.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-29.5, -75.5)"
-75.5,-28.5,FAO 48,0.00688256218044408,"Lon: -28.5°, Lat: -75.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-28.5, -75.5)"
-75.5,-27.5,FAO 48,0.0129515394472234,"Lon: -27.5°, Lat: -75.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-27.5, -75.5)"
-74.5,-60.5,FAO 48,0,"Lon: -60.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-60.5, -74.5)"
-74.5,-59.5,FAO 48,0,"Lon: -59.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-59.5, -74.5)"
-74.5,-58.5,FAO 48,0,"Lon: -58.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-58.5, -74.5)"
-74.5,-57.5,FAO 48,0,"Lon: -57.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-57.5, -74.5)"
-74.5,-56.5,FAO 48,0,"Lon: -56.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-56.5, -74.5)"
-74.5,-55.5,FAO 48,0,"Lon: -55.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-55.5, -74.5)"
-74.5,-54.5,FAO 48,0,"Lon: -54.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-54.5, -74.5)"
-74.5,-53.5,FAO 48,0,"Lon: -53.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-53.5, -74.5)"
-74.5,-52.5,FAO 48,0,"Lon: -52.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-52.5, -74.5)"
-74.5,-51.5,FAO 48,0,"Lon: -51.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-51.5, -74.5)"
-74.5,-50.5,FAO 48,0,"Lon: -50.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-50.5, -74.5)"
-74.5,-49.5,FAO 48,0,"Lon: -49.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-49.5, -74.5)"
-74.5,-48.5,FAO 48,0,"Lon: -48.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-48.5, -74.5)"
-74.5,-47.5,FAO 48,0,"Lon: -47.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-47.5, -74.5)"
-74.5,-46.5,FAO 48,0,"Lon: -46.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-46.5, -74.5)"
-74.5,-45.5,FAO 48,0,"Lon: -45.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-45.5, -74.5)"
-74.5,-44.5,FAO 48,0,"Lon: -44.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-44.5, -74.5)"
-74.5,-43.5,FAO 48,0,"Lon: -43.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-43.5, -74.5)"
-74.5,-42.5,FAO 48,0,"Lon: -42.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-42.5, -74.5)"
-74.5,-41.5,FAO 48,0,"Lon: -41.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-41.5, -74.5)"
-74.5,-40.5,FAO 48,0,"Lon: -40.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-40.5, -74.5)"
-74.5,-39.5,FAO 48,1.2348218238247e-4,"Lon: -39.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-39.5, -74.5)"
-74.5,-38.5,FAO 48,2.4454983422175e-4,"Lon: -38.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-38.5, -74.5)"
-74.5,-37.5,FAO 48,5.224417370837e-4,"Lon: -37.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-37.5, -74.5)"
-74.5,-36.5,FAO 48,5.2928242490479e-4,"Lon: -36.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-36.5, -74.5)"
-74.5,-35.5,FAO 48,0.00149172802790657,"Lon: -35.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-35.5, -74.5)"
-74.5,-34.5,FAO 48,0.00162070786098862,"Lon: -34.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-34.5, -74.5)"
-74.5,-33.5,FAO 48,0.00169004368137411,"Lon: -33.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-33.5, -74.5)"
-74.5,-32.5,FAO 48,0.00189402142784516,"Lon: -32.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-32.5, -74.5)"
-74.5,-31.5,FAO 48,0.00153790349531039,"Lon: -31.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-31.5, -74.5)"
-74.5,-30.5,FAO 48,0.00171789602266139,"Lon: -30.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-30.5, -74.5)"
-74.5,-29.5,FAO 48,0.00177910885760279,"Lon: -29.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-29.5, -74.5)"
-74.5,-28.5,FAO 48,0.00333654981398248,"Lon: -28.5°, Lat: -74.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-28.5, -74.5)"
-74.5,-27.5,FAO 48,0.00610185524504105,"Lon: -27.5°, Lat: -74.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-27.5, -74.5)"
-74.5,-26.5,FAO 48,0.00959352214360181,"Lon: -26.5°, Lat: -74.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-26.5, -74.5)"
-74.5,-25.5,FAO 48,0.01456939221876356,"Lon: -25.5°, Lat: -74.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-25.5, -74.5)"
-73.5,-60.5,FAO 48,0,"Lon: -60.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-60.5, -73.5)"
-73.5,-59.5,FAO 48,0,"Lon: -59.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-59.5, -73.5)"
-73.5,-58.5,FAO 48,0,"Lon: -58.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-58.5, -73.5)"
-73.5,-57.5,FAO 48,0,"Lon: -57.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-57.5, -73.5)"
-73.5,-56.5,FAO 48,0,"Lon: -56.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-56.5, -73.5)"
-73.5,-55.5,FAO 48,0,"Lon: -55.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-55.5, -73.5)"
-73.5,-54.5,FAO 48,0,"Lon: -54.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-54.5, -73.5)"
-73.5,-53.5,FAO 48,0,"Lon: -53.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-53.5, -73.5)"
-73.5,-52.5,FAO 48,0,"Lon: -52.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-52.5, -73.5)"
-73.5,-51.5,FAO 48,0,"Lon: -51.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-51.5, -73.5)"
-73.5,-50.5,FAO 48,0,"Lon: -50.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-50.5, -73.5)"
-73.5,-49.5,FAO 48,0,"Lon: -49.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-49.5, -73.5)"
-73.5,-48.5,FAO 48,0,"Lon: -48.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-48.5, -73.5)"
-73.5,-47.5,FAO 48,0,"Lon: -47.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-47.5, -73.5)"
-73.5,-46.5,FAO 48,0,"Lon: -46.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-46.5, -73.5)"
-73.5,-45.5,FAO 48,0,"Lon: -45.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-45.5, -73.5)"
-73.5,-44.5,FAO 48,0,"Lon: -44.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-44.5, -73.5)"
-73.5,-43.5,FAO 48,0,"Lon: -43.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-43.5, -73.5)"
-73.5,-42.5,FAO 48,0,"Lon: -42.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-42.5, -73.5)"
-73.5,-41.5,FAO 48,0,"Lon: -41.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-41.5, -73.5)"
-73.5,-40.5,FAO 48,6.932558793810153e-5,"Lon: -40.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-40.5, -73.5)"
-73.5,-39.5,FAO 48,8.517523055943844e-5,"Lon: -39.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-39.5, -73.5)"
-73.5,-38.5,FAO 48,1.678574729536e-4,"Lon: -38.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-38.5, -73.5)"
-73.5,-37.5,FAO 48,3.7342989587687e-4,"Lon: -37.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-37.5, -73.5)"
-73.5,-36.5,FAO 48,5.1278148877005e-4,"Lon: -36.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-36.5, -73.5)"
-73.5,-35.5,FAO 48,0.00126970018937429,"Lon: -35.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-35.5, -73.5)"
-73.5,-34.5,FAO 48,0.00161995229203645,"Lon: -34.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-34.5, -73.5)"
-73.5,-33.5,FAO 48,0.00214713960385756,"Lon: -33.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-33.5, -73.5)"
-73.5,-32.5,FAO 48,0.00247746032601257,"Lon: -32.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-32.5, -73.5)"
-73.5,-31.5,FAO 48,0.00295869725745126,"Lon: -31.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-31.5, -73.5)"
-73.5,-30.5,FAO 48,0.00362955446250908,"Lon: -30.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-30.5, -73.5)"
-73.5,-29.5,FAO 48,0.00437746156558686,"Lon: -29.5°, Lat: -73.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-29.5, -73.5)"
-73.5,-28.5,FAO 48,0.00539488526796358,"Lon: -28.5°, Lat: -73.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-28.5, -73.5)"
-73.5,-27.5,FAO 48,0.00746905402062628,"Lon: -27.5°, Lat: -73.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-27.5, -73.5)"
-73.5,-26.5,FAO 48,0.00867106289406214,"Lon: -26.5°, Lat: -73.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-26.5, -73.5)"
-73.5,-25.5,FAO 48,0.01045517269598974,"Lon: -25.5°, Lat: -73.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-25.5, -73.5)"
-73.5,-24.5,FAO 48,0.01000557881782215,"Lon: -24.5°, Lat: -73.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-24.5, -73.5)"
-73.5,-23.5,FAO 48,0.01265279599171668,"Lon: -23.5°, Lat: -73.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-23.5, -73.5)"
-73.5,-22.5,FAO 48,0.01705869747722483,"Lon: -22.5°, Lat: -73.5°
Catches: 0.02 tonnes/km²
Region:fao-48","c(-22.5, -73.5)"
-73.5,-21.5,FAO 48,0.0117264639560298,"Lon: -21.5°, Lat: -73.5°
Catches: 0.01 tonnes/km²
Region:fao-48","c(-21.5, -73.5)"
-72.5,-59.5,FAO 48,0,"Lon: -59.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-59.5, -72.5)"
-72.5,-58.5,FAO 48,0,"Lon: -58.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-58.5, -72.5)"
-72.5,-57.5,FAO 48,0,"Lon: -57.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-57.5, -72.5)"
-72.5,-56.5,FAO 48,0,"Lon: -56.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-56.5, -72.5)"
-72.5,-55.5,FAO 48,0,"Lon: -55.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-55.5, -72.5)"
-72.5,-54.5,FAO 48,0,"Lon: -54.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-54.5, -72.5)"
-72.5,-53.5,FAO 48,0,"Lon: -53.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-53.5, -72.5)"
-72.5,-52.5,FAO 48,0,"Lon: -52.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-52.5, -72.5)"
-72.5,-51.5,FAO 48,0,"Lon: -51.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-51.5, -72.5)"
-72.5,-50.5,FAO 48,0,"Lon: -50.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-50.5, -72.5)"
-72.5,-49.5,FAO 48,0,"Lon: -49.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-49.5, -72.5)"
-72.5,-48.5,FAO 48,0,"Lon: -48.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-48.5, -72.5)"
-72.5,-47.5,FAO 48,0,"Lon: -47.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-47.5, -72.5)"
-72.5,-46.5,FAO 48,0,"Lon: -46.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-46.5, -72.5)"
-72.5,-45.5,FAO 48,0,"Lon: -45.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-45.5, -72.5)"
-72.5,-44.5,FAO 48,0,"Lon: -44.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-44.5, -72.5)"
-72.5,-43.5,FAO 48,0,"Lon: -43.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-43.5, -72.5)"
-72.5,-42.5,FAO 48,0,"Lon: -42.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-42.5, -72.5)"
-72.5,-41.5,FAO 48,0,"Lon: -41.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-41.5, -72.5)"
-72.5,-40.5,FAO 48,5.514676597079936e-5,"Lon: -40.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-40.5, -72.5)"
-72.5,-39.5,FAO 48,7.147032301969799e-5,"Lon: -39.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-39.5, -72.5)"
-72.5,-38.5,FAO 48,1.4441447559502e-4,"Lon: -38.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-38.5, -72.5)"
-72.5,-37.5,FAO 48,3.468723860293e-4,"Lon: -37.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-37.5, -72.5)"
-72.5,-36.5,FAO 48,4.1122162998971e-4,"Lon: -36.5°, Lat: -72.5°
Catches: 0.0 tonnes/km²
Region:fao-48","c(-36.5, -72.5)"
